KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
53340091,0,,,71,36,35,2,0,2,69,36,33,22,11,11,69,36,33,69,36,33,47,25,22,22,10,12,14,7,7,1,0,1,0,0,0,33,33,9,14,7,2,1,0,0,24,16,8,0,31,0,9,9
53340095,2,53340084,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340100,1,,53340110,23,11,12,3,1,2,21,10,11,12,6,6,21,10,11,21,10,11,9,4,5,5,1,4,2,0,2,0,0,0,2,0,2,9,9,5,1,2,1,0,0,1,5,3,2,1,8,0,5,0
53340101,0,,,83,37,46,7,6,1,76,31,45,36,16,20,73,31,42,73,31,42,40,15,25,24,8,16,8,1,7,0,0,0,0,0,0,29,29,3,13,7,1,3,1,1,26,13,13,0,26,0,3,6
53340102,0,,,176,85,91,7,3,4,166,80,86,83,41,42,161,78,83,160,78,82,83,39,44,42,19,23,14,4,10,0,0,0,3,1,2,76,76,20,31,12,7,6,0,0,54,43,11,2,55,0,14,16
53340103,0,,,103,54,49,8,8,0,95,46,49,47,24,23,94,46,48,94,46,48,48,22,26,21,6,15,13,2,11,1,0,1,1,1,0,36,36,7,9,10,5,4,0,1,29,20,9,2,30,0,5,7
53340104,1,,53340114,36,14,22,7,2,5,40,17,23,23,12,11,40,17,23,40,17,23,17,5,12,7,2,5,3,0,3,0,0,0,0,0,0,12,12,2,4,4,1,3,1,0,13,8,5,0,11,0,1,2
53340105,0,,,283,137,146,28,14,14,254,122,132,142,72,70,248,120,128,245,117,128,112,50,62,56,19,37,24,6,18,2,1,1,1,0,1,108,108,30,32,15,17,9,4,1,78,56,22,7,78,0,24,17
53340106,0,,,380,180,200,40,24,16,339,155,184,179,88,91,332,152,180,329,150,179,160,67,93,80,27,53,33,9,24,2,1,1,11,1,10,151,150,52,41,24,14,8,5,6,97,64,33,8,107,6,26,21
53340110,2,53340100,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340112,0,,,71,28,43,5,1,4,66,27,39,31,12,19,64,25,39,64,25,39,35,15,20,20,8,12,12,4,8,1,0,1,0,0,0,22,21,4,4,7,4,1,0,1,17,6,11,2,18,0,3,2
53340113,0,,,82,39,43,2,2,0,80,37,43,39,20,19,78,35,43,76,34,42,41,17,24,19,7,12,6,0,6,0,0,0,0,0,0,27,27,2,9,10,1,2,3,0,24,14,10,0,23,0,1,4
53340114,2,53340104,,11,5,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340115,0,,,43,21,22,3,1,2,40,20,20,20,10,10,38,18,20,38,18,20,20,10,10,8,4,4,3,0,3,0,0,0,0,0,0,18,18,7,4,3,2,1,1,0,10,9,1,1,14,0,6,2
53340116,0,,,462,210,252,40,17,23,422,193,229,214,106,108,402,184,218,394,179,215,208,87,121,115,42,73,40,10,30,5,2,3,0,0,0,180,179,52,59,24,19,18,5,2,126,91,35,6,135,1,35,36
53340117,2,53340127,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340118,0,,,69,35,34,8,4,4,61,31,30,33,18,15,61,31,30,61,31,30,28,13,15,15,6,9,10,4,6,0,0,0,0,0,0,18,18,1,5,5,1,2,0,4,17,9,8,2,16,0,1,2
53340120,2,53340130,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340121,0,,,34,20,14,2,1,1,32,19,13,8,5,3,32,19,13,32,19,13,24,14,10,13,8,5,7,5,2,2,2,0,0,0,0,18,18,9,6,1,0,2,0,0,9,7,2,1,18,0,9,3
53340122,0,,,16,7,9,1,0,1,15,7,8,8,4,4,14,7,7,14,7,7,7,3,4,5,2,3,2,0,2,2,0,2,0,0,0,5,5,0,1,2,2,0,0,0,5,3,2,0,3,0,0,1
53340124,0,,,104,50,54,10,6,4,94,44,50,52,27,25,90,41,49,88,41,47,42,17,25,31,12,19,12,7,5,1,0,1,0,0,0,33,33,4,12,6,3,4,2,2,29,14,15,2,27,0,3,6
53340125,0,,,30,14,16,3,1,2,27,13,14,16,10,6,27,13,14,27,13,14,11,3,8,5,0,5,4,0,4,1,0,1,0,0,0,9,9,2,1,1,2,3,0,0,7,3,4,1,5,0,0,1
53340126,0,,,663,314,349,89,44,45,573,269,304,351,171,180,548,254,294,536,250,286,222,98,124,91,32,59,39,11,28,1,0,1,3,1,2,215,214,34,51,50,45,20,9,5,180,131,49,24,134,1,21,27
53340127,1,,53340117,177,80,97,27,11,16,145,66,79,82,41,41,144,66,78,142,66,76,63,25,38,29,10,19,13,3,10,1,0,1,0,0,0,61,61,15,19,13,4,3,3,5,46,31,15,10,40,2,5,7
53340128,0,,,37,14,23,1,1,0,36,13,23,20,5,15,35,13,22,34,13,21,16,8,8,8,4,4,4,1,3,0,0,0,0,0,0,11,11,2,3,2,0,2,1,1,9,4,5,0,9,0,1,1
53340130,1,,53340120,60,26,34,0,0,0,64,28,36,25,11,14,63,27,36,61,27,34,39,17,22,27,11,16,14,5,9,0,0,0,0,0,0,27,27,8,12,5,3,1,0,0,21,14,7,0,25,0,7,7
53340133,0,,,141,73,68,14,10,4,127,63,64,65,36,29,126,62,64,126,62,64,62,27,35,39,16,23,15,5,10,2,1,1,0,0,0,45,45,10,11,10,5,2,3,4,35,20,15,5,38,0,7,3
53340134,0,,,33,20,13,4,3,1,29,17,12,15,8,7,27,16,11,27,16,11,14,9,5,6,5,1,1,1,0,0,0,0,0,0,0,9,9,1,2,3,0,0,2,1,8,3,5,1,9,0,1,2
53340136,0,,,125,60,65,11,4,7,114,56,58,62,33,29,111,53,58,109,51,58,52,23,29,21,9,12,4,1,3,2,0,2,0,0,0,45,45,9,13,11,7,3,0,2,36,27,9,3,34,0,4,8
53340137,2,53340147,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340141,0,,,166,77,89,17,9,8,149,68,81,70,33,37,141,66,75,140,65,75,79,35,44,43,16,27,23,7,16,4,0,4,1,0,1,49,49,6,17,6,10,2,3,5,43,23,20,2,44,0,6,12
53340143,2,53340144,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340144,1,,53340143,110,52,58,11,8,3,107,49,58,42,19,23,105,49,56,105,49,56,65,30,35,25,8,17,11,2,9,1,0,1,1,0,1,39,39,8,15,6,4,8,1,0,34,21,13,2,37,0,7,13
53340145,0,,,74,36,38,10,4,6,64,32,32,36,20,16,62,30,32,61,29,32,28,12,16,14,4,10,5,0,5,1,0,1,0,0,0,24,24,3,7,5,4,4,1,0,21,13,8,2,17,0,2,3
53340146,0,,,83,40,43,14,6,8,69,34,35,41,21,20,67,33,34,67,33,34,28,13,15,13,4,9,8,2,6,0,0,0,0,0,0,23,23,3,4,5,6,1,1,3,19,9,10,3,18,0,2,1
53340147,1,,53340137,123,58,65,15,6,9,113,54,59,66,33,33,110,52,58,110,52,58,47,21,26,24,10,14,10,3,7,0,0,0,0,0,0,37,37,4,15,8,4,4,0,4,35,20,15,3,28,0,2,4
53340149,0,,,147,72,75,17,8,9,130,64,66,69,38,31,128,63,65,126,62,64,61,26,35,26,8,18,12,2,10,1,0,1,0,0,0,46,46,7,14,7,8,3,5,2,39,24,15,4,34,0,5,6
53340150,0,,,104,50,54,6,2,4,98,48,50,39,16,23,97,48,49,95,47,48,59,32,27,34,17,17,12,6,6,1,0,1,0,0,0,45,45,12,19,8,2,2,2,0,33,24,9,2,37,0,9,11
53340151,2,53340160,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340152,0,,,57,27,30,3,3,0,54,24,30,23,12,11,51,24,27,49,23,26,31,12,19,14,4,10,5,0,5,1,0,1,0,0,0,19,19,2,5,7,3,1,0,1,17,11,6,0,17,0,2,4
53340153,0,,,286,138,148,13,8,5,273,130,143,146,78,68,271,129,142,271,129,142,127,52,75,63,25,38,17,4,13,0,0,0,0,0,0,109,109,21,40,22,16,8,0,2,88,67,21,6,84,0,15,25
53340154,0,,,31,15,16,2,1,1,29,14,15,18,9,9,27,12,15,26,11,15,11,5,6,7,2,5,4,1,3,0,0,0,0,0,0,10,10,1,4,2,0,2,1,0,9,6,3,0,8,0,0,3
53340155,0,,,472,229,243,50,25,25,421,203,218,257,133,124,403,196,207,397,194,203,164,70,94,77,24,53,24,5,19,2,0,2,0,0,0,152,152,28,41,27,25,14,11,6,122,65,57,12,115,0,19,14
53340156,0,,,238,115,123,32,15,17,206,100,106,118,63,55,202,98,104,199,97,102,88,37,51,40,15,25,13,3,10,2,1,1,0,0,0,75,75,13,20,16,9,8,4,5,62,31,31,8,57,0,7,9
53340157,0,,,69,32,37,7,3,4,62,29,33,35,17,18,61,29,32,60,29,31,27,12,15,15,6,9,7,3,4,0,0,0,0,0,0,26,26,6,8,5,5,0,2,0,20,13,7,2,19,0,4,3
53340159,0,,,154,65,89,19,10,9,135,55,80,81,33,48,132,55,77,131,54,77,54,22,32,23,8,15,12,3,9,2,0,2,1,0,1,55,55,9,17,16,7,2,3,1,46,36,10,4,33,0,7,9
53340160,1,,53340151,93,48,45,5,2,3,92,48,44,48,24,24,88,45,43,88,45,43,44,24,20,26,12,14,15,6,9,2,2,0,0,0,0,37,37,9,14,9,3,3,1,0,30,20,10,1,31,0,5,7
53340161,0,,,126,56,70,7,2,5,118,53,65,62,29,33,113,51,62,111,49,62,56,24,32,26,7,19,9,1,8,0,0,0,0,0,0,41,41,7,11,10,4,4,4,1,34,19,15,0,32,0,4,8
53340162,0,,,43,20,23,2,1,1,41,19,22,28,15,13,41,19,22,38,17,21,13,4,9,5,1,4,1,0,1,0,0,0,0,0,0,18,18,5,5,4,4,0,0,0,13,8,5,1,11,0,3,1
53340163,0,,,24,13,11,2,2,0,22,11,11,14,8,6,22,11,11,22,11,11,8,3,5,2,0,2,2,0,2,0,0,0,0,0,0,7,7,0,1,5,0,0,0,1,7,3,4,1,6,0,0,0
53340164,0,,,119,62,57,6,3,3,113,59,54,49,28,21,111,57,54,111,57,54,64,31,33,38,15,23,16,6,10,2,0,2,1,0,1,42,42,8,16,8,3,1,4,2,34,23,11,3,39,0,7,9
53340165,1,,53340166,326,167,159,29,16,13,299,152,147,176,95,81,293,148,145,292,148,144,123,57,66,58,24,34,22,5,17,3,1,2,0,0,0,114,114,23,32,25,20,8,4,3,92,58,34,6,77,0,14,13
53340166,2,53340165,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340167,1,,53340168,67,34,33,8,5,3,63,30,33,28,12,16,62,30,32,62,30,32,35,18,17,12,3,9,7,2,5,0,0,0,1,0,1,23,23,6,3,9,2,1,2,1,18,11,7,1,22,0,6,0
53340168,2,53340167,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340169,0,,,472,224,248,63,30,33,409,194,215,247,123,124,393,187,206,382,184,198,162,71,91,80,34,46,29,9,20,1,0,1,1,0,1,151,151,28,39,27,23,19,9,6,123,83,40,14,101,0,17,17
53340174,0,,,23,9,14,1,1,0,22,8,14,12,4,8,22,8,14,22,8,14,10,4,6,5,2,3,4,2,2,1,0,1,0,0,0,8,8,0,2,5,1,0,0,0,8,5,3,1,6,0,0,2
53340175,0,,,258,126,132,31,17,14,227,109,118,128,69,59,220,105,115,217,105,112,99,40,59,49,16,33,23,6,17,2,0,2,1,0,1,91,91,19,29,16,13,8,2,4,72,49,23,4,62,0,9,11
53340176,0,,,202,95,107,22,9,13,180,86,94,94,49,45,175,84,91,171,82,89,86,37,49,30,8,22,15,2,13,1,0,1,1,0,1,62,62,6,18,16,8,8,2,4,54,30,24,3,50,0,5,9
53340177,0,,,432,215,217,45,22,23,387,193,194,248,129,119,377,186,191,370,182,188,139,64,75,85,35,50,30,14,16,0,0,0,1,1,0,142,142,25,38,28,25,14,7,5,117,70,47,13,90,0,16,17
53340178,0,,,270,136,134,22,10,12,248,126,122,155,86,69,237,117,120,235,116,119,93,40,53,34,8,26,10,3,7,0,0,0,2,0,2,101,101,20,30,26,15,8,2,0,81,62,19,5,67,2,14,9
53340179,0,,,591,284,307,55,29,26,536,255,281,280,146,134,525,248,277,515,242,273,256,109,147,140,48,92,62,13,49,7,0,7,0,0,0,192,191,29,62,42,32,13,5,8,162,111,51,11,143,0,22,36
53340181,1,,53340182,168,84,84,7,4,3,166,83,83,82,43,39,164,82,82,164,82,82,84,40,44,47,17,30,16,6,10,1,0,1,0,0,0,61,61,11,29,10,8,4,0,3,54,39,15,1,54,0,7,11
53340182,2,53340181,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340184,0,,,36,16,20,3,1,2,33,15,18,15,9,6,33,15,18,33,15,18,18,6,12,11,3,8,5,0,5,1,0,1,0,0,0,13,13,5,1,2,4,0,0,1,8,4,4,0,10,0,4,1
53340185,0,,,404,195,209,54,22,32,343,169,174,231,121,110,333,162,171,330,159,171,112,48,64,60,24,36,26,11,15,1,0,1,1,0,1,136,136,26,40,24,23,8,12,3,105,71,34,16,76,1,13,10
53340186,0,,,539,238,301,56,24,32,483,214,269,251,127,124,476,209,267,473,209,264,232,87,145,141,44,97,77,18,59,16,1,15,3,0,3,186,183,38,57,38,31,8,9,2,145,96,49,18,132,0,27,25
53340187,0,,,149,44,105,9,3,6,140,41,99,30,14,16,139,40,99,139,40,99,110,27,83,89,14,75,67,7,60,21,0,21,0,0,0,24,23,3,6,7,3,1,1,2,20,12,8,2,20,0,3,5
53340188,0,,,503,234,269,52,23,29,451,211,240,249,119,130,441,204,237,433,201,232,202,92,110,95,37,58,38,14,24,0,0,0,8,0,8,167,167,36,39,35,21,24,7,5,131,77,54,10,128,5,19,23
53340189,0,,,832,397,435,99,56,43,733,341,392,465,220,245,707,329,378,692,323,369,268,121,147,125,47,78,39,14,25,2,1,1,0,0,0,291,291,51,92,63,43,23,15,4,238,180,58,24,186,0,36,43
53340192,0,,,48,22,26,4,1,3,44,21,23,25,13,12,40,20,20,40,20,20,19,8,11,7,2,5,2,0,2,0,0,0,0,0,0,17,17,5,6,1,2,1,0,2,12,7,5,0,14,0,4,3
53340193,0,,,51,21,30,5,2,3,46,19,27,32,13,19,43,19,24,42,19,23,14,6,8,9,4,5,3,1,2,0,0,0,1,0,1,15,15,2,4,2,2,3,2,0,13,5,8,0,11,0,1,2
53340195,0,,,466,242,224,58,35,23,402,205,197,302,156,146,388,194,194,375,188,187,100,49,51,46,23,23,12,6,6,2,0,2,1,0,1,159,159,19,52,31,40,13,3,1,137,116,21,15,66,1,7,18
53340196,0,,,488,238,250,66,36,30,414,197,217,250,124,126,400,190,210,392,186,206,164,73,91,78,32,46,28,12,16,1,0,1,1,1,0,177,177,33,54,40,32,12,3,3,142,113,29,14,105,2,19,27
53340198,2,53340199,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340199,1,,53340198,756,365,391,134,60,74,622,305,317,432,225,207,600,293,307,591,287,304,190,80,110,86,32,54,36,9,27,3,1,2,1,0,1,243,243,41,59,46,55,25,12,6,201,147,54,40,123,1,26,16
53340200,0,,,18,9,9,1,0,1,17,9,8,11,7,4,17,9,8,17,9,8,6,2,4,5,2,3,1,0,1,0,0,0,0,0,0,5,5,0,1,1,2,1,0,0,5,3,2,0,4,0,0,0
53340201,0,,,107,56,51,7,4,3,100,52,48,49,25,24,98,51,47,96,49,47,51,27,24,25,10,15,11,3,8,0,0,0,0,0,0,38,38,11,12,3,4,4,1,3,27,15,12,0,32,0,8,6
53340207,2,53340217,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340210,0,,,127,61,66,18,9,9,109,52,57,66,33,33,107,52,55,107,52,55,43,19,24,19,6,13,8,1,7,0,0,0,0,0,0,39,39,13,7,4,3,6,4,2,26,11,15,5,30,0,11,6
53340216,0,,,25,12,13,1,1,0,24,11,13,10,5,5,23,11,12,22,10,12,14,6,8,7,2,5,4,1,3,0,0,0,0,0,0,8,8,0,3,4,0,0,0,1,8,6,2,1,7,0,0,2
53340217,1,,53340207,7,3,4,0,0,0,12,5,7,1,1,0,12,5,7,12,5,7,11,4,7,10,4,6,1,1,0,0,0,0,0,0,0,4,4,2,5,0,0,0,0,0,5,5,0,0,7,0,2,4
53340220,0,,,54,27,27,5,2,3,49,25,24,27,15,12,49,25,24,48,25,23,22,10,12,10,4,6,4,1,3,0,0,0,0,0,0,21,21,6,5,6,2,0,2,0,15,11,4,2,17,0,4,1
53340223,0,,,14,8,6,1,1,0,13,7,6,4,3,1,13,7,6,13,7,6,9,4,5,3,1,2,3,1,2,0,0,0,0,0,0,7,7,3,2,1,1,0,0,0,4,3,1,0,6,0,2,1
53340225,0,,,14,8,6,0,0,0,14,8,6,7,4,3,14,8,6,14,8,6,7,4,3,2,1,1,0,0,0,0,0,0,0,0,0,6,6,2,2,0,2,0,0,0,4,3,1,0,5,0,2,1
53340226,0,,,114,61,53,5,3,2,109,58,51,62,37,25,107,57,50,107,57,50,47,21,26,17,3,14,10,2,8,1,1,0,0,0,0,42,42,10,9,15,3,3,1,1,32,18,14,0,35,0,8,3
53340227,0,,,148,72,76,9,5,4,139,67,72,70,35,35,139,67,72,138,67,71,69,32,37,34,14,20,11,2,9,0,0,0,0,0,0,55,55,13,16,17,2,3,1,3,41,28,13,3,45,0,12,8
53340228,0,,,163,84,79,13,10,3,150,74,76,81,44,37,149,73,76,148,72,76,69,30,39,28,8,20,13,3,10,0,0,0,0,0,0,61,61,13,21,10,13,2,1,1,48,34,14,1,45,0,7,11
53340229,0,,,146,68,78,9,4,5,137,64,73,74,36,38,133,63,70,133,63,70,63,28,35,34,10,24,7,4,3,1,0,1,0,0,0,51,51,8,17,12,7,3,3,1,42,29,13,2,43,0,6,9
53340230,0,,,62,33,29,3,0,3,59,33,26,27,18,9,58,33,25,57,32,25,32,15,17,13,6,7,2,1,1,0,0,0,0,0,0,24,24,3,9,8,3,1,0,0,21,19,2,2,19,0,1,5
53340232,0,,,29,10,19,4,1,3,25,9,16,13,4,9,25,9,16,25,9,16,12,5,7,7,2,5,4,1,3,0,0,0,0,0,0,8,8,0,3,3,0,0,1,1,8,4,4,1,7,0,0,2
53340233,0,,,15,6,9,0,0,0,15,6,9,7,3,4,15,6,9,15,6,9,8,3,5,4,1,3,4,1,3,0,0,0,0,0,0,6,6,1,3,0,2,0,0,0,5,1,4,0,5,0,0,0
53340234,0,,,98,49,49,16,11,5,82,38,44,44,19,25,82,38,44,82,38,44,38,19,19,18,7,11,10,2,8,4,0,4,1,0,1,34,34,7,11,4,9,1,0,2,27,18,9,3,26,0,7,7
53340235,0,,,539,263,276,45,23,22,494,240,254,282,142,140,479,236,243,470,230,240,212,98,114,107,43,64,33,11,22,1,0,1,3,1,2,200,200,55,46,51,22,12,9,5,144,99,45,9,145,0,38,20
53340236,0,,,52,26,26,0,0,0,52,26,26,25,11,14,49,24,25,49,24,25,27,15,12,9,4,5,6,3,3,1,0,1,0,0,0,18,18,4,3,7,2,0,1,1,14,7,7,0,15,0,2,2
53340237,0,,,239,125,114,26,16,10,213,109,104,127,67,60,209,106,103,207,104,103,86,42,44,42,18,24,16,6,10,1,1,0,1,0,1,79,79,20,18,7,19,8,5,2,58,29,29,7,55,0,9,12
53340238,0,,,674,305,369,60,24,36,614,281,333,338,166,172,597,269,328,581,260,321,276,115,161,149,50,99,71,21,50,10,4,6,19,0,19,240,238,73,66,36,22,14,15,12,165,97,68,15,163,2,35,33
53340239,0,,,63,29,34,4,2,2,59,27,32,29,13,16,57,26,31,56,26,30,30,14,16,10,2,8,4,0,4,0,0,0,0,0,0,19,19,2,6,3,3,3,1,1,16,9,7,0,18,0,2,2
