KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
53340687,0,,,14,7,7,1,1,0,13,6,7,3,2,1,13,6,7,13,6,7,10,4,6,7,2,5,3,1,2,1,1,0,0,0,0,8,8,4,3,0,1,0,0,0,4,3,1,0,8,0,4,1
53340689,2,53340679,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340690,0,,,198,94,104,35,16,19,163,78,85,99,47,52,157,77,80,152,74,78,64,31,33,40,16,24,18,9,9,2,1,1,3,0,3,63,63,12,12,13,13,8,4,1,51,35,16,11,43,1,8,8
53340691,0,,,58,30,28,5,2,3,53,28,25,27,18,9,52,27,25,51,26,25,26,10,16,12,5,7,4,0,4,1,0,1,0,0,0,28,28,8,13,4,3,0,0,0,20,18,2,1,17,0,5,4
53340692,0,,,341,158,183,40,20,20,301,138,163,165,80,85,295,136,159,293,134,159,136,58,78,62,26,36,25,8,17,4,1,3,4,2,2,142,142,44,43,24,23,3,3,2,98,75,23,12,93,4,29,27
53340702,2,53340703,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340703,1,,53340702,36,15,21,7,3,4,34,14,20,11,4,7,34,14,20,34,14,20,23,10,13,8,3,5,3,1,2,0,0,0,0,0,0,16,16,3,9,2,1,2,0,0,14,10,4,2,15,0,3,5
53340704,0,,,81,39,42,1,0,1,80,39,41,49,24,25,75,36,39,71,36,35,31,15,16,12,6,6,1,0,1,0,0,0,1,0,1,33,33,6,13,8,5,1,0,0,27,26,1,0,20,0,5,6
53340705,0,,,98,47,51,10,6,4,88,41,47,36,17,19,85,39,46,84,39,45,52,24,28,31,14,17,18,8,10,4,3,1,0,0,0,38,38,7,20,2,4,3,1,1,31,23,8,1,34,0,7,11
53340706,0,,,23,15,8,0,0,0,23,15,8,14,9,5,23,15,8,23,15,8,9,6,3,4,3,1,3,2,1,1,1,0,0,0,0,13,13,6,5,1,1,0,0,0,7,6,1,0,6,1,1,4
53340710,0,,,76,34,42,3,2,1,73,32,41,41,20,21,71,31,40,70,31,39,32,12,20,15,4,11,8,3,5,0,0,0,1,0,1,32,32,6,13,9,3,1,0,0,25,17,8,1,24,0,4,6
53340711,0,,,245,129,116,31,19,12,214,110,104,113,63,50,213,109,104,212,109,103,101,47,54,52,24,28,13,5,8,2,1,1,3,0,3,95,95,22,34,18,10,6,4,1,72,55,17,8,63,1,16,17
53340712,0,,,12,6,6,1,1,0,11,5,6,6,4,2,11,5,6,11,5,6,5,1,4,4,1,3,1,0,1,0,0,0,0,0,0,5,5,0,4,0,1,0,0,0,5,4,1,0,4,0,0,1
53340714,0,,,220,89,131,18,12,6,202,77,125,69,39,30,199,75,124,198,74,124,133,38,95,97,21,76,77,17,60,13,1,12,0,0,0,63,61,16,21,10,9,2,0,3,45,30,15,4,43,0,9,12
53340715,0,,,74,36,38,4,2,2,70,34,36,32,17,15,68,32,36,67,32,35,38,17,21,19,7,12,7,1,6,2,0,2,0,0,0,32,32,9,16,3,1,0,1,2,23,17,6,1,23,2,4,8
53340719,0,,,22,9,13,0,0,0,22,9,13,8,4,4,22,9,13,22,9,13,14,5,9,7,3,4,4,1,3,0,0,0,0,0,0,11,11,4,3,4,0,0,0,0,7,6,1,0,9,0,3,2
53340720,0,,,216,106,110,32,18,14,184,88,96,120,62,58,176,86,90,174,85,89,64,26,38,39,16,23,16,5,11,3,1,2,1,1,0,71,71,7,26,14,12,8,2,2,64,45,19,9,40,0,2,7
53340721,0,,,78,35,43,23,10,13,53,23,30,40,18,22,49,22,27,48,21,27,13,5,8,10,3,7,3,1,2,0,0,0,0,0,0,22,22,1,6,2,8,4,0,1,20,17,3,6,7,0,1,2
53340722,1,,53340723,141,63,78,14,10,4,128,53,75,72,28,44,125,53,72,124,53,71,56,25,31,32,13,19,13,3,10,2,1,1,1,0,1,54,54,14,19,8,7,5,1,1,41,30,11,2,40,0,12,8
53340723,2,53340722,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340725,0,,,230,111,119,12,6,6,218,105,113,96,52,44,215,104,111,214,104,110,122,53,69,60,20,40,30,8,22,4,2,2,0,0,0,104,104,35,32,22,12,2,0,1,69,54,15,3,82,0,28,15
53340726,0,,,176,91,85,13,7,6,163,84,79,72,44,28,160,82,78,156,79,77,91,40,51,51,21,30,34,13,21,6,2,4,1,0,1,60,59,10,26,9,7,3,1,3,49,39,10,4,43,0,8,15
53340727,0,,,38,17,21,2,1,1,36,16,20,15,8,7,34,15,19,34,15,19,21,8,13,13,5,8,6,2,4,1,0,1,0,0,0,14,14,3,3,5,1,2,0,0,11,7,4,0,13,0,3,2
53340729,0,,,24,12,12,0,0,0,24,12,12,2,1,1,24,12,12,24,12,12,22,11,11,17,7,10,7,3,4,0,0,0,0,0,0,14,14,6,6,2,0,0,0,0,8,7,1,0,14,0,6,6
53340735,0,,,44,21,23,0,0,0,44,21,23,17,10,7,43,20,23,43,20,23,27,11,16,12,4,8,6,1,5,1,0,1,0,0,0,22,22,8,9,4,0,0,1,0,14,11,3,0,19,1,7,4
53340736,0,,,28,11,17,0,0,0,28,11,17,11,5,6,28,11,17,28,11,17,17,6,11,10,3,7,3,0,3,0,0,0,0,0,0,13,13,3,6,3,1,0,0,0,10,8,2,0,12,0,2,2
53340737,0,,,48,21,27,6,3,3,42,18,24,17,7,10,40,18,22,40,18,22,25,11,14,14,5,9,6,2,4,0,0,0,0,0,0,20,20,4,10,3,1,1,1,0,16,14,2,0,17,0,4,7
53340745,0,,,32,17,15,1,0,1,31,17,14,14,10,4,30,16,14,29,16,13,17,7,10,11,4,7,4,1,3,0,0,0,0,0,0,12,12,1,6,2,2,1,0,0,11,7,4,0,12,0,1,4
53340747,1,,53340748,116,59,57,5,3,2,114,58,56,50,24,26,110,56,54,109,55,54,64,34,30,27,15,12,9,4,5,1,0,1,0,0,0,49,49,10,24,10,4,3,0,0,41,35,6,1,38,1,6,16
53340748,2,53340747,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340750,0,,,112,53,59,13,5,8,99,48,51,51,26,25,98,48,50,98,48,50,48,22,26,27,11,16,14,7,7,3,2,1,0,0,0,45,45,12,14,11,4,2,1,1,32,22,10,3,34,0,12,9
53340751,0,,,34,17,17,0,0,0,34,17,17,12,7,5,34,17,17,34,17,17,22,10,12,14,4,10,9,3,6,1,1,0,0,0,0,17,17,7,3,7,0,0,0,0,10,8,2,0,13,0,4,2
53340755,0,,,30,12,18,3,0,3,27,12,15,9,4,5,27,12,15,27,12,15,18,8,10,11,4,7,6,2,4,2,1,1,0,0,0,13,13,5,3,3,0,2,0,0,8,4,4,1,11,0,4,2
53340757,0,,,31,14,17,1,0,1,30,14,16,15,8,7,30,14,16,29,13,16,15,6,9,11,4,7,3,1,2,0,0,0,0,0,0,13,13,3,5,3,1,1,0,0,10,6,4,0,10,0,1,5
53340758,0,,,15,10,5,0,0,0,15,10,5,4,3,1,15,10,5,15,10,5,11,7,4,4,3,1,4,3,1,2,2,0,0,0,0,8,8,2,5,1,0,0,0,0,6,6,0,0,7,0,2,3
53340760,0,,,53,27,26,6,3,3,47,24,23,21,14,7,45,22,23,45,22,23,26,10,16,6,2,4,4,1,3,1,0,1,0,0,0,19,19,3,8,3,3,1,0,1,16,13,3,2,15,0,2,5
53340761,0,,,110,56,54,9,4,5,101,52,49,43,26,17,97,51,46,97,51,46,58,26,32,32,14,18,11,2,9,1,0,1,0,0,0,43,42,11,15,7,5,1,1,2,31,22,9,2,36,0,8,8
53340765,0,,,18,9,9,1,0,1,17,9,8,7,4,3,17,9,8,17,9,8,10,5,5,7,3,4,4,1,3,0,0,0,0,0,0,7,7,0,4,2,1,0,0,0,7,6,1,0,5,0,0,2
53340768,0,,,31,16,15,1,1,0,30,15,15,9,6,3,30,15,15,30,15,15,21,9,12,16,7,9,7,2,5,1,1,0,0,0,0,16,16,5,7,4,0,0,0,0,11,9,2,1,13,0,3,5
53340775,1,,53340785,25,13,12,0,0,0,31,16,15,6,5,1,31,16,15,31,16,15,25,11,14,19,8,11,6,2,4,0,0,0,0,0,0,14,14,7,9,2,0,0,0,0,11,10,1,0,17,0,6,4
53340779,0,,,26,14,12,5,4,1,21,10,11,12,5,7,21,10,11,21,10,11,9,5,4,5,2,3,4,1,3,1,1,0,0,0,0,10,10,5,2,1,0,0,0,2,5,3,2,1,7,0,3,0
53340780,2,53340790,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340785,2,53340775,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53340789,0,,,15,8,7,1,0,1,14,8,6,4,1,3,14,8,6,14,8,6,10,7,3,5,3,2,0,0,0,0,0,0,0,0,0,8,8,2,5,1,0,0,0,0,6,5,1,1,7,0,2,4
53340790,1,,53340780,18,11,7,0,0,0,20,12,8,8,6,2,20,12,8,20,12,8,12,6,6,6,3,3,2,1,1,0,0,0,2,1,1,11,11,4,8,0,0,0,0,0,8,8,0,0,8,0,2,4
53341001,0,,,49,25,24,1,1,0,48,24,24,25,15,10,48,24,24,48,24,24,23,9,14,15,5,10,4,2,2,0,0,0,0,0,0,20,20,7,3,5,4,1,0,0,13,5,8,0,16,1,4,3
53341006,0,,,12,5,7,0,0,0,12,5,7,3,1,2,12,5,7,12,5,7,9,4,5,7,3,4,4,2,2,1,1,0,0,0,0,6,6,3,2,0,0,1,0,0,3,2,1,0,6,0,3,2
53341007,0,,,106,52,54,9,6,3,97,46,51,42,20,22,94,46,48,94,46,48,55,26,29,24,9,15,12,4,8,0,0,0,0,0,0,38,38,8,16,4,3,2,3,2,30,20,10,3,34,0,7,9
53341011,0,,,26,16,10,0,0,0,26,16,10,15,9,6,26,16,10,26,16,10,11,7,4,6,4,2,3,2,1,0,0,0,0,0,0,9,9,1,2,3,3,0,0,0,8,6,2,0,9,0,1,0
53341018,0,,,69,32,37,3,1,2,66,31,35,33,17,16,64,30,34,64,30,34,33,14,19,17,4,13,7,0,7,1,0,1,0,0,0,25,25,1,12,8,1,2,1,0,24,15,9,1,21,0,0,6
53341019,0,,,17,9,8,1,1,0,16,8,8,8,3,5,16,8,8,16,8,8,8,5,3,4,2,2,2,1,1,0,0,0,0,0,0,7,7,2,2,1,2,0,0,0,5,3,2,1,6,0,1,2
53341021,0,,,20,9,11,0,0,0,20,9,11,9,4,5,20,9,11,20,9,11,11,5,6,4,1,3,2,0,2,0,0,0,0,0,0,8,8,0,4,4,0,0,0,0,7,6,1,0,8,0,0,3
53341022,2,53341032,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341025,0,,,26,14,12,4,3,1,22,11,11,13,7,6,22,11,11,22,11,11,9,4,5,5,2,3,1,0,1,0,0,0,0,0,0,9,9,0,3,5,0,1,0,0,9,8,1,2,6,0,0,2
53341029,0,,,20,8,12,0,0,0,20,8,12,4,1,3,19,8,11,19,8,11,16,7,9,8,4,4,3,1,2,1,1,0,0,0,0,10,10,2,7,0,1,0,0,0,8,7,1,0,10,0,2,5
53341030,0,,,29,15,14,2,1,1,27,14,13,11,4,7,26,13,13,26,13,13,16,10,6,8,3,5,5,3,2,1,0,1,0,0,0,11,11,4,3,0,2,1,1,0,7,4,3,1,11,0,4,2
53341032,1,,53341022,100,42,58,5,2,3,96,40,56,49,22,27,96,40,56,96,40,56,47,18,29,30,11,19,10,4,6,2,1,1,0,0,0,41,41,13,15,5,6,0,2,1,29,20,9,1,35,0,12,7
53341034,0,,,69,34,35,0,0,0,69,34,35,32,15,17,69,34,35,68,33,35,37,19,18,22,9,13,12,6,6,2,0,2,0,0,0,25,25,4,5,10,5,1,0,0,21,12,9,0,25,0,4,3
53341035,1,,53341036,47,22,25,5,2,3,50,25,25,28,15,13,48,24,24,46,24,22,22,10,12,12,7,5,4,2,2,0,0,0,0,0,0,13,13,3,4,2,4,3,0,1,14,9,5,1,13,0,2,1
53341036,2,53341035,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341037,0,,,21,12,9,0,0,0,21,12,9,9,4,5,18,11,7,18,11,7,12,8,4,6,4,2,1,0,1,0,0,0,0,0,0,9,9,3,2,3,0,1,0,0,6,6,0,0,8,0,3,1
53341038,2,53341048,,12,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341040,0,,,70,34,36,7,4,3,63,30,33,26,14,12,63,30,33,63,30,33,37,16,21,21,9,12,12,3,9,0,0,0,0,0,0,30,30,11,10,3,3,2,0,1,19,12,7,2,26,0,10,3
53341041,0,,,12,5,7,0,0,0,12,5,7,5,2,3,12,5,7,12,5,7,7,3,4,2,0,2,2,0,2,0,0,0,0,0,0,4,4,1,0,2,0,1,0,0,3,2,1,0,3,0,1,0
53341042,0,,,150,71,79,9,4,5,141,67,74,66,32,34,136,67,69,136,67,69,75,35,40,40,19,21,16,9,7,0,0,0,0,0,0,52,52,9,14,13,10,4,0,2,43,25,18,3,47,0,8,9
53341043,0,,,29,15,14,2,1,1,27,14,13,13,5,8,26,14,12,26,14,12,14,9,5,9,5,4,1,0,1,0,0,0,0,0,0,10,10,1,4,2,2,0,1,0,9,7,2,0,9,0,1,4
53341044,0,,,23,8,15,0,0,0,23,8,15,15,6,9,23,8,15,23,8,15,8,2,6,4,0,4,1,0,1,0,0,0,0,0,0,10,10,1,6,2,1,0,0,0,9,9,0,0,7,0,1,1
53341045,0,,,78,37,41,7,5,2,71,32,39,43,20,23,70,31,39,70,31,39,28,12,16,16,4,12,7,1,6,1,0,1,0,0,0,27,27,3,11,4,6,1,2,0,23,14,9,2,18,0,3,3
53341046,0,,,52,26,26,4,1,3,48,25,23,31,16,15,48,25,23,47,25,22,17,9,8,9,5,4,3,1,2,0,0,0,0,0,0,12,12,0,2,3,2,1,2,2,12,7,5,1,11,0,0,0
53341047,1,,53341057,34,16,18,2,0,2,37,18,19,17,10,7,37,18,19,37,18,19,20,8,12,8,2,6,4,2,2,0,0,0,0,0,0,13,13,3,7,3,2,1,0,0,13,10,3,1,14,0,2,4
53341048,1,,53341038,29,15,14,4,3,1,37,18,19,22,12,10,36,17,19,36,17,19,15,6,9,7,1,6,3,0,3,0,0,0,0,0,0,11,11,2,5,2,3,1,1,0,12,6,6,1,10,0,0,3
53341049,0,,,27,18,9,1,1,0,26,17,9,14,10,4,24,15,9,24,15,9,12,7,5,7,3,4,1,0,1,0,0,0,0,0,0,12,12,4,5,1,1,0,1,0,8,7,1,0,9,0,3,2
53341051,0,,,362,169,193,25,11,14,337,158,179,163,76,87,325,155,170,323,154,169,174,82,92,87,31,56,33,7,26,3,0,3,0,0,0,137,137,31,48,24,18,8,5,3,106,71,35,6,113,0,23,26
53341052,0,,,52,22,30,7,2,5,45,20,25,20,11,9,45,20,25,45,20,25,25,9,16,15,5,10,9,3,6,1,0,1,0,0,0,18,18,1,7,5,3,2,0,0,17,11,6,1,15,0,1,3
53341053,0,,,170,84,86,20,9,11,150,75,75,95,52,43,139,70,69,138,69,69,55,23,32,16,4,12,10,2,8,0,0,0,1,0,1,56,55,10,10,17,7,8,3,0,45,33,12,4,34,0,5,7
53341054,0,,,1050,471,579,123,54,69,922,414,508,488,254,234,894,399,495,883,396,487,434,160,274,285,90,195,153,38,115,26,4,22,2,1,1,295,291,53,71,73,47,28,9,10,237,169,68,35,166,1,28,35
53341055,0,,,698,345,353,76,37,39,622,308,314,348,183,165,610,302,308,602,296,306,274,125,149,129,52,77,50,21,29,3,1,2,1,0,1,264,264,70,70,57,37,18,7,5,192,140,52,22,184,0,42,44
53341057,2,53341047,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341058,0,,,29,12,17,1,0,1,28,12,16,19,9,10,28,12,16,28,12,16,9,3,6,3,0,3,3,0,3,0,0,0,0,0,0,10,10,0,5,3,0,2,0,0,10,7,3,1,7,0,0,1
53341061,0,,,24,11,13,0,0,0,24,11,13,12,4,8,24,11,13,24,11,13,12,7,5,7,4,3,3,3,0,0,0,0,0,0,0,11,11,3,3,5,0,0,0,0,8,5,3,0,9,0,2,1
53341062,2,53341063,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341063,1,,53341062,320,174,146,45,27,18,281,150,131,148,85,63,276,148,128,273,146,127,133,65,68,74,37,37,27,12,15,1,0,1,2,1,1,127,127,36,40,26,13,6,5,3,93,74,19,12,91,1,24,25
53341064,0,,,333,167,166,17,9,8,316,158,158,184,89,95,305,152,153,300,148,152,132,69,63,55,24,31,12,7,5,2,1,1,0,0,0,99,96,18,33,18,17,7,1,2,78,62,16,4,65,0,13,12
53341065,0,,,54,25,29,8,3,5,46,22,24,24,13,11,45,21,24,45,21,24,22,9,13,6,1,5,4,0,4,1,0,1,0,0,0,21,21,6,5,5,3,1,1,0,15,9,6,2,14,0,4,4
53341066,0,,,13,5,8,0,0,0,13,5,8,2,1,1,13,5,8,13,5,8,11,4,7,4,1,3,2,0,2,2,0,2,0,0,0,7,7,3,2,2,0,0,0,0,4,2,2,0,6,0,3,1
53341068,0,,,20,8,12,3,2,1,17,6,11,8,3,5,17,6,11,17,6,11,9,3,6,5,2,3,2,0,2,0,0,0,0,0,0,7,7,1,3,1,0,2,0,0,6,3,3,2,6,0,1,2
53341069,0,,,47,23,24,2,1,1,45,22,23,24,14,10,44,22,22,44,22,22,21,8,13,12,4,8,3,1,2,0,0,0,0,0,0,19,19,6,5,5,1,1,0,1,13,10,3,1,13,0,4,5
53341070,0,,,110,54,56,3,3,0,107,51,56,42,23,19,107,51,56,107,51,56,65,28,37,37,16,21,15,6,9,2,0,2,0,0,0,46,46,10,19,10,4,2,1,0,36,29,7,0,42,0,8,11
53341071,0,,,224,100,124,14,6,8,210,94,116,104,49,55,205,92,113,202,90,112,106,45,61,54,19,35,23,10,13,0,0,0,0,0,0,85,85,22,28,12,11,7,4,1,63,40,23,2,72,0,18,17
53341072,0,,,90,43,47,9,6,3,81,37,44,44,21,23,79,37,42,77,36,41,37,16,21,20,8,12,5,3,2,0,0,0,0,0,0,28,28,5,7,3,8,2,1,2,23,15,8,4,22,0,4,5
53341073,0,,,144,68,76,16,8,8,128,60,68,72,37,35,124,59,65,123,58,65,56,23,33,28,9,19,14,4,10,1,0,1,0,0,0,45,45,7,11,12,5,3,5,2,38,22,16,4,36,0,5,5
53341074,0,,,150,70,80,7,4,3,143,66,77,93,54,39,143,66,77,143,66,77,50,12,38,30,6,24,17,2,15,1,0,1,0,0,0,28,24,7,6,3,5,2,1,0,16,11,5,2,17,0,3,4
53341075,0,,,161,81,80,16,5,11,145,76,69,78,46,32,143,74,69,142,74,68,67,30,37,33,12,21,11,3,8,0,0,0,0,0,0,49,49,4,15,14,7,4,1,4,45,32,13,5,39,0,3,8
53341076,0,,,85,40,45,7,2,5,78,38,40,44,21,23,76,38,38,76,38,38,34,17,17,23,10,13,10,4,6,0,0,0,0,0,0,29,29,5,8,7,7,0,0,2,24,15,9,1,23,0,4,4
53341078,2,53341088,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341079,0,,,141,70,71,15,10,5,126,60,66,61,31,30,122,58,64,120,56,64,65,29,36,24,9,15,8,1,7,3,0,3,0,0,0,44,44,6,15,6,7,4,3,3,37,23,14,1,37,0,4,12
53341080,0,,,34,17,17,2,1,1,32,16,16,15,7,8,30,14,16,30,14,16,17,9,8,10,4,6,1,0,1,0,0,0,0,0,0,16,16,2,12,1,0,1,0,0,14,14,0,0,12,0,1,8
53341081,0,,,100,50,50,4,2,2,96,48,48,58,32,26,95,48,47,94,48,46,38,16,22,17,7,10,2,1,1,0,0,0,0,0,0,40,40,8,17,8,3,2,2,0,32,25,7,1,27,0,6,8
53341082,0,,,57,24,33,4,2,2,53,22,31,32,15,17,50,21,29,49,20,29,21,7,14,9,3,6,5,1,4,1,0,1,0,0,0,21,21,3,11,1,3,1,2,0,18,15,3,1,15,0,2,2
53341083,2,53341084,,13,7,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341084,1,,53341083,123,59,64,17,6,11,119,60,59,63,34,29,118,59,59,118,59,59,56,26,30,27,10,17,11,3,8,0,0,0,0,0,0,44,44,9,12,11,9,4,0,2,38,24,14,4,32,2,4,10
53341085,0,,,135,73,62,18,14,4,117,59,58,68,37,31,115,58,57,115,58,57,49,22,27,21,7,14,15,5,10,0,0,0,1,1,0,41,41,9,10,9,3,3,3,4,32,17,15,4,32,0,5,4
53341086,0,,,106,53,53,9,4,5,97,49,48,49,30,19,97,49,48,97,49,48,48,19,29,21,6,15,11,2,9,2,0,2,0,0,0,42,42,9,13,12,6,1,1,0,33,23,10,4,32,0,6,5
53341088,1,,53341078,54,27,27,3,1,2,53,27,26,26,15,11,52,27,25,50,25,25,27,12,15,9,2,7,2,0,2,2,0,2,0,0,0,18,18,2,6,4,6,0,1,0,17,11,6,0,17,0,2,4
53341089,0,,,75,40,35,1,0,1,74,40,34,41,24,17,71,38,33,68,37,31,33,16,17,17,7,10,6,2,4,0,0,0,0,0,0,25,25,5,9,1,4,4,1,1,20,10,10,0,20,0,2,5
53341090,0,,,125,61,64,10,6,4,115,55,60,61,33,28,112,54,58,111,53,58,54,22,32,27,9,18,13,4,9,0,0,0,0,0,0,47,47,11,15,8,8,2,3,0,36,22,14,3,38,1,7,7
53341091,0,,,17,10,7,1,1,0,16,9,7,10,7,3,15,8,7,15,8,7,6,2,4,3,1,2,2,1,1,0,0,0,0,0,0,7,7,2,2,2,0,1,0,0,5,3,2,0,4,0,0,0
53341092,0,,,113,57,56,6,4,2,107,53,54,69,38,31,97,47,50,94,45,49,38,15,23,23,7,16,4,1,3,1,0,1,1,0,1,36,36,10,5,8,3,5,3,2,26,13,13,1,29,0,8,3
53341093,0,,,124,58,66,15,7,8,109,51,58,60,30,30,109,51,58,109,51,58,49,21,28,19,6,13,10,3,7,2,1,1,1,0,1,36,36,4,10,6,5,6,3,2,32,17,15,5,32,0,3,4
53341094,0,,,144,78,66,17,11,6,127,67,60,77,43,34,119,64,55,116,61,55,50,24,26,20,7,13,9,3,6,0,0,0,0,0,0,43,43,5,12,10,7,1,5,3,38,26,12,4,34,0,4,7
53341095,0,,,99,50,49,7,5,2,92,45,47,56,28,28,90,44,46,90,44,46,36,17,19,13,4,9,4,1,3,0,0,0,0,0,0,32,32,5,9,8,4,2,2,2,26,17,9,2,23,0,3,7
53341096,0,,,233,117,116,17,13,4,216,104,112,136,71,65,211,102,109,207,99,108,80,33,47,41,13,28,15,4,11,2,0,2,0,0,0,79,79,20,18,17,10,5,5,4,59,29,30,8,60,0,11,7
53341098,0,,,20,10,10,0,0,0,20,10,10,9,4,5,20,10,10,20,10,10,11,6,5,4,2,2,2,1,1,2,1,1,0,0,0,7,7,2,1,1,2,1,0,0,5,2,3,0,6,0,1,1
53341099,0,,,45,25,20,7,3,4,38,22,16,25,15,10,36,20,16,35,20,15,13,7,6,8,4,4,6,3,3,0,0,0,0,0,0,11,11,0,1,3,1,6,0,0,11,5,6,2,7,0,0,0
53341102,0,,,15,9,6,2,2,0,13,7,6,7,4,3,13,7,6,13,7,6,6,3,3,1,0,1,0,0,0,0,0,0,0,0,0,5,5,2,0,1,1,0,1,0,3,1,2,0,5,0,2,0
53341103,0,,,12,7,5,0,0,0,12,7,5,5,4,1,12,7,5,12,7,5,7,3,4,4,1,3,3,1,2,0,0,0,0,0,0,5,5,1,1,3,0,0,0,0,4,4,0,0,5,0,1,0
53341104,1,,53341115,119,65,54,5,3,2,123,68,55,72,43,29,119,66,53,117,65,52,51,25,26,28,13,15,11,6,5,1,1,0,0,0,0,39,39,6,10,14,8,2,3,0,37,23,14,1,34,0,4,5
53341105,0,,,13,5,8,2,1,1,11,4,7,7,3,4,11,4,7,11,4,7,4,1,3,1,0,1,1,0,1,1,0,1,0,0,0,5,5,1,3,0,0,0,1,0,4,2,2,1,3,0,1,0
53341106,0,,,398,182,216,58,27,31,340,155,185,205,103,102,323,144,179,318,144,174,135,52,83,91,28,63,63,17,46,17,1,16,6,6,0,112,110,23,22,22,26,6,7,4,86,59,27,11,47,5,5,9
53341107,0,,,60,29,31,6,4,2,54,25,29,26,11,15,50,23,27,50,23,27,28,14,14,15,6,9,6,2,4,2,0,2,0,0,0,21,21,4,7,4,2,3,0,1,17,11,6,0,18,0,4,6
53341109,0,,,45,24,21,7,5,2,38,19,19,23,14,9,37,18,19,36,17,19,15,5,10,8,3,5,2,1,1,0,0,0,0,0,0,13,13,0,4,4,2,1,2,0,13,7,6,0,10,0,0,2
53341112,0,,,57,30,27,5,3,2,52,27,25,27,15,12,50,26,24,49,25,24,25,12,13,14,7,7,5,4,1,1,1,0,0,0,0,18,18,4,5,3,2,1,1,2,13,9,4,1,13,0,1,1
53341115,2,53341104,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53341116,0,,,437,175,262,43,18,25,394,157,237,209,107,102,378,150,228,374,147,227,185,50,135,130,23,107,78,9,69,19,0,19,0,0,0,114,113,17,32,21,20,10,4,9,96,61,35,12,71,0,10,10
53341117,0,,,115,55,60,4,4,0,111,51,60,59,30,29,109,51,58,108,50,58,52,21,31,25,8,17,9,1,8,3,0,3,1,0,1,40,40,8,9,10,8,4,0,1,31,19,12,1,32,0,6,3
53341120,0,,,57,27,30,3,1,2,54,26,28,28,16,12,53,25,28,51,24,27,26,10,16,12,5,7,7,1,6,2,0,2,0,0,0,22,22,4,8,5,3,2,0,0,18,10,8,0,17,0,2,4
