KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
53350000,0,,,85,44,41,8,4,4,77,40,37,42,26,16,76,40,36,73,37,36,35,14,21,18,9,9,6,2,4,1,0,1,1,1,0,30,30,4,11,5,7,2,1,0,26,18,8,3,21,0,4,7
53350002,1,,53350012,29,16,13,2,0,2,31,18,13,12,8,4,30,17,13,29,17,12,19,10,9,11,5,6,4,3,1,0,0,0,0,0,0,13,13,5,5,3,1,1,0,0,10,9,1,1,13,0,4,4
53350003,0,,,24,9,15,3,0,3,21,9,12,8,4,4,21,9,12,21,9,12,13,5,8,6,2,4,4,1,3,0,0,0,0,0,0,11,11,3,6,1,0,0,1,0,8,6,2,1,10,0,2,4
53350005,0,,,201,98,103,39,20,19,162,78,84,113,54,59,155,75,80,152,73,79,49,24,25,21,7,14,6,1,5,1,0,1,4,2,2,75,75,16,22,17,14,3,2,1,59,51,8,9,35,0,9,13
53350006,0,,,479,229,250,59,36,23,420,193,227,237,117,120,409,187,222,402,183,219,183,76,107,93,38,55,39,15,24,5,2,3,15,8,7,188,188,39,76,33,23,9,5,3,148,121,27,15,123,0,32,44
53350007,0,,,274,134,140,21,12,9,252,121,131,115,62,53,248,120,128,244,118,126,137,59,78,64,30,34,21,6,15,2,1,1,0,0,0,118,118,34,39,29,9,3,4,0,83,70,13,4,88,0,28,24
53350008,0,,,115,51,64,9,7,2,106,44,62,42,17,25,106,44,62,106,44,62,64,27,37,32,12,20,10,5,5,0,0,0,0,0,0,51,51,16,18,9,6,1,0,1,35,30,5,1,43,0,14,13
53350009,0,,,59,33,26,2,2,0,57,31,26,28,20,8,56,31,25,55,30,25,29,11,18,18,4,14,7,3,4,1,0,1,0,0,0,31,31,14,10,3,4,0,0,0,17,16,1,0,22,0,10,5
53350010,0,,,24,13,11,0,0,0,24,13,11,7,5,2,24,13,11,23,12,11,17,8,9,9,4,5,5,2,3,0,0,0,0,0,0,11,11,2,7,1,0,1,0,0,9,8,1,0,10,0,1,5
53350012,2,53350002,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350013,1,,53350023,17,7,10,1,1,0,25,10,15,7,2,5,25,10,15,25,10,15,18,8,10,8,1,7,3,0,3,0,0,0,0,0,0,9,9,5,4,3,1,0,0,0,8,3,5,0,12,0,4,2
53350014,2,53350024,,11,6,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350015,0,,,23,10,13,0,0,0,23,10,13,8,4,4,23,10,13,23,10,13,15,6,9,6,1,5,3,0,3,0,0,0,0,0,0,12,12,4,5,3,0,0,0,0,8,7,1,0,10,0,3,2
53350016,0,,,32,16,16,0,0,0,32,16,16,15,9,6,32,16,16,32,16,16,17,7,10,9,4,5,6,3,3,0,0,0,0,0,0,16,16,7,6,1,1,0,1,0,9,7,2,0,11,0,5,2
53350018,0,,,110,40,70,13,6,7,97,34,63,50,14,36,96,34,62,95,33,62,47,20,27,25,11,14,11,1,10,2,0,2,11,1,10,46,46,15,12,10,4,5,0,0,31,23,8,0,25,2,4,11
53350019,0,,,143,72,71,9,5,4,134,67,67,64,31,33,132,66,66,131,65,66,70,36,34,24,12,12,8,4,4,1,0,1,0,0,0,60,60,10,26,16,7,1,0,0,48,37,11,3,48,0,7,13
53350020,0,,,10,5,5,0,0,0,10,5,5,0,0,0,10,5,5,10,5,5,10,5,5,6,3,3,2,1,1,0,0,0,0,0,0,7,7,4,3,0,0,0,0,0,3,3,0,0,7,0,4,2
53350021,0,,,16,7,9,0,0,0,16,7,9,5,3,2,16,7,9,16,7,9,11,4,7,9,3,6,2,1,1,0,0,0,0,0,0,10,10,5,4,1,0,0,0,0,5,5,0,0,8,0,4,2
53350023,2,53350013,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350024,1,,53350014,61,30,31,5,2,3,67,34,33,29,19,10,64,31,33,63,30,33,38,15,23,18,8,10,4,1,3,1,0,1,0,0,0,28,28,13,6,6,3,2,0,1,18,10,8,2,26,0,11,4
53350027,0,,,36,19,17,3,1,2,33,18,15,14,9,5,33,18,15,33,18,15,19,9,10,9,5,4,2,1,1,0,0,0,0,0,0,16,16,6,3,5,1,1,0,0,10,10,0,1,12,0,5,3
53350028,0,,,31,16,15,5,3,2,26,13,13,14,8,6,26,13,13,26,13,13,12,5,7,8,3,5,5,1,4,0,0,0,1,0,1,11,11,1,4,3,2,1,0,0,10,9,1,1,8,0,1,3
53350029,0,,,28,15,13,3,1,2,25,14,11,11,8,3,25,14,11,25,14,11,14,6,8,10,5,5,1,0,1,1,0,1,0,0,0,11,11,3,3,2,2,1,0,0,8,6,2,0,7,0,1,3
53350030,1,,53350031,51,25,26,0,0,0,53,26,27,17,11,6,51,24,27,51,24,27,36,15,21,22,9,13,10,2,8,1,0,1,0,0,0,26,26,12,10,4,1,1,0,0,16,13,3,0,25,0,10,6
53350031,2,53350030,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350032,2,53350042,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350033,0,,,47,24,23,1,0,1,46,24,22,27,16,11,45,24,21,43,23,20,19,8,11,9,3,6,4,1,3,1,0,1,0,0,0,20,20,7,5,4,2,2,0,0,13,10,3,0,14,0,4,2
53350034,0,,,76,37,39,5,2,3,71,35,36,41,23,18,69,34,35,68,33,35,30,12,18,18,5,13,9,3,6,1,0,1,0,0,0,34,34,12,9,7,5,1,0,0,22,18,4,1,19,0,5,5
53350036,0,,,41,24,17,3,1,2,38,23,15,16,9,7,37,23,14,37,23,14,22,14,8,13,9,4,6,6,0,0,0,0,0,0,0,18,18,6,4,5,3,0,0,0,12,10,2,1,14,0,4,4
53350037,0,,,23,12,11,4,3,1,19,9,10,9,4,5,19,9,10,19,9,10,10,5,5,3,2,1,0,0,0,0,0,0,1,1,0,7,7,0,3,1,1,2,0,0,7,6,1,1,6,0,0,3
53350038,0,,,73,34,39,2,1,1,64,30,34,28,16,12,62,29,33,62,29,33,36,14,22,24,9,15,9,3,6,0,0,0,0,0,0,31,31,4,17,5,5,0,0,0,25,22,3,1,22,0,2,11
53350039,0,,,277,142,135,24,11,13,253,131,122,178,95,83,244,125,119,240,122,118,75,36,39,35,16,19,10,5,5,1,1,0,0,0,0,111,111,21,46,19,19,5,1,0,89,80,9,6,47,0,9,24
53350040,0,,,12,7,5,0,0,0,12,7,5,3,3,0,12,7,5,12,7,5,9,4,5,5,3,2,2,0,2,0,0,0,0,0,0,6,6,3,2,0,0,1,0,0,3,3,0,0,6,0,3,2
53350042,1,,53350032,6,2,4,0,0,0,11,5,6,3,3,0,11,5,6,11,5,6,8,2,6,6,1,5,1,0,1,0,0,0,0,0,0,5,5,4,2,1,0,0,0,0,3,3,0,0,6,0,3,1
53350043,0,,,45,24,21,0,0,0,45,24,21,16,11,5,44,24,20,43,23,20,29,13,16,15,7,8,7,2,5,0,0,0,0,0,0,21,21,6,8,5,2,0,0,0,15,14,1,0,18,0,5,5
53350044,0,,,9,5,4,0,0,0,9,5,4,3,2,1,9,5,4,9,5,4,6,3,3,3,2,1,2,1,1,0,0,0,0,0,0,6,6,4,1,1,0,0,0,0,2,2,0,0,5,0,4,1
53350045,2,53350055,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350046,0,,,17,7,10,0,0,0,17,7,10,7,1,6,17,7,10,17,7,10,10,6,4,4,2,2,1,0,1,1,0,1,0,0,0,8,8,2,3,3,0,0,0,0,6,5,1,0,6,0,1,3
53350047,2,53350057,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350049,0,,,37,18,19,7,5,2,30,13,17,17,7,10,29,13,16,28,12,16,13,6,7,9,4,5,4,1,3,1,0,1,0,0,0,13,13,1,6,1,4,1,0,0,12,10,2,0,8,0,0,5
53350050,1,,53350051,17,9,8,0,0,0,22,11,11,11,7,4,22,11,11,22,11,11,11,4,7,9,3,6,5,1,4,0,0,0,0,0,0,6,6,1,2,3,2,0,0,0,7,5,2,0,7,0,1,2
53350051,2,53350050,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350052,2,53350053,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350053,1,,53350052,25,12,13,2,0,2,28,14,14,11,8,3,27,13,14,25,11,14,17,6,11,10,3,7,2,1,1,0,0,0,0,0,0,12,12,6,7,0,0,2,0,0,9,8,1,0,11,0,4,5
53350055,1,,53350045;53350064,14,7,7,4,3,1,22,11,11,6,3,3,21,10,11,21,10,11,16,8,8,7,4,3,5,3,2,0,0,0,0,0,0,9,9,5,5,0,0,1,1,0,7,5,2,0,11,0,4,4
53350057,1,,53350047,61,31,30,1,1,0,61,31,30,26,17,9,61,31,30,61,31,30,35,14,21,23,9,14,5,3,2,0,0,0,2,1,1,30,30,11,12,5,3,0,0,0,19,15,4,0,24,0,8,7
53350063,0,,,35,16,19,0,0,0,35,16,19,8,4,4,35,16,19,35,16,19,27,12,15,14,5,9,6,1,5,0,0,0,0,0,0,25,25,15,10,0,0,0,0,0,10,9,1,0,21,0,13,7
53350064,2,53350055,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350065,0,,,20,9,11,0,0,0,20,9,11,10,5,5,20,9,11,20,9,11,10,4,6,9,3,6,4,2,2,0,0,0,0,0,0,11,11,4,6,0,1,0,0,0,7,6,1,0,8,0,4,1
53350068,0,,,17,9,8,1,1,0,16,8,8,7,4,3,16,8,8,16,8,8,9,4,5,6,3,3,4,3,1,0,0,0,0,0,0,9,9,2,6,1,0,0,0,0,7,6,1,1,6,0,1,3
53350069,1,,53350079,25,15,10,0,0,0,28,17,11,10,10,0,28,17,11,28,17,11,18,7,11,18,7,11,9,4,5,1,1,0,0,0,0,13,13,8,4,4,0,0,0,0,8,8,0,0,14,0,6,1
53350073,0,,,34,15,19,1,0,1,33,15,18,7,4,3,33,15,18,33,15,18,26,11,15,16,8,8,3,0,3,0,0,0,0,0,0,19,19,10,5,3,0,1,0,0,9,7,2,0,18,0,9,4
53350075,2,53350076,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350076,1,,53350075,19,9,10,0,0,0,24,12,12,9,5,4,24,12,12,24,12,12,15,7,8,9,4,5,5,2,3,0,0,0,0,0,0,10,10,6,7,0,1,0,0,0,8,7,1,0,10,0,4,4
53350077,0,,,64,20,44,4,1,3,60,19,41,11,7,4,59,18,41,59,18,41,49,12,37,39,7,32,28,1,27,10,0,10,0,0,0,17,16,5,7,2,1,0,0,1,11,8,3,1,14,0,4,5
53350079,2,53350069,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350080,0,,,42,18,24,3,1,2,39,17,22,19,7,12,37,17,20,37,17,20,20,10,10,16,9,7,9,5,4,0,0,0,0,0,0,14,14,2,5,3,2,0,1,1,12,7,5,0,13,0,2,5
53350086,0,,,38,20,18,1,1,0,37,19,18,15,8,7,36,18,18,36,18,18,22,11,11,14,7,7,0,0,0,0,0,0,0,0,0,19,19,4,12,2,1,0,0,0,15,14,1,0,14,0,3,8
53350090,0,,,45,25,20,0,0,0,45,25,20,22,15,7,45,25,20,45,25,20,23,10,13,10,4,6,4,1,3,0,0,0,0,0,0,22,22,8,7,5,2,0,0,0,14,11,3,0,15,0,3,3
53350093,0,,,20,10,10,1,1,0,19,9,10,8,3,5,19,9,10,19,9,10,11,6,5,7,3,4,5,3,2,0,0,0,0,0,0,7,7,0,3,2,2,0,0,0,7,5,2,0,7,0,0,3
53350094,1,,53350095,9,4,5,0,0,0,15,6,9,4,2,2,15,6,9,15,6,9,11,4,7,5,1,4,1,0,1,0,0,0,0,0,0,6,6,6,3,1,0,0,0,0,4,4,0,0,8,0,5,2
53350095,2,53350094,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350097,0,,,11,6,5,0,0,0,11,6,5,4,3,1,11,6,5,11,6,5,7,3,4,7,3,4,2,1,1,0,0,0,0,0,0,5,5,2,1,1,1,0,0,0,3,3,0,0,4,0,1,1
53350099,0,,,18,8,10,0,0,0,18,8,10,2,2,0,18,8,10,18,8,10,16,6,10,15,5,10,8,4,4,1,0,1,0,0,0,13,13,8,5,0,0,0,0,0,5,5,0,0,11,0,6,5
53350103,1,,53350113,88,42,46,4,3,1,90,42,48,47,23,24,88,40,48,87,39,48,43,19,24,28,12,16,7,2,5,1,0,1,0,0,0,40,40,11,18,7,5,0,1,0,31,26,5,1,28,0,7,12
53350105,0,,,92,47,45,4,3,1,88,44,44,42,26,16,85,43,42,85,43,42,46,18,28,27,8,19,11,5,6,1,0,1,0,0,0,41,41,11,15,10,4,1,0,0,30,23,7,0,33,0,10,9
53350106,0,,,49,26,23,2,1,1,46,24,22,26,14,12,45,23,22,44,22,22,20,10,10,7,3,4,3,1,2,0,0,0,0,0,0,20,20,6,5,4,4,1,0,0,14,11,3,0,14,0,4,4
53350107,0,,,86,46,40,5,3,2,81,43,38,47,25,22,81,43,38,79,42,37,34,18,16,13,5,8,5,2,3,0,0,0,0,0,0,40,40,14,13,7,5,1,0,0,26,23,3,2,24,0,8,6
53350108,0,,,68,33,35,5,2,3,63,31,32,31,17,14,62,30,32,62,30,32,32,14,18,18,9,9,7,3,4,0,0,0,1,0,1,25,25,4,12,3,2,2,1,1,20,14,6,1,21,1,2,7
53350112,0,,,32,16,16,6,3,3,26,13,13,15,9,6,25,13,12,24,12,12,11,4,7,6,2,4,1,0,1,0,0,0,0,0,0,12,12,5,2,1,1,2,1,0,7,5,2,1,9,0,5,0
53350113,2,53350103,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350114,0,,,30,14,16,2,1,1,28,13,15,8,3,5,28,13,15,28,13,15,20,10,10,14,7,7,5,2,3,1,0,1,1,0,1,11,11,2,3,5,0,0,0,1,9,6,3,0,10,0,2,1
53350115,0,,,158,81,77,17,11,6,141,70,71,62,31,31,139,68,71,139,68,71,79,39,40,31,16,15,12,4,8,2,1,1,1,0,1,64,64,14,24,14,8,2,2,0,50,38,12,5,47,0,10,17
53350116,0,,,216,66,150,7,7,0,209,59,150,41,20,21,208,58,150,208,58,150,168,39,129,155,34,121,122,25,97,28,2,26,9,4,5,35,32,16,6,3,5,2,0,0,16,11,5,1,15,6,5,4
53350117,0,,,164,79,85,8,4,4,156,75,81,66,33,33,153,73,80,153,73,80,90,42,48,53,24,29,20,8,12,3,1,2,1,1,0,68,68,15,29,12,8,2,1,1,52,37,15,4,55,1,12,22
53350118,0,,,41,17,24,1,0,1,40,17,23,16,7,9,40,17,23,40,17,23,24,10,14,11,4,7,6,0,6,0,0,0,0,0,0,20,20,6,8,5,1,0,0,0,14,12,2,0,17,0,5,5
53350119,0,,,48,24,24,2,2,0,46,22,24,17,10,7,46,22,24,46,22,24,29,12,17,14,6,8,6,2,4,0,0,0,0,0,0,22,22,6,11,2,2,0,1,0,16,15,1,1,18,0,5,9
53350121,1,,53350131,35,17,18,4,2,2,35,18,17,22,11,11,34,17,17,34,17,17,13,7,6,7,2,5,3,0,3,0,0,0,0,0,0,13,13,3,6,4,1,0,0,1,12,9,3,2,10,0,2,5
53350122,0,,,16,8,8,0,0,0,16,8,8,10,5,5,16,8,8,16,8,8,6,3,3,3,1,2,2,1,1,0,0,0,0,0,0,7,7,0,5,2,0,0,0,0,7,6,1,0,5,0,0,2
53350123,2,53350133,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350125,0,,,19,10,9,2,2,0,17,8,9,9,5,4,17,8,9,17,8,9,8,3,5,5,1,4,3,0,3,0,0,0,0,0,0,7,7,2,2,2,0,0,0,1,5,4,1,1,5,0,2,0
53350126,0,,,57,25,32,1,0,1,56,25,31,28,16,12,56,25,31,56,25,31,28,9,19,15,5,10,7,1,6,0,0,0,0,0,0,27,27,9,10,5,2,1,0,0,18,14,4,0,18,0,4,2
53350127,0,,,292,142,150,19,10,9,272,131,141,140,71,69,259,123,136,254,122,132,132,60,72,67,28,39,24,10,14,3,0,3,0,0,0,116,116,26,47,15,18,6,3,1,90,67,23,7,85,0,19,28
53350128,0,,,114,60,54,10,6,4,104,54,50,50,24,26,102,53,49,100,53,47,54,30,24,20,11,9,8,4,4,1,0,1,3,2,1,46,46,11,16,10,8,0,0,1,35,26,9,4,37,0,9,9
53350129,0,,,122,62,60,12,8,4,110,54,56,52,29,23,107,53,54,107,53,54,58,25,33,36,14,22,10,3,7,0,0,0,0,0,0,48,48,9,22,5,9,1,1,1,39,31,8,4,39,0,9,13
53350130,0,,,39,19,20,5,1,4,34,18,16,17,11,6,32,16,16,32,16,16,17,7,10,9,3,6,5,1,4,0,0,0,0,0,0,17,17,5,8,0,3,0,1,0,12,10,2,1,12,0,4,4
53350131,2,53350121,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350133,1,,53350123,16,7,9,3,0,3,22,11,11,9,6,3,21,10,11,20,9,11,13,5,8,6,2,4,3,1,2,1,0,1,1,1,0,8,8,2,5,0,2,1,0,0,8,6,2,0,9,0,2,3
53350134,2,53350144,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350135,0,,,43,21,22,4,2,2,39,19,20,15,10,5,39,19,20,39,19,20,24,9,15,16,6,10,7,3,4,1,0,1,0,0,0,19,19,5,9,2,2,0,1,0,14,11,3,1,16,0,5,5
53350136,0,,,108,45,63,8,3,5,100,42,58,49,19,30,99,42,57,98,41,57,51,23,28,30,9,21,12,5,7,1,1,0,1,0,1,42,42,13,13,4,7,2,2,1,29,17,12,1,37,0,12,5
53350137,0,,,119,61,58,21,12,9,98,49,49,46,25,21,95,48,47,93,46,47,52,24,28,20,9,11,9,4,5,1,1,0,0,0,0,47,47,14,15,6,6,4,1,1,33,26,7,6,33,0,11,12
53350138,0,,,28,17,11,1,1,0,27,16,11,14,8,6,26,16,10,26,16,10,13,8,5,5,3,2,0,0,0,0,0,0,1,0,1,11,10,1,7,1,1,0,0,0,9,8,1,0,7,0,0,3
53350139,0,,,211,106,105,25,16,9,186,90,96,91,47,44,181,88,93,177,85,92,95,43,52,50,20,30,15,2,13,0,0,0,3,2,1,85,85,29,25,10,10,7,1,3,56,43,13,6,64,0,25,17
53350140,0,,,144,64,80,18,8,10,126,56,70,68,35,33,124,56,68,122,55,67,58,21,37,35,11,24,20,4,16,2,0,2,1,1,0,55,55,12,20,8,10,3,1,1,43,32,11,7,38,1,7,10
53350141,0,,,43,19,24,3,2,1,40,17,23,20,9,11,39,17,22,38,16,22,20,8,12,9,2,7,4,0,4,0,0,0,0,0,0,19,19,7,7,2,1,0,2,0,12,7,5,0,15,0,6,5
53350142,0,,,86,45,41,9,5,4,77,40,37,39,21,18,75,38,37,75,38,37,38,19,19,19,9,10,6,2,4,1,0,1,0,0,0,39,39,10,18,5,5,1,0,0,29,27,2,1,25,0,8,11
53350144,1,,53350134,41,20,21,3,0,3,45,22,23,18,10,8,45,22,23,44,22,22,27,12,15,14,6,8,6,2,4,0,0,0,0,0,0,19,19,6,8,4,2,0,1,0,15,11,4,1,16,0,3,6
53350145,0,,,55,33,22,4,3,1,51,30,21,31,20,11,49,28,21,48,27,21,20,10,10,8,5,3,5,4,1,0,0,0,1,0,1,24,24,7,8,6,1,2,0,0,15,13,2,2,14,0,4,3
53350147,2,53350157,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350148,2,53350158,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350149,0,,,205,102,103,20,9,11,185,93,92,78,46,32,178,88,90,177,87,90,107,47,60,62,25,37,23,9,14,2,0,2,2,1,1,89,89,25,34,17,8,3,1,1,63,53,10,3,72,1,22,27
53350150,0,,,50,22,28,3,2,1,47,20,27,20,10,10,45,19,26,45,19,26,27,10,17,13,2,11,8,1,7,0,0,0,0,0,0,20,20,4,8,4,3,0,1,0,16,11,5,0,16,0,2,4
53350151,0,,,101,46,55,12,7,5,89,39,50,47,22,25,89,39,50,88,38,50,42,17,25,19,8,11,8,3,5,0,0,0,0,0,0,40,40,11,12,9,4,2,1,1,29,22,7,4,28,0,7,5
53350152,0,,,24,8,16,0,0,0,24,8,16,11,3,8,23,8,15,23,8,15,13,5,8,8,3,5,3,1,2,0,0,0,0,0,0,12,12,5,3,3,1,0,0,0,7,6,1,0,9,0,4,2
53350154,2,53350164,,9,3,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350155,2,53350164,,5,1,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53350157,1,,53350147;53350167,93,48,45,5,4,1,100,50,50,38,19,19,98,49,49,97,49,48,62,31,31,38,19,19,10,3,7,1,0,1,0,0,0,48,48,18,24,8,1,1,1,0,35,32,3,2,41,0,14,16
53350158,1,,53350148,124,60,64,9,1,8,117,60,57,52,29,23,114,59,55,114,59,55,65,31,34,38,16,22,16,6,10,2,1,1,0,0,0,53,53,16,21,7,5,4,0,1,38,29,9,3,44,0,12,10
53350159,0,,,36,16,20,2,2,0,34,14,20,11,4,7,34,14,20,34,14,20,23,10,13,11,5,6,1,0,1,0,0,0,1,0,1,17,17,4,10,2,0,0,1,0,12,11,1,1,15,0,4,6
