KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
53384072,0,,,18,8,10,4,2,2,14,6,8,9,4,5,14,6,8,5,2,3,3,1,2,0,0,0,6,6,0,2,2,2,0,0,0,6,4,2,3,4,0,0,2
53384075,2,53384076,,10,6,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384076,1,,53384075,23,12,11,3,1,2,30,17,13,15,9,6,29,16,13,15,8,7,9,6,3,0,0,0,11,11,4,6,1,2,0,1,0,10,7,3,0,7,0,1,3
53384077,0,,,45,18,27,0,0,0,45,18,27,17,7,10,43,16,27,28,11,17,17,4,13,0,0,0,25,25,12,9,2,1,1,0,0,13,12,1,0,20,0,8,5
53384081,0,,,12,5,7,2,1,1,10,4,6,3,1,2,10,4,6,7,3,4,5,2,3,0,0,0,5,5,2,2,0,0,0,1,0,3,2,1,1,5,0,2,2
53384082,0,,,15,7,8,0,0,0,15,7,8,5,4,1,15,7,8,10,3,7,7,1,6,0,0,0,8,8,5,1,1,0,1,0,0,3,2,1,0,8,0,5,1
53384086,0,,,61,27,34,2,0,2,59,27,32,21,11,10,58,27,31,38,16,22,28,12,16,0,0,0,28,28,8,15,1,2,0,2,0,20,17,3,0,23,1,5,12
53384087,0,,,14,7,7,0,0,0,14,7,7,5,3,2,14,7,7,9,4,5,7,4,3,0,0,0,6,6,0,4,2,0,0,0,0,6,5,1,0,5,0,0,3
53384091,0,,,67,36,31,2,1,1,65,35,30,43,25,18,60,32,28,22,10,12,17,8,9,1,0,1,21,21,2,4,8,3,3,1,0,19,10,9,0,14,0,0,2
53384095,2,53384096,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384096,1,,53384095,85,39,46,5,4,1,83,36,47,41,20,21,82,36,46,42,16,26,26,9,17,0,0,0,33,33,10,9,7,7,1,1,0,25,16,9,2,28,0,7,8
53384187,1,,53384231,22,16,6,0,0,0,31,21,10,27,18,9,31,21,10,4,3,1,0,0,0,0,0,0,4,4,2,0,0,3,0,0,2,0,0,0,0,3,0,2,0
53384231,2,53384187,,9,5,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384304,0,,,129,63,66,15,6,9,113,56,57,77,40,37,108,54,54,36,16,20,12,5,7,0,0,0,51,51,16,12,10,9,2,1,1,34,28,6,3,24,0,7,4
53384305,0,,,524,265,259,50,28,22,473,236,237,307,152,155,440,218,222,166,84,82,76,30,46,37,18,19,129,125,27,35,30,26,6,1,0,98,80,18,8,58,1,10,13
53384306,0,,,37,19,18,2,1,1,35,18,17,26,15,11,34,17,17,9,3,6,3,1,2,1,0,1,13,13,1,5,3,3,1,0,0,12,9,3,0,6,0,1,1
53384307,0,,,415,202,213,79,44,35,336,158,178,276,132,144,308,145,163,60,26,34,23,8,15,24,11,13,139,139,17,37,33,40,8,3,1,122,107,15,22,44,2,7,10
53384308,0,,,370,175,195,64,34,30,306,141,165,243,111,132,279,131,148,63,30,33,26,11,15,3,1,2,115,115,9,33,24,29,15,4,1,104,88,16,13,43,0,6,10
53384309,0,,,201,101,100,21,14,7,180,87,93,117,59,58,168,83,85,63,28,35,25,9,16,0,0,0,73,73,12,26,19,8,3,2,3,61,51,10,0,44,0,10,13
53384314,0,,,46,21,25,9,4,5,37,17,20,25,11,14,36,17,19,12,6,6,5,2,3,0,0,0,14,14,0,6,3,2,2,0,1,14,11,3,1,8,0,0,2
53384315,0,,,657,325,332,90,50,40,567,275,292,363,185,178,532,254,278,204,90,114,122,45,77,17,10,7,195,194,34,58,31,42,20,6,3,159,130,29,21,78,1,11,19
53384316,0,,,994,505,489,117,57,60,873,446,427,644,342,302,818,415,403,229,104,125,101,42,59,55,32,23,370,370,80,105,86,63,23,12,1,280,236,44,26,159,4,33,32
53384317,0,,,1553,774,779,208,115,93,1344,658,686,1033,520,513,1244,606,638,311,138,173,151,59,92,26,7,19,564,563,131,160,107,95,44,19,7,425,363,62,54,199,23,35,48
53384318,0,,,247,132,115,20,8,12,227,124,103,155,90,65,195,97,98,72,34,38,26,16,10,1,0,1,107,106,37,37,18,11,3,0,0,68,64,4,7,47,13,7,20
53384319,0,,,488,251,237,68,42,26,419,209,210,294,155,139,386,191,195,125,54,71,51,21,30,5,2,3,173,172,39,51,34,27,14,5,2,131,107,24,20,70,4,14,21
53384324,0,,,149,77,72,15,6,9,133,70,63,86,47,39,123,67,56,47,23,24,22,11,11,3,1,2,51,51,7,18,12,6,4,2,2,43,34,9,1,29,0,4,12
53384325,0,,,816,401,415,110,57,53,705,343,362,495,247,248,674,327,347,210,96,114,90,36,54,20,10,10,297,297,52,101,62,50,22,7,3,242,195,47,28,142,1,26,43
53384326,0,,,824,435,389,105,60,45,713,372,341,540,290,250,651,344,307,173,82,91,69,30,39,15,6,9,301,301,52,95,70,58,20,3,3,246,217,29,26,120,5,25,28
53384327,0,,,92,41,51,7,4,3,85,37,48,67,29,38,83,36,47,18,8,10,9,4,5,1,0,1,33,33,3,16,5,6,2,0,1,30,26,4,1,12,0,1,5
53384328,0,,,2037,1118,919,210,104,106,1819,1011,808,1500,867,633,1208,586,622,319,144,175,136,49,87,77,43,34,624,618,178,182,122,94,35,7,0,432,384,48,66,228,24,58,65
53384329,0,,,1779,851,928,288,153,135,1486,694,792,1039,506,533,1393,640,753,447,188,259,213,83,130,16,8,8,697,695,168,224,135,121,35,9,3,525,465,60,92,289,12,73,96
53384334,0,,,892,439,453,88,41,47,804,398,406,545,273,272,741,366,375,259,125,134,103,47,56,1,1,0,323,323,53,115,69,51,17,14,4,268,218,50,16,174,1,31,50
53384335,0,,,933,462,471,121,70,51,802,386,416,576,288,288,745,353,392,226,98,128,96,35,61,6,2,4,332,332,66,92,79,52,29,9,5,260,216,44,35,161,2,40,36
53384336,0,,,1089,550,539,176,90,86,906,456,450,718,370,348,846,424,422,188,86,102,78,31,47,14,2,12,466,466,159,118,90,79,16,2,2,300,268,32,53,133,21,43,35
53384337,0,,,515,239,276,60,26,34,455,213,242,320,155,165,430,200,230,135,58,77,59,23,36,7,4,3,199,199,45,66,42,28,9,8,1,152,129,23,13,94,0,21,28
53384338,0,,,1222,587,635,172,88,84,1050,499,551,745,379,366,985,455,530,305,120,185,167,56,111,10,4,6,467,465,122,142,100,71,21,9,0,340,297,43,46,161,17,34,50
53384339,0,,,1427,722,705,227,118,109,1199,603,596,870,438,432,1108,559,549,329,165,164,167,74,93,8,3,5,471,470,72,133,109,112,36,8,0,397,354,43,61,178,6,30,55
53384343,0,,,142,67,75,5,1,4,137,66,71,69,34,35,135,66,69,68,32,36,32,14,18,0,0,0,59,59,12,23,17,3,3,1,0,47,41,6,2,43,0,9,11
53384344,0,,,294,133,161,25,10,15,269,123,146,159,71,88,259,122,137,110,52,58,63,25,38,0,0,0,110,109,26,39,17,18,6,2,1,82,66,16,4,64,0,19,24
53384345,0,,,1405,712,693,196,112,84,1192,588,604,841,429,412,1107,543,564,351,159,192,154,59,95,21,9,12,572,570,170,164,123,72,27,9,5,392,350,42,57,231,26,58,78
53384346,0,,,2482,1224,1258,316,155,161,2124,1047,1077,1375,726,649,2020,991,1029,749,321,428,400,163,237,25,4,21,1061,1060,374,299,182,127,59,12,7,671,564,107,99,496,49,159,131
53384347,0,,,452,219,233,47,23,24,405,196,209,296,144,152,374,183,191,109,52,57,41,16,25,2,0,2,167,167,28,57,38,28,12,4,0,139,117,22,9,81,3,13,27
53384348,0,,,184,90,94,25,9,16,159,81,78,95,53,42,152,79,73,64,28,36,39,14,25,0,0,0,72,72,15,26,13,13,4,1,0,56,47,9,8,41,0,7,15
53384349,0,,,629,300,329,108,53,55,520,246,274,410,199,211,489,236,253,110,47,63,48,18,30,8,3,5,219,219,24,79,53,37,20,2,4,193,166,27,33,78,0,12,20
53384353,0,,,98,47,51,9,3,6,89,44,45,45,24,21,88,44,44,44,20,24,26,10,16,2,1,1,40,40,6,22,7,1,2,1,1,34,28,6,2,31,0,5,10
53384354,0,,,416,198,218,50,23,27,366,175,191,235,118,117,341,164,177,131,57,74,53,22,31,1,0,1,153,153,26,56,34,16,15,5,1,127,100,27,19,84,1,13,28
53384355,0,,,1421,710,711,173,86,87,1228,611,617,790,418,372,1165,579,586,438,193,245,203,81,122,9,5,4,601,601,206,166,102,84,28,9,6,388,321,67,53,305,15,99,68
53384356,0,,,1436,724,712,164,83,81,1252,629,623,827,459,368,1188,593,595,425,170,255,230,86,144,25,11,14,635,633,243,173,100,82,23,12,0,381,324,57,51,282,27,82,77
53384357,0,,,319,158,161,50,23,27,269,135,134,195,101,94,257,127,130,74,34,40,34,13,21,6,2,4,109,109,17,33,27,17,7,4,4,92,74,18,11,52,0,11,14
53384358,0,,,140,73,67,21,15,6,119,58,61,77,41,36,113,53,60,42,17,25,21,8,13,0,0,0,43,43,6,12,4,10,8,3,0,37,24,13,6,31,0,5,8
53384359,0,,,93,48,45,17,8,9,76,40,36,50,26,24,74,40,34,26,14,12,7,1,6,0,0,0,34,34,6,13,6,6,0,2,1,28,23,5,5,18,0,2,9
53384363,0,,,220,113,107,20,11,9,200,102,98,120,70,50,189,92,97,80,32,48,45,18,27,0,0,0,79,79,19,20,17,11,8,2,2,60,42,18,5,51,0,11,8
53384364,0,,,877,441,436,119,70,49,751,366,385,566,277,289,696,335,361,185,89,96,75,35,40,30,9,21,346,346,79,117,75,46,21,6,2,262,235,27,25,132,2,41,39
53384365,0,,,1809,884,925,275,147,128,1486,714,772,1161,575,586,1378,660,718,325,139,186,139,54,85,30,10,20,731,730,201,215,165,110,23,13,3,515,475,40,90,208,38,57,60
53384366,0,,,886,465,421,104,50,54,779,413,366,517,286,231,737,389,348,262,127,135,120,56,64,0,0,0,310,308,91,90,58,46,16,4,3,214,189,25,42,103,43,16,48
53384367,0,,,266,121,145,79,40,39,187,81,106,159,68,91,165,70,95,28,13,15,14,8,6,1,0,1,83,83,8,19,19,25,9,3,0,75,71,4,22,18,0,3,5
53384368,0,,,135,69,66,16,9,7,119,60,59,81,42,39,110,55,55,38,18,20,16,5,11,0,0,0,47,47,9,16,5,8,7,2,0,38,29,9,3,29,0,8,7
53384369,0,,,23,12,11,0,0,0,23,12,11,8,5,3,23,12,11,15,7,8,10,4,6,0,0,0,12,12,4,6,1,1,0,0,0,8,8,0,0,11,0,3,4
53384372,0,,,202,99,103,15,7,8,187,92,95,120,63,57,177,84,93,67,29,38,26,11,15,1,0,1,66,66,4,22,17,14,8,0,1,61,50,11,2,42,0,4,15
53384373,0,,,417,219,198,42,24,18,375,195,180,222,126,96,358,186,172,153,69,84,77,30,47,4,3,1,158,158,39,48,30,24,7,9,1,118,88,30,9,108,4,26,24
53384374,0,,,620,304,316,73,31,42,547,273,274,390,197,193,517,252,265,157,76,81,77,33,44,14,7,7,242,242,56,76,55,36,14,3,2,185,158,27,18,111,8,21,28
53384375,0,,,1100,547,553,146,75,71,940,466,474,679,351,328,870,427,443,261,115,146,126,48,78,5,2,3,400,400,95,107,74,71,37,12,4,299,243,56,27,176,11,36,46
53384376,0,,,260,126,134,42,18,24,218,108,110,159,78,81,204,101,103,59,30,29,24,8,16,1,0,1,92,92,17,30,15,17,10,1,2,73,63,10,9,41,0,9,14
53384377,0,,,168,80,88,15,6,9,153,74,79,94,48,46,143,68,75,59,26,33,29,12,17,0,0,0,60,60,11,24,7,9,4,3,2,48,36,12,5,37,0,6,10
53384378,0,,,327,170,157,29,15,14,295,153,142,182,97,85,284,147,137,113,56,57,66,27,39,0,0,0,114,114,21,31,22,25,12,3,0,92,65,27,3,75,0,12,18
53384379,0,,,39,19,20,0,0,0,39,19,20,16,9,7,36,17,19,23,10,13,11,5,6,1,0,1,17,17,2,11,1,3,0,0,0,15,14,1,0,13,0,1,7
53384382,0,,,246,115,131,25,9,16,221,106,115,161,79,82,202,95,107,60,27,33,30,11,19,0,0,0,93,92,24,31,14,6,13,3,1,68,59,9,4,41,0,14,11
53384383,0,,,27,15,12,3,2,1,24,13,11,16,8,8,22,12,10,8,5,3,1,1,0,0,0,0,8,8,0,4,1,1,0,2,0,8,8,0,1,5,0,0,2
53384384,0,,,268,133,135,23,16,7,245,117,128,150,76,74,238,112,126,95,41,54,43,17,26,2,0,2,106,106,28,29,22,21,4,2,0,78,65,13,7,63,0,15,16
53384385,0,,,621,299,322,107,51,56,514,248,266,366,183,183,475,223,252,148,65,83,81,34,47,3,2,1,215,215,33,66,47,41,18,9,1,182,161,21,20,99,9,17,33
53384386,0,,,115,59,56,9,4,5,106,55,51,57,34,23,100,51,49,49,21,28,29,11,18,0,0,0,43,43,8,17,5,8,4,1,0,35,27,8,1,34,0,6,9
53384387,0,,,149,74,75,11,5,6,138,69,69,93,47,46,130,65,65,45,22,23,30,13,17,0,0,0,60,60,17,16,17,4,4,1,1,42,34,8,3,33,1,12,8
53384388,0,,,399,198,201,39,17,22,349,171,178,194,97,97,338,167,171,155,74,81,74,34,40,4,2,2,166,166,48,52,32,24,5,5,0,116,93,23,7,105,0,24,29
53384389,0,,,10,4,6,0,0,0,10,4,6,5,2,3,10,4,6,5,2,3,2,1,1,0,0,0,4,4,0,3,0,1,0,0,0,4,4,0,0,3,0,0,2
53384392,0,,,136,70,66,13,6,7,123,64,59,77,41,36,119,62,57,46,23,23,15,6,9,0,0,0,52,52,10,13,19,8,1,1,0,42,37,5,3,31,0,7,9
53384393,0,,,287,131,156,24,10,14,263,121,142,177,83,94,250,118,132,86,38,48,42,16,26,0,0,0,117,117,32,40,17,21,3,3,1,84,73,11,3,64,0,24,16
53384394,0,,,429,207,222,49,21,28,370,180,190,233,118,115,354,170,184,137,62,75,72,29,43,6,0,6,173,173,48,52,36,23,9,3,2,122,103,19,10,96,0,29,20
53384395,0,,,631,316,315,70,40,30,560,276,284,369,188,181,525,261,264,191,88,103,103,39,64,6,4,2,242,242,53,78,53,32,21,5,0,189,158,31,17,134,5,29,43
53384396,0,,,133,66,67,8,4,4,125,62,63,91,48,43,110,54,56,34,14,20,19,10,9,2,0,2,46,46,7,12,15,6,3,3,0,39,29,10,3,22,0,2,4
53384397,0,,,22,11,11,0,0,0,22,11,11,8,5,3,22,11,11,14,6,8,7,3,4,0,0,0,12,12,4,6,2,0,0,0,0,8,8,0,0,11,0,4,3
53384398,0,,,61,29,32,3,3,0,58,26,32,26,12,14,57,25,32,32,14,18,22,7,15,0,0,0,26,26,9,7,5,2,3,0,0,17,12,5,1,22,0,7,5
53384399,0,,,121,62,59,11,3,8,110,59,51,59,35,24,108,59,49,51,24,27,28,13,15,0,0,0,48,48,12,20,5,5,3,2,1,36,28,8,1,33,0,9,11
53384400,0,,,1293,607,686,156,70,86,1137,537,600,726,368,358,1078,508,570,411,169,242,208,75,133,8,3,5,475,470,112,155,109,64,19,8,3,352,315,37,53,215,6,55,69
53384401,0,,,4584,2301,2283,620,327,293,3930,1960,1970,2985,1519,1466,3721,1855,1866,945,441,504,375,155,220,50,19,31,2001,2000,654,611,380,250,77,18,10,1332,1217,115,221,656,98,162,204
53384402,0,,,5815,2939,2876,936,504,432,4809,2399,2410,3739,1923,1816,4506,2241,2265,1070,476,594,498,193,305,59,30,29,2331,2325,744,606,428,380,122,30,15,1538,1384,154,289,660,120,175,171
53384403,0,,,3689,1728,1961,531,269,262,3093,1421,1672,2287,1088,1199,2906,1326,1580,806,333,473,432,168,264,20,5,15,1599,1596,564,431,301,225,58,11,6,1012,928,84,147,508,132,141,161
53384404,0,,,3961,1877,2084,354,181,173,3517,1645,1872,2312,1163,1149,3318,1555,1763,1205,482,723,688,255,433,54,21,33,2001,1995,936,527,297,159,58,13,5,1038,910,128,105,844,223,292,237
53384405,0,,,6483,3214,3269,540,278,262,5765,2829,2936,3710,2012,1698,5476,2664,2812,2055,817,1238,1108,381,727,115,60,55,3367,3358,1729,873,421,248,67,18,2,1604,1432,172,163,1393,352,530,373
53384406,0,,,1188,579,609,128,72,56,1046,496,550,669,349,320,999,467,532,377,147,230,213,70,143,15,8,7,545,544,229,141,98,47,24,2,3,313,273,40,30,233,32,80,66
53384407,0,,,653,337,316,62,30,32,571,298,273,392,207,185,549,283,266,179,91,88,73,35,38,5,1,4,292,292,89,100,65,27,6,4,1,197,185,12,19,120,15,30,47
53384408,2,53384418,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384409,2,53384418,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384410,0,,,1959,942,1017,474,251,223,1482,690,792,1206,580,626,1393,645,748,276,110,166,135,49,86,12,3,9,695,692,148,178,150,151,48,11,6,537,488,49,145,165,23,35,40
53384411,0,,,5020,2351,2669,641,324,317,4377,2025,2352,2928,1429,1499,4151,1905,2246,1449,596,853,699,252,447,33,15,18,1875,1871,373,646,422,300,103,23,4,1485,1324,161,173,846,26,181,275
53384412,0,,,4549,2186,2363,681,349,332,3837,1823,2014,2808,1391,1417,3600,1708,1892,1029,432,597,460,187,273,39,10,29,1857,1855,503,603,355,271,87,23,13,1327,1213,114,210,698,55,188,224
53384413,0,,,5139,2367,2772,672,326,346,4410,2004,2406,2792,1357,1435,4172,1882,2290,1618,647,971,942,349,593,60,23,37,2204,2197,717,712,389,276,75,17,11,1454,1331,123,201,1032,70,362,317
53384414,0,,,4737,2209,2528,620,306,314,4080,1877,2203,2627,1308,1319,3841,1754,2087,1453,569,884,817,290,527,59,22,37,2220,2219,892,656,333,230,73,24,11,1317,1199,118,166,1040,150,415,280
53384415,0,,,5524,2835,2689,527,271,256,4824,2455,2369,3243,1793,1450,4462,2241,2221,1581,662,919,916,352,564,102,61,41,3041,3039,1748,657,314,230,70,16,4,1268,1150,118,141,1124,580,462,320
53384416,0,,,3444,1878,1566,290,146,144,2987,1640,1347,2212,1297,915,2731,1486,1245,775,343,432,381,161,220,107,59,48,1874,1872,1060,396,222,146,33,11,4,782,695,87,84,531,466,153,178
53384417,0,,,49,20,29,0,0,0,38,16,22,29,13,16,36,16,20,9,3,6,7,2,5,0,0,0,18,18,6,3,3,3,2,1,0,10,7,3,0,7,0,4,1
53384418,1,,53384408;53384409,7,2,5,0,0,0,13,5,8,6,3,3,12,4,8,7,2,5,5,1,4,1,0,1,5,5,9,2,0,0,0,0,0,2,2,0,0,5,5,3,2
53384420,0,,,1789,886,903,286,146,140,1493,735,758,1141,570,571,1411,694,717,352,165,187,145,63,82,7,2,5,690,688,188,181,137,127,41,12,2,495,448,47,79,227,25,48,65
53384421,0,,,2961,1447,1514,445,225,220,2508,1218,1290,1781,888,893,2392,1154,1238,727,330,397,332,138,194,11,2,9,1193,1191,309,355,273,184,56,10,4,875,771,104,151,501,40,123,148
53384422,0,,,3596,1724,1872,420,203,217,3142,1503,1639,2057,1020,1037,2968,1413,1555,1085,483,602,521,214,307,24,11,13,1477,1474,401,500,270,201,74,24,4,1058,920,138,113,733,37,182,221
53384423,0,,,5224,2479,2745,617,326,291,4544,2117,2427,2800,1361,1439,4326,2011,2315,1744,756,988,826,332,494,36,14,22,2155,2151,587,735,435,276,92,23,3,1538,1393,145,175,1147,34,317,388
53384424,0,,,745,353,392,69,36,33,676,317,359,408,225,183,649,301,348,268,92,176,152,36,116,2,1,1,234,230,60,80,44,36,9,1,0,169,152,17,19,89,12,16,33
53384425,0,,,4118,2131,1987,527,265,262,3545,1834,1711,2458,1348,1110,3295,1671,1624,1087,486,601,554,223,331,35,19,16,1937,1937,843,473,295,215,88,17,6,1083,978,105,148,745,252,230,229
53384426,0,,,1027,506,521,136,76,60,884,426,458,580,301,279,822,389,433,304,125,179,163,62,101,9,6,3,460,460,178,127,66,61,18,8,2,279,243,36,37,207,60,57,68
53384430,0,,,1197,590,607,207,103,104,989,487,502,694,352,342,926,454,472,295,135,160,141,67,74,17,6,11,423,423,61,138,90,90,37,6,1,362,320,42,58,195,0,42,79
53384431,0,,,1593,772,821,171,84,87,1417,686,731,852,433,419,1359,655,704,565,253,312,257,116,141,10,4,6,635,631,151,239,125,73,30,8,5,472,406,66,52,328,13,60,111
53384432,0,,,3253,1566,1687,388,216,172,2854,1343,1511,1906,930,976,2682,1265,1417,948,413,535,440,188,252,26,12,14,1294,1293,280,472,256,194,68,23,0,1000,906,94,89,649,6,161,219
53384433,0,,,1505,706,799,153,80,73,1330,613,717,827,410,417,1274,583,691,503,203,300,258,87,171,6,4,2,577,574,132,201,125,75,31,8,2,431,372,59,43,288,13,66,93
53384434,0,,,180,61,119,4,4,0,176,57,119,41,26,15,174,56,118,135,31,104,102,17,85,0,0,0,21,17,9,3,2,1,2,0,0,8,5,3,1,10,1,5,1
53384435,0,,,438,180,258,41,23,18,397,157,240,176,82,94,384,149,235,221,75,146,159,46,113,0,0,0,126,125,19,49,25,15,10,6,1,104,75,29,11,86,1,13,22
53384436,0,,,298,141,157,30,21,9,268,120,148,151,68,83,258,117,141,117,52,65,37,16,21,2,1,1,112,112,18,46,22,14,9,1,2,92,72,20,8,75,0,12,25
53384437,0,,,73,35,38,2,0,2,71,35,36,36,19,17,64,30,34,35,16,19,24,11,13,0,0,0,29,29,7,11,4,4,2,1,0,22,18,4,0,22,0,6,9
53384440,0,,,36,18,18,14,7,7,22,11,11,22,11,11,20,10,10,0,0,0,0,0,0,0,0,0,11,11,2,1,2,4,2,0,0,9,9,0,4,0,0,0,0
53384441,0,,,81,43,38,4,1,3,77,42,35,62,37,25,76,42,34,15,5,10,5,1,4,0,0,0,10,9,1,3,2,1,2,0,0,8,5,3,0,7,0,1,2
53384443,2,53384444,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384444,1,,53384443,187,97,90,13,6,7,179,93,86,109,57,52,176,93,83,70,36,34,34,14,20,0,0,0,72,72,18,24,14,10,4,3,1,56,42,14,2,47,0,11,12
53384445,0,,,14,7,7,0,0,0,14,7,7,5,3,2,14,7,7,9,4,5,7,2,5,0,0,0,7,7,2,3,2,0,0,0,0,5,3,2,0,6,0,1,1
53384447,1,,53384458,78,36,42,5,4,1,81,36,45,36,20,16,77,34,43,45,16,29,35,13,22,0,0,0,35,35,11,16,8,2,1,1,0,28,25,3,2,32,0,11,11
53384451,1,,53384461,75,40,35,5,4,1,77,39,38,41,26,15,69,34,35,36,13,23,21,6,15,0,0,0,28,28,16,8,5,1,1,2,2,19,10,9,0,29,0,13,4
53384452,0,,,206,94,112,10,2,8,196,92,104,119,58,61,190,91,99,77,34,43,47,19,28,0,0,0,80,80,14,31,22,6,4,2,1,66,56,10,2,53,0,11,17
53384453,0,,,299,143,156,27,12,15,271,131,140,173,81,92,254,128,126,98,50,48,53,24,29,1,0,1,112,112,25,35,24,17,5,3,3,87,72,15,7,65,0,19,21
53384454,0,,,104,54,50,3,1,2,101,53,48,74,41,33,100,52,48,27,12,15,10,3,7,1,1,0,10,8,3,2,1,2,0,0,0,5,4,1,1,4,0,2,0
53384455,0,,,244,118,126,20,9,11,224,109,115,123,61,62,217,103,114,101,48,53,55,22,33,1,1,0,96,96,19,41,15,12,6,1,2,77,63,14,2,73,0,16,21
53384456,1,,53384457;53384468,16,7,9,4,2,2,16,6,10,7,3,4,16,6,10,9,3,6,6,2,4,0,0,0,9,9,8,3,0,0,0,1,0,4,3,1,1,8,0,6,1
53384457,2,53384456,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384458,2,53384447,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384461,2,53384451,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53384462,0,,,108,51,57,3,1,2,105,50,55,61,29,32,101,48,53,44,21,23,20,8,12,1,1,0,38,38,6,14,8,5,2,1,2,32,23,9,0,31,0,4,6
53384463,1,,53384464;53384473;53384484,183,88,95,11,5,6,186,89,97,112,54,58,176,87,89,74,35,39,40,18,22,3,1,2,75,75,25,32,14,9,3,3,0,61,47,14,3,50,0,14,16
53384464,2,53384463,,6,4,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
