KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T000846001,T000846002,T000846003,T000846004,T000846005,T000846006,T000846007,T000846008,T000846009,T000846010,T000846011,T000846012,T000846013,T000846014,T000846015,T000846016,T000846017,T000846018,T000846019,T000846020,T000846021,T000846022,T000846023,T000846024,T000846025,T000846026,T000846027,T000846028,T000846029,T000846030,T000846031,T000846032,T000846033,T000846034,T000846035,T000846036,T000846037,T000846038,T000846039,T000846040,T000846041
,,,,Å@êlå˚ëçêî,Å@êlå˚ëçêîÅ@íj,Å@êlå˚ëçêîÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇQêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇRêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇSêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇTêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇUêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—ÇÃàÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞ÇÃàÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃàÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈàÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—ÇÃàÍî ê¢ë—êî,Å@çÇóÓíPêgÇÃàÍî ê¢ë—êî,Å@çÇóÓïvïwÇÃÇ›ÇÃàÍî ê¢ë—êî
53380060,1,,53380061;53380062,12,5,7,1,1,0,13,6,7,3,1,2,12,6,6,10,5,5,5,3,2,0,0,0,6,6,4,3,0,1,0,0,0,4,4,0,0,7,0,4,3
53380061,2,53380060,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380062,2,53380060,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380213,2,53380275,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380234,2,53380275,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380244,2,53380275,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380255,2,53380275,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380258,2,53380275,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380265,2,53380275,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380275,1,,53380213;53380234;53380244;53380255;53380258;53380265,76,38,38,7,5,2,81,38,43,33,22,11,80,37,43,48,16,32,39,14,25,0,0,0,35,35,19,14,6,4,0,0,1,25,21,4,0,35,0,16,8
53380278,2,53380289,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380285,0,,,24,11,13,0,0,0,24,11,13,7,6,1,24,11,13,17,5,12,11,3,8,0,0,0,15,15,9,4,1,1,0,0,0,6,6,0,0,13,0,8,2
53380286,0,,,11,5,6,0,0,0,11,5,6,0,0,0,11,5,6,11,5,6,10,5,5,0,0,0,7,7,4,2,1,0,0,0,0,3,2,1,0,7,0,4,2
53380287,2,53380298,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380289,1,,53380278,31,13,18,1,0,1,32,14,18,17,9,8,32,14,18,15,5,10,6,1,5,0,0,0,17,17,8,5,5,0,0,0,0,10,9,1,1,11,0,5,3
53380296,0,,,15,7,8,0,0,0,15,7,8,5,3,2,15,7,8,10,4,6,7,2,5,0,0,0,8,8,3,3,2,0,0,0,0,5,5,0,0,7,0,3,2
53380297,2,53380298,,10,3,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380298,1,,53380287;53380297,28,15,13,1,0,1,42,20,22,15,8,7,42,20,22,27,12,15,18,7,11,0,0,0,17,17,14,8,0,2,1,0,0,11,9,2,0,18,0,8,7
53380299,0,,,101,52,49,10,4,6,91,48,43,51,29,22,87,45,42,40,19,21,23,10,13,0,0,0,54,54,30,11,6,4,3,0,0,24,18,6,2,29,8,14,6
53380301,1,,53380302,93,51,42,2,1,1,94,51,43,45,26,19,93,50,43,49,25,24,34,16,18,0,0,0,41,41,11,19,6,3,1,2,0,31,20,11,0,33,0,7,9
53380302,2,53380301,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380303,0,,,30,14,16,0,0,0,30,14,16,14,8,6,27,12,15,16,6,10,13,5,8,1,0,1,14,14,5,4,3,2,0,0,0,9,6,3,0,12,0,4,4
53380304,0,,,32,15,17,5,3,2,27,12,15,17,7,10,26,12,14,10,5,5,8,3,5,0,0,0,10,10,4,0,1,2,2,0,1,6,2,4,1,8,0,4,0
53380305,0,,,144,67,77,8,5,3,136,62,74,82,39,43,129,58,71,54,23,31,36,14,22,3,1,2,52,52,7,21,9,9,5,0,1,45,31,14,0,39,0,7,9
53380306,1,,53380307,45,27,18,0,0,0,47,28,19,34,22,12,45,28,17,13,6,7,9,4,5,1,0,1,24,24,13,4,6,2,0,0,0,12,11,1,0,8,5,0,3
53380307,2,53380306,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380312,0,,,65,25,40,4,1,3,61,24,37,29,11,18,60,24,36,32,13,19,26,10,16,0,0,0,30,30,12,8,5,3,2,0,0,18,12,6,1,23,0,9,3
53380313,0,,,33,17,16,0,0,0,33,17,16,17,10,7,32,17,15,16,7,9,11,4,7,0,0,0,16,16,6,3,7,0,0,0,0,10,9,1,0,12,0,4,3
53380315,1,,53380316,81,41,40,2,1,1,87,43,44,48,30,18,84,40,44,39,13,26,24,4,20,0,0,0,34,34,12,13,6,3,3,1,0,26,20,6,0,30,0,11,2
53380316,2,53380315,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380323,0,,,243,130,113,41,23,18,199,104,95,149,81,68,191,99,92,50,23,27,22,7,15,0,0,0,105,105,38,25,20,17,3,2,0,67,56,11,11,38,2,13,7
53380324,2,53380325,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380325,1,,53380324,93,51,42,13,8,5,86,46,40,59,32,27,82,43,39,27,14,13,15,7,8,0,0,0,30,30,6,9,7,6,2,1,2,27,18,9,4,18,0,4,4
53380326,0,,,108,55,53,17,11,6,91,44,47,56,29,27,87,43,44,35,15,20,16,7,9,1,0,1,40,40,11,8,12,5,1,1,2,29,22,7,4,25,0,6,5
53380333,0,,,140,66,74,8,3,5,132,63,69,57,29,28,128,60,68,75,34,41,52,21,31,1,0,1,37,36,7,16,3,5,2,3,0,29,18,11,3,23,0,4,4
53380334,0,,,28,14,14,3,1,2,25,13,12,10,4,6,23,12,11,15,9,6,12,7,5,0,0,0,9,9,2,3,2,0,0,0,2,7,4,3,0,8,0,2,3
53380335,0,,,223,113,110,21,11,10,201,101,100,102,56,46,196,98,98,99,45,54,51,19,32,0,0,0,96,92,19,41,18,11,1,1,1,73,59,14,6,63,3,9,26
53380336,0,,,432,223,209,56,35,21,362,175,187,223,115,108,354,171,183,139,60,79,84,31,53,2,0,2,181,178,66,43,31,22,7,4,5,112,80,32,12,97,10,22,20
53380338,2,53380356,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380343,0,,,40,22,18,1,1,0,39,21,18,18,12,6,39,21,18,21,9,12,15,6,9,0,0,0,18,18,6,6,4,1,0,1,0,11,10,1,0,15,0,5,3
53380344,0,,,678,330,348,44,24,20,634,306,328,356,188,168,599,287,312,278,118,160,131,55,76,2,0,2,274,274,77,88,48,36,18,3,4,197,149,48,7,188,6,49,47
53380345,0,,,368,168,200,19,11,8,347,156,191,144,81,63,333,148,185,203,75,128,149,52,97,1,0,1,122,120,37,45,20,8,7,3,0,81,64,17,10,71,3,16,24
53380346,0,,,165,84,81,20,8,12,134,65,69,81,44,37,128,61,67,53,21,32,29,10,19,0,0,0,74,74,32,19,10,4,6,2,1,42,30,12,6,41,0,12,11
53380348,2,53380356,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380353,0,,,227,117,110,18,11,7,209,106,103,126,72,54,200,101,99,83,34,49,34,11,23,0,0,0,71,67,28,14,7,8,5,3,2,38,19,19,8,44,4,15,1
53380354,1,,53380364,279,166,113,10,4,6,268,161,107,179,121,58,224,126,98,89,40,49,49,23,26,1,0,1,105,103,41,29,14,12,2,4,2,63,45,18,2,62,11,15,13
53380355,0,,,336,158,178,39,16,23,295,141,154,191,96,95,275,131,144,104,45,59,56,19,37,2,0,2,124,124,32,36,19,23,6,3,5,91,65,26,8,75,2,16,10
53380356,1,,53380338;53380348;53380358,191,94,97,15,7,8,182,91,91,116,64,52,174,87,87,66,27,39,42,16,26,0,0,0,68,68,14,23,13,11,7,2,1,56,41,15,6,45,0,8,11
53380358,2,53380356,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380360,2,53380370,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380364,2,53380354,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380365,0,,,52,24,28,5,1,4,47,23,24,25,13,12,43,21,22,22,10,12,12,4,8,0,0,0,18,18,5,3,5,1,3,0,1,13,9,4,1,15,1,4,2
53380366,0,,,136,65,71,10,7,3,126,58,68,64,30,34,120,56,64,62,28,34,40,16,24,1,0,1,56,56,17,18,11,6,1,1,2,37,25,12,2,44,0,11,10
53380370,1,,53380360,71,36,35,5,3,2,68,34,34,36,21,15,66,33,33,32,13,19,14,4,10,0,0,0,31,31,10,13,3,3,2,1,0,21,17,4,2,25,0,6,5
53380373,2,53380374,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380374,1,,53380373;53380375,14,6,8,0,0,0,32,15,17,17,10,7,31,15,16,15,5,10,12,4,8,0,0,0,8,8,5,4,2,2,1,0,0,9,7,2,0,11,0,5,1
53380375,2,53380374,,8,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380376,0,,,74,42,32,10,8,2,64,34,30,38,22,16,60,31,29,26,12,14,15,8,7,0,0,0,20,20,2,3,7,1,2,4,1,18,11,7,2,15,0,1,3
53380378,2,53380389,,1,0,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380384,2,53380395,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380385,0,,,190,104,86,8,4,4,173,91,82,112,66,46,167,89,78,61,25,36,31,12,19,6,5,1,83,83,39,12,19,5,2,3,3,41,28,13,2,44,8,15,4
53380386,0,,,26,13,13,2,1,1,24,12,12,11,6,5,22,11,11,13,6,7,11,5,6,0,0,0,13,13,6,5,0,0,2,0,0,7,5,2,0,10,0,5,2
53380388,2,53380398,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380389,1,,53380378,12,4,8,0,0,0,13,4,9,3,2,1,13,4,9,10,2,8,8,2,6,0,0,0,7,7,4,3,1,0,0,0,0,4,3,1,0,8,0,4,1
53380390,1,,53380392,31,15,16,3,3,0,30,14,16,16,8,8,29,14,15,14,6,8,9,4,5,0,0,0,13,13,6,4,3,0,2,0,0,9,7,2,1,10,0,5,2
53380392,2,53380390,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380394,0,,,11,5,6,0,0,0,11,5,6,5,3,2,11,5,6,6,2,4,5,2,3,0,0,0,5,5,1,2,2,0,0,0,0,4,3,1,0,5,0,1,1
53380395,1,,53380384,541,244,297,40,16,24,503,229,274,295,142,153,478,221,257,208,87,121,124,45,79,1,0,1,210,210,53,64,49,27,6,7,5,154,109,45,9,139,0,26,33
53380396,0,,,70,37,33,5,5,0,65,32,33,37,18,19,59,29,30,28,14,14,13,7,6,0,0,0,24,24,4,9,3,3,4,0,1,20,14,6,2,17,0,3,6
53380398,1,,53380388,23,10,13,0,0,0,25,11,14,7,4,3,24,10,14,18,7,11,6,2,4,0,0,0,12,12,4,7,1,1,0,0,0,9,8,1,0,12,0,4,5
53380404,0,,,12,5,7,0,0,0,12,5,7,12,5,7,12,5,7,0,0,0,0,0,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,0,0,0,7,0,0
53380405,0,,,28,14,14,1,1,0,27,13,14,20,10,10,26,12,14,7,3,4,4,2,2,2,1,1,10,10,1,5,1,2,0,1,0,9,8,1,1,5,0,0,0
53380406,1,,53380416,69,35,34,5,4,1,66,33,33,51,23,28,64,33,31,15,10,5,4,2,2,1,0,1,32,32,9,15,4,5,0,0,0,24,23,1,1,13,0,4,4
53380407,1,,53380408,67,34,33,7,4,3,64,33,31,31,16,15,64,33,31,33,17,16,7,2,5,1,0,1,32,32,12,16,2,4,1,0,0,23,20,3,1,23,0,8,9
53380408,2,53380407,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380409,2,53380418,,85,78,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380414,2,53380415,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380415,1,,53380414,39,23,16,3,2,1,37,22,15,28,19,9,37,22,15,9,3,6,3,0,3,0,0,0,20,20,11,6,2,3,0,0,0,11,9,2,0,8,2,1,2
53380416,2,53380406,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380417,0,,,56,24,32,4,1,3,52,23,29,38,18,20,48,20,28,14,5,9,9,3,6,0,0,0,16,16,1,3,4,5,1,2,0,15,9,6,1,9,0,1,0
53380418,1,,53380409,74,39,35,3,3,0,156,114,42,131,101,30,129,89,40,25,13,12,20,8,12,1,0,1,21,21,2,4,7,7,2,2,0,21,10,11,1,18,0,2,0
53380424,0,,,55,30,25,4,3,1,51,27,24,34,17,17,47,26,21,17,10,7,8,4,4,1,0,1,21,21,4,9,4,1,1,2,0,17,13,4,2,12,0,2,2
53380425,0,,,95,44,51,14,6,8,81,38,43,53,29,24,80,38,42,28,9,19,15,6,9,1,0,1,32,32,5,10,7,6,2,0,2,26,18,8,4,21,0,4,1
53380426,0,,,14,8,6,0,0,0,14,8,6,12,7,5,13,7,6,2,1,1,1,0,1,0,0,0,5,5,0,3,1,0,1,0,0,4,3,1,0,2,0,0,0
53380427,0,,,73,31,42,11,3,8,62,28,34,38,18,20,59,27,32,24,10,14,13,5,8,0,0,0,26,26,5,10,4,3,2,0,2,21,16,5,1,16,0,5,5
53380428,1,,53380439,67,37,30,8,4,4,67,36,31,48,28,20,64,34,30,19,8,11,8,2,6,0,0,0,19,19,3,5,4,4,2,4,0,19,10,9,2,14,0,1,1
53380429,0,,,11,6,5,2,1,1,9,5,4,9,5,4,9,5,4,0,0,0,0,0,0,7,4,3,9,9,8,0,1,0,0,0,0,1,1,0,1,0,6,0,0
53380434,0,,,125,65,60,5,2,3,120,63,57,76,43,33,114,61,53,44,20,24,24,9,15,0,0,0,40,40,6,12,7,8,3,3,1,33,21,12,2,28,0,4,3
53380435,0,,,292,138,154,20,10,10,271,127,144,159,82,77,254,119,135,112,45,67,50,20,30,2,2,0,111,110,21,43,25,11,5,3,2,89,62,27,3,76,2,14,19
53380436,0,,,54,30,24,6,5,1,48,25,23,34,17,17,47,24,23,14,8,6,6,3,3,0,0,0,24,24,7,10,3,3,0,1,0,16,15,1,0,10,0,3,3
53380438,1,,53380447,52,25,27,8,5,3,57,29,28,35,18,17,54,28,26,22,11,11,15,9,6,0,0,0,18,18,6,4,2,3,1,2,2,13,4,9,2,14,0,4,1
53380439,2,53380428,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380444,0,,,14,7,7,2,1,1,12,6,6,6,2,4,12,6,6,6,4,2,0,0,0,1,1,0,5,5,0,3,1,0,1,0,0,5,4,1,1,4,0,0,2
53380445,1,,53380456,127,62,65,16,6,10,114,59,55,67,36,31,110,56,54,47,23,24,25,10,15,0,0,0,52,52,17,18,10,6,3,0,1,37,29,8,7,33,3,10,9
53380447,2,53380438,,13,9,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380448,0,,,24,11,13,0,0,0,24,11,13,16,7,9,24,11,13,8,4,4,5,2,3,0,0,0,10,10,2,4,2,2,0,0,0,8,4,4,0,5,0,0,2
53380454,0,,,11,5,6,0,0,0,11,5,6,5,3,2,11,5,6,6,2,4,4,1,3,0,0,0,7,7,3,4,0,0,0,0,0,4,4,0,0,4,0,2,2
53380455,0,,,15,7,8,2,1,1,13,6,7,10,5,5,12,6,6,3,1,2,2,1,1,1,1,0,6,6,1,3,0,2,0,0,0,5,4,1,0,3,1,0,0
53380456,2,53380445,,3,3,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380457,1,,53380458;53380467,10,6,4,1,1,0,20,11,9,18,9,9,17,11,6,2,2,0,1,1,0,2,2,0,4,4,1,2,1,2,1,0,0,6,4,2,1,2,0,0,1
53380458,2,53380457,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380466,2,53380476,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380467,2,53380457,,2,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380468,0,,,13,8,5,2,2,0,11,6,5,7,4,3,10,5,5,4,2,2,3,1,2,0,0,0,4,4,0,2,1,0,0,1,0,4,2,2,1,3,0,0,1
53380476,1,,53380466,49,27,22,5,2,3,46,26,20,37,22,15,43,23,20,9,4,5,7,3,4,4,4,0,15,15,5,2,1,2,5,1,0,11,6,5,1,6,5,0,0
53380478,0,,,14,5,9,3,0,3,11,5,6,7,3,4,11,5,6,4,2,2,1,0,1,0,0,0,4,4,0,1,1,1,1,0,0,4,3,1,0,3,0,0,1
53380479,0,,,46,22,24,9,4,5,37,18,19,27,15,12,37,18,19,10,3,7,5,1,4,1,0,1,16,16,2,4,5,4,1,0,0,14,10,4,3,7,0,1,1
53380484,2,53380485,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380485,1,,53380484,8,3,5,5,2,3,11,6,5,6,2,4,11,6,5,5,4,1,2,1,1,0,0,0,2,2,1,0,0,2,0,0,1,3,1,2,1,3,0,1,0
53380486,0,,,33,18,15,6,2,4,27,16,11,18,10,8,26,16,10,9,6,3,4,3,1,0,0,0,8,8,0,2,1,3,0,0,2,8,3,5,1,6,0,0,0
53380487,1,,53380497,31,18,13,3,2,1,35,19,16,27,15,12,35,19,16,8,4,4,7,3,4,6,5,1,14,14,8,6,1,1,1,1,0,10,7,3,1,6,5,1,1
53380488,0,,,33,18,15,0,0,0,33,18,15,26,17,9,32,17,15,7,1,6,7,1,6,0,0,0,15,15,8,2,1,2,2,0,0,7,1,6,0,7,0,1,0
53380489,0,,,48,26,22,6,3,3,41,22,19,25,13,12,41,22,19,16,9,7,10,6,4,0,0,0,19,19,6,4,4,4,0,1,0,13,10,3,1,10,0,1,1
53380497,2,53380487,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380498,0,,,36,18,18,2,2,0,34,16,18,17,7,10,33,16,17,17,9,8,11,5,6,2,2,0,13,13,2,4,4,2,0,1,0,11,8,3,1,8,2,0,3
53380499,0,,,90,48,42,9,8,1,81,40,41,55,27,28,80,39,41,26,13,13,10,4,6,1,0,1,35,35,10,13,4,3,3,1,1,25,20,5,2,19,2,2,5
53380570,0,,,17,9,8,2,1,1,15,8,7,11,6,5,13,7,6,4,2,2,2,1,1,1,0,1,6,6,1,2,1,1,1,0,0,5,4,1,1,3,0,1,1
53380580,0,,,63,30,33,5,2,3,58,28,30,35,18,17,53,25,28,23,10,13,13,4,9,1,0,1,20,20,3,7,3,2,2,2,1,17,8,9,1,14,0,1,2
53380590,0,,,91,46,45,3,0,3,88,46,42,43,22,21,84,44,40,45,24,21,20,11,9,1,1,0,43,43,15,15,9,1,3,0,0,28,23,5,0,30,1,9,9
53380591,0,,,8,4,4,0,0,0,8,4,4,4,2,2,8,4,4,4,2,2,1,0,1,0,0,0,5,5,2,3,0,0,0,0,0,3,3,0,0,3,0,2,1
53380603,2,53380648,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
53380628,0,,,544,538,6,0,0,0,544,538,6,544,538,6,519,513,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53380629,0,,,500,478,22,3,1,2,492,472,20,484,467,17,453,438,15,8,5,3,3,2,1,0,0,0,56,39,34,2,2,0,1,0,0,5,5,0,0,6,0,3,1
53380638,0,,,367,314,53,5,2,3,361,311,50,345,304,41,324,277,47,16,7,9,12,5,7,0,0,0,45,24,12,5,2,3,1,0,1,12,9,3,2,12,0,5,1
53380639,0,,,2336,1234,1102,281,153,128,2026,1062,964,1487,815,672,1923,1015,908,539,247,292,237,95,142,42,17,25,947,946,307,263,184,116,44,22,10,624,528,96,88,366,19,85,91
53380648,1,,53380603,124,64,60,7,5,2,125,64,61,78,41,37,121,63,58,47,23,24,15,7,8,0,0,0,69,69,29,30,6,3,1,0,0,38,35,3,1,32,1,13,14
53380649,0,,,44,33,11,2,1,1,41,31,10,28,21,7,40,30,10,13,10,3,4,3,1,1,1,0,34,34,27,5,1,1,0,0,0,7,7,0,1,11,1,9,2
53380678,0,,,40,20,20,2,1,1,38,19,19,23,13,10,35,17,18,15,6,9,4,1,3,0,0,0,12,12,2,4,0,3,1,1,1,10,5,5,0,8,0,1,2
53380679,0,,,56,26,30,4,1,3,52,25,27,29,12,17,50,23,27,23,13,10,9,5,4,6,1,5,25,25,5,13,4,2,1,0,0,19,18,1,1,16,0,5,5
53380687,0,,,41,18,23,5,4,1,36,14,22,24,9,15,36,14,22,12,5,7,5,3,2,0,0,0,12,12,2,2,3,2,1,1,1,9,5,4,0,7,0,1,1
53380688,0,,,118,54,64,13,6,7,105,48,57,73,34,39,103,48,55,32,14,18,10,5,5,1,0,1,47,47,11,17,9,7,1,1,1,36,32,4,3,23,0,6,5
53380689,0,,,42,24,18,0,0,0,42,24,18,25,13,12,39,21,18,17,11,6,3,1,2,0,0,0,18,18,4,8,3,2,1,0,0,14,13,1,0,12,0,4,5
53380697,0,,,208,105,103,19,8,11,189,97,92,120,63,57,178,91,87,69,34,35,33,15,18,0,0,0,78,78,14,31,15,10,2,5,1,62,53,9,6,47,0,9,18
53380698,0,,,520,234,286,79,38,41,438,195,243,295,139,156,420,186,234,143,56,87,61,15,46,11,3,8,173,172,31,49,37,29,13,8,5,140,102,38,20,86,7,12,24
53380700,2,53380701,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
