pop,ISO3
3980,MCO
1170,MDA
731,MDG
1170,MDV
1440,MEX
772,MHL
1120,MKD
878,MLI
1430,MLT
1110,MMR
1400,MNE
597,MNG
533,MOZ
652,MRT
1760,MUS
534,MWI
1410,MYS
1160,NAM
743,NER
1190,NGA
1650,NIC
5320,NLD
2310,NOR
890,NPL
895,NRU
2700,NZL
490,OMN
1300,PAK
1580,PAN
1510,PER
1350,PHL
1300,PLW
845,PNG
1440,POL
1050,
2040,PRT
1600,PRY
1530,
1840,QAT
594,ROU
2130,RUS
765,RWA
1130,SAU
735,SDN
837,SEN
1460,SGP
563,SLB
1170,SLE
1270,SLV
2140,SMR
1010,SOM
2070,SRB
757,SSD
1180,STP
2810,SUR
2230,
2750,SVN
2330,SWE
685,SWZ
1130,SYC
1770,SYR
553,TCD
1010,TGO
1310,THA
976,TJK
1540,TKM
799,TLS
1020,TON
2250,TTO
1210,TUN
1510,TUR
1110,TUV
1340,TWN
646,TZA
770,UGA
1240,UKR
3490,URY
5240,USA
790,UZB
1440,VCT
2510,VEN
1140,VNM
905,VUT
2160,WSM
1410,YEM
1710,ZAF
731,ZMB
1240,ZWE
625,AFG
568,AGO
660,ALB
2510,AND
1680,ARE
2810,ARG
989,ARM
1310,ATG
6080,AUS
3700,AUT
1050,AZE
676,BDI
4260,BEL
1180,BEN
822,BFA
938,BGD
1630,BGR
1300,BHR
2500,BHS
1400,BIH
1350,BLR
999,BLZ
1670,BOL
1250,BRA
1970,BRB
2350,BRN
933,BTN
507,BWA
694,CAF
2990,CAN
3390,CHE
1950,CHL
1200,CHN
708,
822,CMR
483,
807,
1120,COL
757,COM
597,CPV
1590,CRI
1270,CUB
1430,CYP
2560,CZE
3150,DEU
1330,DJI
749,DMA
3770,DNK
791,DOM
1320,DZA
845,ECU
1530,EGY
804,ERI
2480,ESP
2430,EST
880,ETH
2110,FIN
1220,FJI
3680,FRA
743,
613,GAB
6420,GBR
1100,GEO
958,GHA
527,GIN
995,GMB
613,GNB
472,GNQ
2310,GRC
1530,GRD
1620,GTM
2100,GUY
1680,
1200,HND
1760,HRV
1120,HTI
2050,HUN
995,IDN
1310,IND
3030,IRL
1290,IRN
1290,IRQ
1980,ISL
1320,ISR
3570,ITA
1200,JAM
1420,JOR
2010,JPN
1800,KAZ
967,KEN
1020,
912,KHM
801,KIR
2010,
1140,KOR
1850,KWT
1120,
1860,LBN
1450,LBR
1310,LBY
873,
1300,LKA
553,LSO
2110,LTU
3200,LUX
1480,LVA
1130,MAR
4030,MCO
1170,MDA
734,MDG
1170,MDV
1420,MEX
772,MHL
1120,MKD
880,MLI
1450,MLT
1110,MMR
1400,MNE
597,MNG
534,MOZ
652,MRT
1780,MUS
534,MWI
1420,MYS
1180,NAM
746,NER
1190,NGA
1660,NIC
5260,NLD
2340,NOR
890,NPL
899,NRU
2890,NZL
490,OMN
1300,PAK
1600,PAN
1410,PER
1350,PHL
1300,PLW
848,PNG
1470,POL
1050,
2040,PRT
1620,PRY
1530,
1850,QAT
598,ROU
2140,RUS
767,RWA
1130,SAU
737,SDN
842,SEN
1490,SGP
565,SLB
1180,SLE
1280,SLV
2160,SMR
1010,SOM
2080,SRB
759,SSD
1180,STP
2830,SUR
2240,
2760,SVN
2280,SWE
687,SWZ
1130,SYC
1770,SYR
555,TCD
1010,TGO
1310,THA
983,TJK
1550,TKM
801,TLS
1030,TON
2260,TTO
1220,TUN
1520,TUR
1110,TUV
1340,TWN
647,TZA
774,UGA
1240,UKR
3560,URY
5510,USA
794,UZB
1450,VCT
2610,VEN
1130,VNM
908,VUT
2170,WSM
1420,YEM
1800,ZAF
733,ZMB
1240,ZWE
627,AFG
570,AGO
662,ALB
2550,AND
1690,ARE
2830,ARG
998,ARM
1320,ATG
6660,AUS
3730,AUT
1060,AZE
676,BDI
4340,BEL
1190,BEN
824,BFA
939,BGD
1630,BGR
1310,BHR
2510,BHS
1400,BIH
1360,BLR
1010,BLZ
1680,BOL
1170,BRA
1980,BRB
2350,BRN
935,BTN
509,BWA
698,CAF
3020,CAN
3300,CHE
1890,CHL
1210,CHN
708,
824,CMR
484,
810,
1140,COL
758,COM
597,CPV
1610,CRI
1290,CUB
1440,CYP
2570,CZE
3130,DEU
1340,DJI
754,DMA
3740,DNK
791,DOM
1330,DZA
856,ECU
1540,EGY
805,ERI
2480,ESP
2450,EST
880,ETH
2110,FIN
1220,FJI
3490,FRA
743,
613,GAB
6570,GBR
1110,GEO
960,GHA
527,GIN
996,GMB
614,GNB
472,GNQ
2530,GRC
1530,GRD
1630,GTM
2110,GUY
1680,
1210,HND
1770,HRV
1120,HTI
2070,HUN
1030,IDN
1300,IND
3090,IRL
1290,IRN
1290,IRQ
2000,ISL
1320,ISR
3500,ITA
1200,JAM
1430,JOR
2020,JPN
1810,KAZ
971,KEN
1030,
915,KHM
801,KIR
2020,
1140,KOR
1860,KWT
1120,
1880,LBN
1460,LBR
1320,LBY
875,
1330,LKA
556,LSO
2120,LTU
3240,LUX
1490,LVA
1140,MAR
4070,MCO
1180,MDA
738,MDG
1170,MDV
1400,MEX
773,MHL
1130,MKD
881,MLI
1460,MLT
1110,MMR
1390,MNE
597,MNG
534,MOZ
652,MRT
1790,MUS
534,MWI
1420,MYS
1190,NAM
750,NER
1200,NGA
1680,NIC
5140,NLD
2460,NOR
890,NPL
903,NRU
3080,NZL
490,OMN
1300,PAK
1610,PAN
1610,PER
1350,PHL
1310,PLW
851,PNG
1540,POL
1050,
2040,PRT
1640,PRY
1540,
1860,QAT
602,ROU
2150,RUS
772,RWA
1140,SAU
739,SDN
847,SEN
1510,SGP
568,SLB
1180,SLE
1290,SLV
2180,SMR
1010,SOM
2080,SRB
761,SSD
1190,STP
2850,SUR
2250,
2770,SVN
2310,SWE
689,SWZ
1130,SYC
1780,SYR
558,TCD
1010,TGO
1320,THA
989,TJK
1550,TKM
802,TLS
1030,TON
2280,TTO
1230,TUN
1520,TUR
1120,TUV
1340,TWN
649,TZA
777,UGA
1250,UKR
3630,URY
5890,USA
797,UZB
1460,VCT
2780,VEN
1130,VNM
912,VUT
2180,WSM
1420,YEM
1930,ZAF
735,ZMB
1240,ZWE
628,AFG
573,AGO
664,ALB
2570,AND
1690,ARE
2860,ARG
1010,ARM
1320,ATG
5830,AUS
3760,AUT
1060,AZE
676,BDI
4580,BEL
1200,BEN
826,BFA
939,BGD
1640,BGR
1330,BHR
2530,BHS
1400,BIH
1370,BLR
1010,BLZ
1690,BOL
1140,BRA
2000,BRB
2360,BRN
937,BTN
510,BWA
701,CAF
3050,CAN
3140,CHE
1920,CHL
1210,CHN
709,
826,CMR
487,
812,
1160,COL
758,COM
597,CPV
1630,CRI
1310,CUB
1460,CYP
2580,CZE
3190,DEU
1340,DJI
759,DMA
3720,DNK
791,DOM
1340,DZA
866,ECU
1540,EGY
808,ERI
2500,ESP
2460,EST
880,ETH
2110,FIN
1230,FJI
3650,FRA
743,
613,GAB
6810,GBR
1110,GEO
960,GHA
527,GIN
996,GMB
614,GNB
474,GNQ
2650,GRC
1540,GRD
1640,GTM
2120,GUY
1690,
1230,HND
1770,HRV
1130,HTI
2090,HUN
987,IDN
1290,IND
3130,IRL
1290,IRN
1290,IRQ
2020,ISL
1320,ISR
3260,ITA
1200,JAM
1430,JOR
2030,JPN
1820,KAZ
974,KEN
1040,
917,KHM
802,KIR
2040,
1140,KOR
1860,KWT
1120,
1890,LBN
1470,LBR
1330,LBY
879,
1350,LKA
558,LSO
2130,LTU
3280,LUX
1500,LVA
1140,MAR
4120,MCO
1190,MDA
742,MDG
1170,MDV
1390,MEX
773,MHL
1130,MKD
882,MLI
1470,MLT
1110,MMR
1390,MNE
597,MNG
535,MOZ
652,MRT
1800,MUS
534,MWI
1420,MYS
1210,NAM
753,NER
1200,NGA
1690,NIC
5460,NLD
2580,NOR
890,NPL
908,NRU
3300,NZL
490,OMN
1300,PAK
1630,PAN
1700,PER
1350,PHL
1310,PLW
854,PNG
1570,POL
1050,
2030,PRT
1660,PRY
1550,
1860,QAT
606,ROU
2150,RUS
776,RWA
1140,SAU
741,SDN
852,SEN
1540,SGP
569,SLB
1190,SLE
1300,SLV
2190,SMR
1010,SOM
2080,SRB
763,SSD
1190,STP
2860,SUR
2260,
2780,SVN
2340,SWE
690,SWZ
1130,SYC
1790,SYR
560,TCD
1020,TGO
1320,THA
995,TJK
1560,TKM
805,TLS
1040,TON
2300,TTO
1240,TUN
1530,TUR
1120,TUV
1340,TWN
651,TZA
781,UGA
1250,UKR
3700,URY
5900,USA
801,UZB
1470,VCT
2830,VEN
1130,VNM
915,VUT
2190,WSM
1430,YEM
1880,ZAF
737,ZMB
1250,ZWE
630,AFG
575,AGO
666,ALB
2600,AND
1700,ARE
2880,ARG
1020,ARM
1330,ATG
5530,AUS
3790,AUT
1070,AZE
678,BDI
4580,BEL
1200,BEN
828,BFA
939,BGD
1650,BGR
1340,BHR
2550,BHS
1400,BIH
1370,BLR
1020,BLZ
1690,BOL
1140,BRA
2010,BRB
2370,BRN
938,BTN
512,BWA
705,CAF
3070,CAN
3290,CHE
1980,CHL
1220,CHN
712,
828,CMR
488,
814,
1170,COL
759,COM
597,CPV
1640,CRI
1330,CUB
1480,CYP
2590,CZE
3140,DEU
1350,DJI
764,DMA
4080,DNK
791,DOM
1360,DZA
877,ECU
1550,EGY
809,ERI
2630,ESP
2480,EST
882,ETH
2110,FIN
1230,FJI
3580,FRA
744,
613,GAB
6590,GBR
1120,GEO
961,GHA
527,GIN
998,GMB
615,GNB
474,GNQ
2790,GRC
1550,GRD
1660,GTM
2140,GUY
1690,
1240,HND
1780,HRV
1140,HTI
2110,HUN
1040,IDN
1290,IND
3180,IRL
1290,IRN
1290,IRQ
2040,ISL
1320,ISR
3290,ITA
1200,JAM
1440,JOR
2040,JPN
1830,KAZ
976,KEN
1050,
917,KHM
802,KIR
2050,
1140,KOR
1870,KWT
1120,
1900,LBN
1480,LBR
1330,LBY
882,
1380,LKA
561,LSO
2150,LTU
3320,LUX
1510,LVA
1150,MAR
4170,MCO
1200,MDA
745,MDG
1170,MDV
1370,MEX
773,MHL
1140,MKD
883,MLI
1490,MLT
1110,MMR
1390,MNE
597,MNG
536,MOZ
652,MRT
1810,MUS
534,MWI
1420,MYS
1230,NAM
757,NER
1200,NGA
1700,NIC
5310,NLD
2630,NOR
890,NPL
913,NRU
3520,NZL
490,OMN
1300,PAK
1650,PAN
1810,PER
1350,PHL
1310,PLW
856,PNG
1610,POL
1050,
2030,PRT
1680,PRY
1560,
1870,QAT
611,ROU
2160,RUS
779,RWA
1140,SAU
741,SDN
856,SEN
1560,SGP
572,SLB
1190,SLE
1310,SLV
2210,SMR
1010,SOM
2080,SRB
763,SSD
1190,STP
2880,SUR
2270,
2800,SVN
2480,SWE
691,SWZ
1130,SYC
1800,SYR
564,TCD
1020,TGO
1320,THA
1000,TJK
1560,TKM
806,TLS
1040,TON
2310,TTO
1250,TUN
1530,TUR
1130,TUV
1340,TWN
652,TZA
786,UGA
1260,UKR
3780,URY
5780,USA
805,UZB
1480,VCT
2940,VEN
1130,VNM
917,VUT
2190,WSM
1430,YEM
2010,ZAF
739,ZMB
1250,ZWE
631,AFG
578,AGO
668,ALB
2640,AND
1710,ARE
2900,ARG
1020,ARM
1340,ATG
6750,AUS
3820,AUT
1080,AZE
678,BDI
4800,BEL
1210,BEN
830,BFA
939,BGD
1660,BGR
1360,BHR
2560,BHS
1400,BIH
1380,BLR
1030,BLZ
1700,BOL
1190,BRA
2030,BRB
2380,BRN
941,BTN
513,BWA
708,CAF
3100,CAN
3360,CHE
1980,CHL
1230,CHN
715,
830,CMR
491,
816,
1190,COL
760,COM
597,CPV
1660,CRI
1350,CUB
1500,CYP
2600,CZE
3390,DEU
1350,DJI
769,DMA
3800,DNK
791,DOM
1370,DZA
889,ECU
1560,EGY
812,ERI
2500,ESP
2520,EST
882,ETH
2110,FIN
1230,FJI
3730,FRA
744,
615,GAB
6960,GBR
1120,GEO
961,GHA
527,GIN
998,GMB
616,GNB
475,GNQ
2440,GRC
1550,GRD
1670,GTM
2150,GUY
1690,
1260,HND
1790,HRV
1150,HTI
2120,HUN
1110,IDN
1280,IND
3220,IRL
1300,IRN
1300,IRQ
2070,ISL
1320,ISR
3300,ITA
1190,JAM
1450,JOR
2050,JPN
1840,KAZ
979,KEN
1050,
919,KHM
804,KIR
2070,
1140,KOR
1880,KWT
1130,
1910,LBN
1480,LBR
1340,LBY
884,
1410,LKA
563,LSO
2160,LTU
3360,LUX
1520,LVA
1150,MAR
4220,MCO
1200,MDA
748,MDG
1170,MDV
1350,MEX
774,MHL
1140,MKD
885,MLI
1500,MLT
1110,MMR
1380,MNE
597,MNG
536,MOZ
652,MRT
1820,MUS
534,MWI
1430,MYS
1250,NAM
760,NER
1200,NGA
1710,NIC
5520,NLD
2580,NOR
890,NPL
917,NRU
3760,NZL
490,OMN
1300,PAK
1670,PAN
1730,PER
1360,PHL
1320,PLW
859,PNG
1610,POL
1050,
2020,PRT
1700,PRY
1570,
1880,QAT
615,ROU
2170,RUS
783,RWA
1140,SAU
743,SDN
861,SEN
1590,SGP
573,SLB
1200,SLE
1320,SLV
2220,SMR
1020,SOM
2080,SRB
765,SSD
1190,STP
2900,SUR
2280,
2810,SVN
2460,SWE
692,SWZ
1130,SYC
1810,SYR
566,TCD
1020,TGO
1320,THA
1010,TJK
1570,TKM
808,TLS
1040,TON
2330,TTO
1260,TUN
1540,TUR
1130,TUV
1340,TWN
654,TZA
788,UGA
1260,UKR
3850,URY
5890,USA
810,UZB
1490,VCT
2270,VEN
1130,VNM
920,VUT
2200,WSM
1430,YEM
1620,ZAF
740,ZMB
1250,ZWE
632,AFG
580,AGO
670,ALB
2670,AND
1710,ARE
2930,ARG
1030,ARM
1350,ATG
5960,AUS
3850,AUT
1080,AZE
679,BDI
4890,BEL
1210,BEN
832,BFA
939,BGD
1670,BGR
1370,BHR
2580,BHS
1400,BIH
1390,BLR
1030,BLZ
1700,BOL
1270,BRA
2040,BRB
2390,BRN
942,BTN
515,BWA
712,CAF
3130,CAN
3870,CHE
2030,CHL
1230,CHN
718,
832,CMR
492,
818,
1210,COL
761,COM
597,CPV
1680,CRI
1370,CUB
1510,CYP
2610,CZE
3530,DEU
1360,DJI
774,DMA
3810,DNK
791,DOM
1390,DZA
900,ECU
1560,EGY
813,ERI
2420,ESP
2520,EST
882,ETH
2110,FIN
1240,FJI
3940,FRA
744,
615,GAB
6970,GBR
1130,GEO
962,GHA
527,GIN
999,GMB
616,GNB
475,GNQ
3160,GRC
1560,GRD
1680,GTM
2170,GUY
1700,
1280,HND
1790,HRV
1160,HTI
2140,HUN
1060,IDN
1270,IND
3270,IRL
1300,IRN
1300,IRQ
2090,ISL
1320,ISR
3570,ITA
1190,JAM
1450,JOR
2060,JPN
1850,KAZ
982,KEN
1060,
919,KHM
804,KIR
2080,
1140,KOR
1880,KWT
1130,
1930,LBN
1490,LBR
1350,LBY
887,
1440,LKA
566,LSO
2180,LTU
3400,LUX
1530,LVA
1160,MAR
4270,MCO
1210,MDA
752,MDG
1170,MDV
1330,MEX
774,MHL
1140,MKD
886,MLI
1510,MLT
1110,MMR
1380,MNE
597,MNG
537,MOZ
652,MRT
1830,MUS
534,MWI
1430,MYS
1270,NAM
764,NER
1200,NGA
1720,NIC
5420,NLD
2450,NOR
890,NPL
922,NRU
4020,NZL
490,OMN
1300,PAK
1690,PAN
2000,PER
1360,PHL
1320,PLW
862,PNG
1640,POL
1050,
2010,PRT
1730,PRY
1570,
1880,QAT
620,ROU
2180,RUS
786,RWA
1140,SAU
745,SDN
866,SEN
1620,SGP
576,SLB
1210,SLE
1340,SLV
2240,SMR
1020,SOM
2080,SRB
767,SSD
1200,STP
2920,SUR
2290,
2820,SVN
2520,SWE
694,SWZ
1130,SYC
1820,SYR
568,TCD
1020,TGO
1320,THA
1020,TJK
1580,TKM
809,TLS
1050,TON
2350,TTO
1270,TUN
1540,TUR
1130,TUV
1340,TWN
656,TZA
793,UGA
1260,UKR
3930,URY
5770,USA
813,UZB
1500,VCT
2610,VEN
1130,VNM
924,VUT
2210,WSM
1440,YEM
1920,ZAF
742,ZMB
1250,ZWE
634,AFG
583,AGO
672,ALB
2700,AND
1720,ARE
2950,ARG
1040,ARM
1360,ATG
5080,AUS
3870,AUT
1090,AZE
679,BDI
4890,BEL
1220,BEN
834,BFA
939,BGD
1670,BGR
1390,BHR
2600,BHS
1410,BIH
1400,BLR
1040,BLZ
1710,BOL
1350,BRA
2050,BRB
2390,BRN
944,BTN
516,BWA
715,CAF
3150,CAN
3970,CHE
2100,CHL
1240,CHN
721,
834,CMR
495,
820,
1230,COL
761,COM
597,CPV
1700,CRI
1390,CUB
1530,CYP
2620,CZE
3480,DEU
1360,DJI
780,DMA
3730,DNK
791,DOM
1400,DZA
911,ECU
1570,EGY
816,ERI
2460,ESP
2530,EST
882,ETH
2110,FIN
1240,FJI
4200,FRA
745,
615,GAB
6770,GBR
1130,GEO
962,GHA
527,GIN
999,GMB
616,GNB
476,GNQ
3050,GRC
1570,GRD
1700,GTM
2180,GUY
1700,
1290,HND
1800,HRV
1170,HTI
2160,HUN
1130,IDN
1260,IND
3320,IRL
1300,IRN
1300,IRQ
2110,ISL
1320,ISR
3710,ITA
1190,JAM
1460,JOR
2070,JPN
1870,KAZ
985,KEN
1070,
921,KHM
805,KIR
2090,
1140,KOR
1890,KWT
1130,
1940,LBN
1500,LBR
1360,LBY
891,
1470,LKA
569,LSO
2190,LTU
3440,LUX
1540,LVA
1170,MAR
4320,MCO
1220,MDA
756,MDG
1170,MDV
1310,MEX
774,MHL
1150,MKD
887,MLI
1530,MLT
1110,MMR
1380,MNE
597,MNG
538,MOZ
652,MRT
1840,MUS
534,MWI
1430,MYS
1290,NAM
767,NER
1200,NGA
1730,NIC
5270,NLD
2590,NOR
890,NPL
926,NRU
4290,NZL
490,OMN
1300,PAK
1710,PAN
1860,PER
1360,PHL
1330,PLW
865,PNG
1720,POL
1050,
1990,PRT
1750,PRY
1580,
1890,QAT
624,ROU
2180,RUS
791,RWA
1140,SAU
746,SDN
871,SEN
1640,SGP
577,SLB
1210,SLE
1350,SLV
2260,SMR
1020,SOM
2090,SRB
769,SSD
1200,STP
2940,SUR
2290,
2830,SVN
2550,SWE
696,SWZ
1140,SYC
1830,SYR
572,TCD
1030,TGO
1320,THA
1020,TJK
1580,TKM
811,TLS
1050,TON
2360,TTO
1280,TUN
1550,TUR
1140,TUV
1340,TWN
657,TZA
797,UGA
1270,UKR
4000,URY
5800,USA
817,UZB
1510,VCT
2560,VEN
1130,VNM
927,VUT
2220,WSM
1440,YEM
1680,ZAF
744,ZMB
1250,ZWE
635,AFG
586,AGO
674,ALB
2730,AND
1730,ARE
2970,ARG
1050,ARM
1370,ATG
6560,AUS
3900,AUT
1100,AZE
679,BDI
4860,BEL
1220,BEN
836,BFA
939,BGD
1680,BGR
1410,BHR
2620,BHS
1410,BIH
1410,BLR
1050,BLZ
1710,BOL
1340,BRA
2070,BRB
2400,BRN
947,BTN
518,BWA
718,CAF
3180,CAN
4020,CHE
2160,CHL
1240,CHN
724,
836,CMR
496,
823,
1250,COL
762,COM
597,CPV
1720,CRI
1420,CUB
1550,CYP
2630,CZE
3460,DEU
1360,DJI
785,DMA
3930,DNK
791,DOM
1410,DZA
923,ECU
1580,EGY
817,ERI
2580,ESP
2540,EST
882,ETH
2110,FIN
1250,FJI
3920,FRA
745,
615,GAB
6980,GBR
1140,GEO
964,GHA
527,GIN
1000,GMB
616,GNB
477,GNQ
3000,GRC
1570,GRD
1710,GTM
2200,GUY
1700,
1310,HND
1810,HRV
1180,HTI
2180,HUN
1130,IDN
1260,IND
3360,IRL
1300,IRN
1300,IRQ
2130,ISL
1320,ISR
3590,ITA
1190,JAM
1470,JOR
2080,JPN
1880,KAZ
989,KEN
1080,
924,KHM
805,KIR
2110,
1140,KOR
1900,KWT
1130,
1950,LBN
1510,LBR
1370,LBY
893,
1500,LKA
571,LSO
2200,LTU
3480,LUX
1550,LVA
1170,MAR
4370,MCO
1220,MDA
759,MDG
1170,MDV
1300,MEX
776,MHL
1150,MKD
888,MLI
1540,MLT
1110,MMR
1380,MNE
597,MNG
538,MOZ
652,MRT
1850,MUS
534,MWI
1430,MYS
1310,NAM
771,NER
1200,NGA
1750,NIC
5090,NLD
2520,NOR
890,NPL
930,NRU
4580,NZL
490,OMN
1300,PAK
1730,PAN
1820,PER
1360,PHL
1330,PLW
867,PNG
1800,POL
1050,
1980,PRT
1770,PRY
1590,
1900,QAT
628,ROU
2190,RUS
795,RWA
1140,SAU
748,SDN
876,SEN
1670,SGP
580,SLB
1220,SLE
1360,SLV
2270,SMR
1020,SOM
2090,SRB
770,SSD
1200,STP
2960,SUR
2300,
2840,SVN
2650,SWE
697,SWZ
1140,SYC
1840,SYR
574,TCD
1030,TGO
1330,THA
1030,TJK
1590,TKM
812,TLS
1050,TON
2380,TTO
1290,TUN
1550,TUR
1140,TUV
1340,TWN
660,TZA
801,UGA
1270,UKR
4080,URY
5950,USA
822,UZB
1520,VCT
2590,VEN
1130,VNM
930,VUT
2220,WSM
1450,YEM
1730,ZAF
746,ZMB
1250,ZWE
637,AFG
588,AGO
676,ALB
2760,AND
1730,ARE
3000,ARG
1060,ARM
1380,ATG
6400,AUS
3930,AUT
1100,AZE
681,BDI
5070,BEL
1230,BEN
838,BFA
940,BGD
1690,BGR
1420,BHR
2630,BHS
1410,BIH
1420,BLR
1050,BLZ
1720,BOL
1380,BRA
2080,BRB
2410,BRN
948,BTN
519,BWA
722,CAF
3210,CAN
4070,CHE
2200,CHL
1250,CHN
727,
838,CMR
499,
825,
1270,COL
763,COM
597,CPV
1740,CRI
1440,CUB
1570,CYP
2640,CZE
3630,DEU
1370,DJI
791,DMA
3850,DNK
791,DOM
1430,DZA
934,ECU
1590,EGY
820,ERI
2680,ESP
2550,EST
882,ETH
2110,FIN
1250,FJI
4190,FRA
745,
615,GAB
7060,GBR
1140,GEO
965,GHA
527,GIN
1000,GMB
617,GNB
477,GNQ
2950,GRC
1580,GRD
1720,GTM
2210,GUY
1710,
1330,HND
1820,HRV
1190,HTI
2200,HUN
1140,IDN
1250,IND
3410,IRL
1300,IRN
1300,IRQ
2160,ISL
1320,ISR
3570,ITA
1190,JAM
1480,JOR
2090,JPN
1890,KAZ
992,KEN
1080,
924,KHM
806,KIR
2120,
1140,KOR
1910,KWT
1140,
1970,LBN
1520,LBR
1380,LBY
896,
1530,LKA
574,LSO
2220,LTU
3520,LUX
1560,LVA
1180,MAR
4420,MCO
1230,MDA
763,MDG
1170,MDV
1280,MEX
776,MHL
1160,MKD
890,MLI
1560,MLT
1110,MMR
1370,MNE
597,MNG
539,MOZ
652,MRT
1860,MUS
534,MWI
1440,MYS
1330,NAM
776,NER
1210,NGA
1760,NIC
5330,NLD
2620,NOR
890,NPL
935,NRU
4890,NZL
490,OMN
1300,PAK
1750,PAN
1820,PER
1360,PHL
1340,PLW
870,PNG
1880,POL
1050,
1970,PRT
1790,PRY
1600,
1910,QAT
632,ROU
2200,RUS
798,RWA
1140,SAU
751,SDN
881,SEN
1700,SGP
582,SLB
1220,SLE
1370,SLV
2290,SMR
1020,SOM
2090,SRB
773,SSD
1200,STP
2980,SUR
2310,
2850,SVN
2690,SWE
699,SWZ
1140,SYC
1850,SYR
578,TCD
1030,TGO
1330,THA
1040,TJK
1590,TKM
815,TLS
1060,TON
2400,TTO
1300,TUN
1560,TUR
1140,TUV
1340,TWN
662,TZA
804,UGA
1280,UKR
4160,URY
6110,USA
826,UZB
1530,VCT
2750,VEN
1130,VNM
933,VUT
2230,WSM
1450,YEM
1800,ZAF
748,ZMB
1250,ZWE
638,AFG
591,AGO
678,ALB
2800,AND
1740,ARE
3020,ARG
1070,ARM
1390,ATG
6310,AUS
3950,AUT
1110,AZE
681,BDI
5110,BEL
1240,BEN
840,BFA
940,BGD
1710,BGR
1440,BHR
2650,BHS
1410,BIH
1420,BLR
1060,BLZ
1720,BOL
1360,BRA
2100,BRB
2420,BRN
949,BTN
521,BWA
724,CAF
3260,CAN
4090,CHE
2190,CHL
1260,CHN
730,
840,CMR
500,
828,
1290,COL
764,COM
600,CPV
1760,CRI
1460,CUB
1590,CYP
2650,CZE
3500,DEU
1370,DJI
796,DMA
3870,DNK
795,DOM
1440,DZA
944,ECU
1590,EGY
822,ERI
2680,ESP
2550,EST
883,ETH
2120,FIN
1260,FJI
3910,FRA
747,
615,GAB
6970,GBR
1150,GEO
965,GHA
527,GIN
1000,GMB
618,GNB
479,GNQ
3140,GRC
1590,GRD
1740,GTM
2230,GUY
1710,
1340,HND
1820,HRV
1190,HTI
2220,HUN
1140,IDN
1240,IND
3460,IRL
1310,IRN
1310,IRQ
2180,ISL
1320,ISR
3550,ITA
1190,JAM
1480,JOR
2100,JPN
1900,KAZ
995,KEN
1090,
926,KHM
806,KIR
2140,
1140,KOR
1910,KWT
1140,
1980,LBN
1520,LBR
1390,LBY
899,
1560,LKA
577,LSO
2230,LTU
3560,LUX
1570,LVA
1190,MAR
4470,MCO
1240,MDA
767,MDG
1170,MDV
1290,MEX
776,MHL
1160,MKD
891,MLI
1570,MLT
1110,MMR
1370,MNE
597,MNG
540,MOZ
652,MRT
1870,MUS
534,MWI
1440,MYS
1350,NAM
779,NER
1210,NGA
1770,NIC
5180,NLD
2610,NOR
890,NPL
940,NRU
5060,NZL
490,OMN
1300,PAK
1770,PAN
1710,PER
1360,PHL
1340,PLW
874,PNG
1920,POL
1050,
1950,PRT
1820,PRY
1610,
1910,QAT
637,ROU
2210,RUS
803,RWA
1140,SAU
752,SDN
886,SEN
1720,SGP
584,SLB
1230,SLE
1380,SLV
2310,SMR
1020,SOM
2090,SRB
775,SSD
1200,STP
3000,SUR
2320,
2860,SVN
2590,SWE
699,SWZ
1140,SYC
1860,SYR
580,TCD
1040,TGO
1330,THA
1040,TJK
1600,TKM
816,TLS
1060,TON
2420,TTO
1310,TUN
1570,TUR
1150,TUV
1340,TWN
663,TZA
808,UGA
1280,UKR
4250,URY
5980,USA
830,UZB
1540,VCT
2960,VEN
1130,VNM
937,VUT
2240,WSM
1450,YEM
1690,ZAF
749,ZMB
1260,ZWE
640,AFG
594,AGO
680,ALB
2830,AND
1750,ARE
3050,ARG
1080,ARM
1400,ATG
6060,AUS
3970,AUT
1110,AZE
683,BDI
5210,BEL
1240,BEN
842,BFA
940,BGD
1720,BGR
1450,BHR
2670,BHS
1410,BIH
1430,BLR
1070,BLZ
1730,BOL
1300,BRA
2110,BRB
2430,BRN
952,BTN
522,BWA
729,CAF
3310,CAN
3920,CHE
2160,CHL
1260,CHN
733,
842,CMR
503,
830,
1310,COL
764,COM
603,CPV
1780,CRI
1480,CUB
1610,CYP
2660,CZE
3640,DEU
1380,DJI
801,DMA
3940,DNK
800,DOM
1460,DZA
958,ECU
1600,EGY
824,ERI
2680,ESP
2560,EST
883,ETH
1980,FIN
1260,FJI
4230,FRA
747,
615,GAB
6610,GBR
1160,GEO
966,GHA
527,GIN
1000,GMB
618,GNB
479,GNQ
3170,GRC
1590,GRD
1750,GTM
2240,GUY
1710,
1360,HND
1830,HRV
1200,HTI
2250,HUN
1070,IDN
1240,IND
3510,IRL
1310,IRN
1310,IRQ
2210,ISL
1320,ISR
3660,ITA
1180,JAM
1490,JOR
2110,JPN
1920,KAZ
998,KEN
1100,
926,KHM
808,KIR
2150,
1140,KOR
1920,KWT
1140,
1990,LBN
1530,LBR
1390,LBY
902,
1600,LKA
580,LSO
2250,LTU
3600,LUX
1580,LVA
1190,MAR
4520,MCO
1250,MDA
771,MDG
1170,MDV
1310,MEX
777,MHL
1170,MKD
892,MLI
1580,MLT
1110,MMR
