year,pop,ISO3
2032,5.49M,CRI
2032,10.9M,CUB
2032,1.32M,CYP
2032,10.5M,CZE
2032,82.5M,DEU
2032,1.28M,DJI
2032,75.3k,DMA
2032,6.15M,DNK
2032,12.1M,DOM
2032,50.8M,DZA
2032,19.8M,ECU
2032,129M,EGY
2032,4.45M,ERI
2032,46.9M,ESP
2032,1.28M,EST
2032,156M,ETH
2032,5.56M,FIN
2032,1000k,FJI
2032,65.7M,FRA
2032,125k,
2032,2.87M,GAB
2032,69.5M,GBR
2032,3.63M,GEO
2032,40.1M,GHA
2032,17.3M,GIN
2032,3.41M,GMB
2032,2.58M,GNB
2032,2.08M,GNQ
2032,9.98M,GRC
2032,131k,GRD
2032,20.5M,GTM
2032,855k,GUY
2032,7.47M,
2032,12M,HND
2032,,
2032,3.8M,HRV
2032,13M,HTI
2032,9.57M,HUN
2032,296M,IDN
2032,1.54B,IND
2032,5.32M,IRL
2032,93.7M,IRN
2032,55M,IRQ
2032,394k,ISL
2032,10.4M,ISR
2032,57.1M,ITA
2032,2.79M,JAM
2032,12.2M,JOR
2032,117M,JPN
2032,21.5M,KAZ
2032,65.5M,KEN
2032,7.63M,
2032,18.4M,KHM
2032,153k,KIR
2032,48.3k,
2032,51M,KOR
2032,4.64M,KWT
2032,8.5M,
2032,4.65M,LBN
2032,6.54M,LBR
2032,7.53M,LBY
2032,184k,
2032,41.3k,LIE
2032,22.2M,LKA
2032,2.55M,LSO
2032,2.52M,LTU
2032,708k,LUX
2032,1.67M,LVA
2032,40.8M,MAR
2032,35.9k,MCO
2032,3.16M,MDA
2032,37.2M,MDG
2032,518k,MDV
2032,136M,MEX
2032,45.5k,MHL
2032,2.06M,MKD
2032,30.4M,MLI
2032,544k,MLT
2032,57.5M,MMR
2032,619k,MNE
2032,3.81M,MNG
2032,43M,MOZ
2032,6.12M,MRT
2032,1.3M,MUS
2032,26.1M,MWI
2032,37.3M,MYS
2032,3M,NAM
2032,37.8M,NER
2032,274M,NGA
2032,7.86M,NIC
2032,18M,NLD
2032,5.82M,NOR
2032,33.7M,NPL
2032,13.5k,NRU
2032,5.56M,NZL
2032,5.21M,OMN
2032,284M,PAK
2032,4.97M,PAN
2032,37.4M,PER
2032,133M,PHL
2032,17.8k,PLW
2032,12M,PNG
2032,38.4M,POL
2032,26.6M,
2032,10M,PRT
2032,7.57M,PRY
2032,6.52M,
2032,2.9M,QAT
2032,18.9M,ROU
2032,141M,RUS
2032,17M,RWA
2032,41.4M,SAU
2032,59.6M,SDN
2032,22.2M,SEN
2032,6.3M,SGP
2032,891k,SLB
2032,10.5M,SLE
2032,6.59M,SLV
2032,33.4k,SMR
2032,23.6M,SOM
2032,6.73M,SRB
2032,13.1M,SSD
2032,275k,STP
2032,669k,SUR
2032,5.53M,
2032,2.1M,SVN
2032,11.1M,SWE
2032,1.34M,SWZ
2032,112k,SYC
2032,31.1M,SYR
2032,23.7M,TCD
2032,11M,TGO
2032,72M,THA
2032,11.8M,TJK
2032,7.17M,TKM
2032,1.53M,TLS
2032,116k,TON
2032,1.55M,TTO
2032,13.2M,TUN
2032,89.8M,TUR
2032,12k,TUV
2032,24M,TWN
2032,86.3M,TZA
2032,61.3M,UGA
2032,37.8M,UKR
2032,3.42M,URY
2032,355M,USA
2032,39.1M,UZB
2032,104k,VCT
2032,32.6M,VEN
2032,104M,VNM
2032,408k,VUT
2032,255k,WSM
2032,41.5M,YEM
2032,65.8M,ZAF
2032,25.9M,ZMB
2032,19.9M,ZWE
2033,53.9M,AFG
2033,48.7M,AGO
2033,2.76M,ALB
2033,81.9k,AND
2033,10.2M,ARE
2033,48.4M,ARG
2033,2.74M,ARM
2033,98.5k,ATG
2033,28.9M,AUS
2033,9.07M,AUT
2033,10.8M,AZE
2033,17M,BDI
2033,11.9M,BEL
2033,17.6M,BEN
2033,29.5M,BFA
2033,189M,BGD
2033,6.12M,BGR
2033,1.61M,BHR
2033,436k,BHS
2033,3.07M,BIH
2033,9.08M,BLR
2033,466k,BLZ
2033,14.1M,BOL
2033,226M,BRA
2033,283k,BRB
2033,481k,BRN
2033,835k,BTN
2033,3.09M,BWA
2033,7.76M,CAF
2033,41.9M,CAN
2033,9.26M,CHE
2033,20.2M,CHL
2033,1.41B,CHN
2033,36.7M,
2033,36.5M,CMR
2033,140M,
2033,7.58M,
2033,54.9M,COL
2033,1M,COM
2033,655k,CPV
2033,5.51M,CRI
2033,10.9M,CUB
2033,1.33M,CYP
2033,10.5M,CZE
2033,82.4M,DEU
2033,1.29M,DJI
2033,75.5k,DMA
2033,6.18M,DNK
2033,12.2M,DOM
2033,51.3M,DZA
2033,20M,ECU
2033,131M,EGY
2033,4.54M,ERI
2033,46.8M,ESP
2033,1.27M,EST
2033,159M,ETH
2033,5.56M,FIN
2033,1.01M,FJI
2033,65.8M,FRA
2033,126k,
2033,2.92M,GAB
2033,69.7M,GBR
2033,3.62M,GEO
2033,40.8M,GHA
2033,17.7M,GIN
2033,3.48M,GMB
2033,2.63M,GNB
2033,2.12M,GNQ
2033,9.94M,GRC
2033,132k,GRD
2033,20.8M,GTM
2033,858k,GUY
2033,7.45M,
2033,12.2M,HND
2033,,
2033,3.78M,HRV
2033,13.1M,HTI
2033,9.54M,HUN
2033,298M,IDN
2033,1.55B,IND
2033,5.35M,IRL
2033,94.1M,IRN
2033,56.1M,IRQ
2033,395k,ISL
2033,10.6M,ISR
2033,56.9M,ITA
2033,2.78M,JAM
2033,12.4M,JOR
2033,116M,JPN
2033,21.8M,KAZ
2033,66.7M,KEN
2033,7.73M,
2033,18.5M,KHM
2033,155k,KIR
2033,48.3k,
2033,50.9M,KOR
2033,4.67M,KWT
2033,8.59M,
2033,4.64M,LBN
2033,6.67M,LBR
2033,7.6M,LBY
2033,184k,
2033,41.5k,LIE
2033,22.3M,LKA
2033,2.57M,LSO
2033,2.5M,LTU
2033,713k,LUX
2033,1.65M,LVA
2033,41.1M,MAR
2033,35.9k,MCO
2033,3.15M,MDA
2033,38M,MDG
2033,521k,MDV
2033,137M,MEX
2033,45.9k,MHL
2033,2.06M,MKD
2033,31.3M,MLI
2033,544k,MLT
2033,57.8M,MMR
2033,618k,MNE
2033,3.85M,MNG
2033,44.1M,MOZ
2033,6.27M,MRT
2033,1.3M,MUS
2033,26.8M,MWI
2033,37.6M,MYS
2033,3.04M,NAM
2033,39.2M,NER
2033,280M,NGA
2033,7.94M,NIC
2033,18M,NLD
2033,5.86M,NOR
2033,33.9M,NPL
2033,13.6k,NRU
2033,5.59M,NZL
2033,5.27M,OMN
2033,289M,PAK
2033,5.02M,PAN
2033,37.7M,PER
2033,134M,PHL
2033,17.8k,PLW
2033,12.2M,PNG
2033,38.3M,POL
2033,26.6M,
2033,9.97M,PRT
2033,7.64M,PRY
2033,6.65M,
2033,2.92M,QAT
2033,18.8M,ROU
2033,140M,RUS
2033,17.4M,RWA
2033,41.9M,SAU
2033,60.9M,SDN
2033,22.7M,SEN
2033,6.33M,SGP
2033,908k,SLB
2033,10.7M,SLE
2033,6.61M,SLV
2033,33.4k,SMR
2033,24.3M,SOM
2033,6.68M,SRB
2033,13.3M,SSD
2033,280k,STP
2033,673k,SUR
2033,5.52M,
2033,2.1M,SVN
2033,11.1M,SWE
2033,1.36M,SWZ
2033,113k,SYC
2033,31.7M,SYR
2033,24.4M,TCD
2033,11.2M,TGO
2033,71.9M,THA
2033,12M,TJK
2033,7.23M,TKM
2033,1.55M,TLS
2033,117k,TON
2033,1.55M,TTO
2033,13.3M,TUN
2033,90.2M,TUR
2033,12.1k,TUV
2033,24M,TWN
2033,88.5M,TZA
2033,62.7M,UGA
2033,37.5M,UKR
2033,3.42M,URY
2033,357M,USA
2033,39.5M,UZB
2033,104k,VCT
2033,32.9M,VEN
2033,104M,VNM
2033,417k,VUT
2033,259k,WSM
2033,42.3M,YEM
2033,66.3M,ZAF
2033,26.5M,ZMB
2033,20.3M,ZWE
2034,55M,AFG
2034,50M,AGO
2034,2.75M,ALB
2034,82k,AND
2034,10.3M,ARE
2034,48.7M,ARG
2034,2.73M,ARM
2034,98.8k,ATG
2034,29.1M,AUS
2034,9.07M,AUT
2034,10.9M,AZE
2034,17.4M,BDI
2034,12M,BEL
2034,18M,BEN
2034,30.1M,BFA
2034,190M,BGD
2034,6.06M,BGR
2034,1.62M,BHR
2034,438k,BHS
2034,3.05M,BIH
2034,9.04M,BLR
2034,472k,BLZ
2034,14.3M,BOL
2034,227M,BRA
2034,282k,BRB
2034,483k,BRN
2034,839k,BTN
2034,3.13M,BWA
2034,7.98M,CAF
2034,42.2M,CAN
2034,9.3M,CHE
2034,20.2M,CHL
2034,1.4B,CHN
2034,37.5M,
2034,37.3M,CMR
2034,144M,
2034,7.74M,
2034,55.2M,COL
2034,1.02M,COM
2034,661k,CPV
2034,5.53M,CRI
2034,10.9M,CUB
2034,1.33M,CYP
2034,10.5M,CZE
2034,82.2M,DEU
2034,1.31M,DJI
2034,75.6k,DMA
2034,6.2M,DNK
2034,12.3M,DOM
2034,51.8M,DZA
2034,20.2M,ECU
2034,132M,EGY
2034,4.63M,ERI
2034,46.7M,ESP
2034,1.27M,EST
2034,162M,ETH
2034,5.56M,FIN
2034,1.01M,FJI
2034,65.9M,FRA
2034,126k,
2034,2.97M,GAB
2034,69.8M,GBR
2034,3.61M,GEO
2034,41.5M,GHA
2034,18M,GIN
2034,3.55M,GMB
2034,2.68M,GNB
2034,2.16M,GNQ
2034,9.89M,GRC
2034,132k,GRD
2034,21.1M,GTM
2034,861k,GUY
2034,7.44M,
2034,12.3M,HND
2034,,
2034,3.75M,HRV
2034,13.2M,HTI
2034,9.5M,HUN
2034,299M,IDN
2034,1.56B,IND
2034,5.38M,IRL
2034,94.5M,IRN
2034,57.2M,IRQ
2034,397k,ISL
2034,10.7M,ISR
2034,56.7M,ITA
2034,2.77M,JAM
2034,12.5M,JOR
2034,116M,JPN
2034,22M,KAZ
2034,67.8M,KEN
2034,7.83M,
2034,18.7M,KHM
2034,157k,KIR
2034,48.3k,
2034,50.7M,KOR
2034,4.71M,KWT
2034,8.67M,
2034,4.64M,LBN
2034,6.8M,LBR
2034,7.67M,LBY
2034,184k,
2034,41.6k,LIE
2034,22.3M,LKA
2034,2.59M,LSO
2034,2.48M,LTU
2034,718k,LUX
2034,1.64M,LVA
2034,41.4M,MAR
2034,36k,MCO
2034,3.14M,MDA
2034,38.7M,MDG
2034,524k,MDV
2034,138M,MEX
2034,46.2k,MHL
2034,2.05M,MKD
2034,32.2M,MLI
2034,543k,MLT
2034,58M,MMR
2034,617k,MNE
2034,3.89M,MNG
2034,45.2M,MOZ
2034,6.42M,MRT
2034,1.3M,MUS
2034,27.4M,MWI
2034,37.8M,MYS
2034,3.08M,NAM
2034,40.6M,NER
2034,286M,NGA
2034,8.02M,NIC
2034,18.1M,NLD
2034,5.89M,NOR
2034,34.2M,NPL
2034,13.6k,NRU
2034,5.62M,NZL
2034,5.33M,OMN
2034,294M,PAK
2034,5.07M,PAN
2034,38M,PER
2034,136M,PHL
2034,17.7k,PLW
2034,12.3M,PNG
2034,38.1M,POL
2034,26.6M,
2034,9.94M,PRT
2034,7.71M,PRY
2034,6.78M,
2034,2.94M,QAT
2034,18.8M,ROU
2034,140M,RUS
2034,17.7M,RWA
2034,42.3M,SAU
2034,62.2M,SDN
2034,23.2M,SEN
2034,6.35M,SGP
2034,926k,SLB
2034,10.9M,SLE
2034,6.63M,SLV
2034,33.4k,SMR
2034,24.9M,SOM
2034,6.63M,SRB
2034,13.6M,SSD
2034,285k,STP
2034,677k,SUR
2034,5.51M,
2034,2.09M,SVN
2034,11.2M,SWE
2034,1.38M,SWZ
2034,113k,SYC
2034,32.3M,SYR
2034,25.1M,TCD
2034,11.5M,TGO
2034,71.8M,THA
2034,12.2M,TJK
2034,7.3M,TKM
2034,1.57M,TLS
2034,118k,TON
2034,1.55M,TTO
2034,13.4M,TUN
2034,90.7M,TUR
2034,12.2k,TUV
2034,24M,TWN
2034,90.8M,TZA
2034,64.2M,UGA
2034,37.2M,UKR
2034,3.42M,URY
2034,359M,USA
2034,39.9M,UZB
2034,104k,VCT
2034,33.2M,VEN
2034,104M,VNM
2034,426k,VUT
2034,262k,WSM
2034,43.1M,YEM
2034,66.8M,ZAF
2034,27.2M,ZMB
2034,20.7M,ZWE
2035,56.2M,AFG
2035,51.3M,AGO
2035,2.74M,ALB
2035,82.1k,AND
2035,10.3M,ARE
2035,48.9M,ARG
2035,2.73M,ARM
2035,99k,ATG
2035,29.3M,AUS
2035,9.07M,AUT
2035,10.9M,AZE
2035,17.8M,BDI
2035,12M,BEL
2035,18.5M,BEN
2035,30.8M,BFA
2035,191M,BGD
2035,6.01M,BGR
2035,1.64M,BHR
2035,440k,BHS
2035,3.03M,BIH
2035,9M,BLR
2035,477k,BLZ
2035,14.5M,BOL
2035,228M,BRA
2035,282k,BRB
2035,485k,BRN
2035,843k,BTN
2035,3.17M,BWA
2035,8.2M,CAF
2035,42.5M,CAN
2035,9.34M,CHE
2035,20.3M,CHL
2035,1.4B,CHN
2035,38.3M,
2035,38.1M,CMR
2035,148M,
2035,7.9M,
2035,55.4M,COL
2035,1.03M,COM
2035,666k,CPV
2035,5.55M,CRI
2035,10.8M,CUB
2035,1.34M,CYP
2035,10.5M,CZE
2035,82.1M,DEU
2035,1.32M,DJI
2035,75.7k,DMA
2035,6.22M,DNK
2035,12.4M,DOM
2035,52.4M,DZA
2035,20.3M,ECU
2035,134M,EGY
2035,4.71M,ERI
2035,46.6M,ESP
2035,1.26M,EST
2035,166M,ETH
2035,5.56M,FIN
2035,1.02M,FJI
2035,66M,FRA
2035,127k,
2035,3.02M,GAB
2035,70M,GBR
2035,3.59M,GEO
2035,42.2M,GHA
2035,18.4M,GIN
2035,3.62M,GMB
2035,2.73M,GNB
2035,2.2M,GNQ
2035,9.85M,GRC
2035,132k,GRD
2035,21.3M,GTM
2035,864k,GUY
2035,7.42M,
2035,12.5M,HND
2035,,
2035,3.73M,HRV
2035,13.4M,HTI
2035,9.46M,HUN
2035,301M,IDN
2035,1.57B,IND
2035,5.4M,IRL
2035,94.9M,IRN
2035,58.3M,IRQ
2035,398k,ISL
2035,10.8M,ISR
2035,56.5M,ITA
2035,2.76M,JAM
2035,12.7M,JOR
2035,115M,JPN
2035,22.2M,KAZ
2035,69M,KEN
2035,7.93M,
2035,18.8M,KHM
2035,159k,KIR
2035,48.3k,
2035,50.5M,KOR
2035,4.74M,KWT
2035,8.76M,
2035,4.64M,LBN
2035,6.93M,LBR
2035,7.74M,LBY
2035,184k,
2035,41.7k,LIE
2035,22.3M,LKA
2035,2.61M,LSO
2035,2.46M,LTU
2035,723k,LUX
2035,1.62M,LVA
2035,41.7M,MAR
2035,36k,MCO
2035,3.13M,MDA
2035,39.5M,MDG
2035,527k,MDV
2035,138M,MEX
2035,46.6k,MHL
2035,2.05M,MKD
2035,33.1M,MLI
2035,543k,MLT
2035,58.2M,MMR
2035,615k,MNE
2035,3.93M,MNG
2035,46.3M,MOZ
2035,6.58M,MRT
2035,1.3M,MUS
2035,28M,MWI
2035,38.1M,MYS
2035,3.13M,NAM
2035,42M,NER
2035,292M,NGA
2035,8.1M,NIC
2035,18.1M,NLD
2035,5.93M,NOR
2035,34.4M,NPL
2035,13.7k,NRU
2035,5.65M,NZL
2035,5.39M,OMN
2035,298M,PAK
2035,5.12M,PAN
2035,38.3M,PER
2035,138M,PHL
2035,17.7k,PLW
2035,12.5M,PNG
2035,38M,POL
2035,26.6M,
2035,9.91M,PRT
2035,7.77M,PRY
2035,6.91M,
2035,2.96M,QAT
2035,18.7M,ROU
2035,139M,RUS
2035,18M,RWA
2035,42.8M,SAU
2035,63.6M,SDN
2035,23.8M,SEN
2035,6.36M,SGP
2035,944k,SLB
2035,11M,SLE
2035,6.64M,SLV
2035,33.3k,SMR
2035,25.6M,SOM
2035,6.58M,SRB
2035,13.9M,SSD
2035,291k,STP
2035,682k,SUR
2035,5.49M,
2035,2.09M,SVN
2035,11.2M,SWE
2035,1.4M,SWZ
2035,113k,SYC
2035,32.8M,SYR
2035,25.7M,TCD
2035,11.7M,TGO
2035,71.7M,THA
2035,12.4M,TJK
2035,7.37M,TKM
2035,1.59M,TLS
2035,119k,TON
2035,1.54M,TTO
2035,13.4M,TUN
2035,91.1M,TUR
2035,12.2k,TUV
2035,23.9M,TWN
2035,93.1M,TZA
2035,65.6M,UGA
2035,37M,UKR
2035,3.42M,URY
2035,360M,USA
2035,40.2M,UZB
2035,104k,VCT
2035,33.4M,VEN
2035,105M,VNM
2035,435k,VUT
2035,266k,WSM
2035,43.9M,YEM
2035,67.3M,ZAF
2035,27.8M,ZMB
2035,21M,ZWE
2036,57.4M,AFG
2036,52.7M,AGO
2036,2.72M,ALB
2036,82.2k,AND
2036,10.4M,ARE
2036,49.1M,ARG
2036,2.72M,ARM
2036,99.2k,ATG
2036,29.5M,AUS
2036,9.07M,AUT
2036,10.9M,AZE
2036,18.2M,BDI
2036,12M,BEL
2036,18.9M,BEN
2036,31.4M,BFA
2036,192M,BGD
2036,5.95M,BGR
2036,1.65M,BHR
2036,442k,BHS
2036,3.01M,BIH
2036,8.95M,BLR
2036,482k,BLZ
2036,14.6M,BOL
2036,228M,BRA
2036,281k,BRB
2036,487k,BRN
2036,847k,BTN
2036,3.21M,BWA
2036,8.42M,CAF
2036,42.8M,CAN
2036,9.37M,CHE
2036,20.4M,CHL
2036,1.4B,CHN
2036,39.2M,
2036,39M,CMR
2036,152M,
2036,8.06M,
2036,55.6M,COL
2036,1.05M,COM
2036,671k,CPV
2036,5.58M,CRI
2036,10.8M,CUB
2036,1.34M,CYP
2036,10.5M,CZE
2036,81.9M,DEU
2036,1.34M,DJI
2036,75.7k,DMA
2036,6.24M,DNK
2036,12.4M,DOM
2036,52.9M,DZA
2036,20.5M,ECU
2036,136M,EGY
2036,4.8M,ERI
2036,46.5M,ESP
2036,1.25M,EST
2036,169M,ETH
2036,5.56M,FIN
2036,1.03M,FJI
2036,66M,FRA
2036,128k,
2036,3.07M,GAB
2036,70.1M,GBR
2036,3.58M,GEO
2036,42.8M,GHA
2036,18.8M,GIN
2036,3.7M,GMB
2036,2.78M,GNB
2036,2.25M,GNQ
2036,9.81M,GRC
2036,133k,GRD
2036,21.6M,GTM
2036,866k,GUY
2036,7.4M,
2036,12.6M,HND
2036,,
2036,3.7M,HRV
2036,13.5M,HTI
2036,9.42M,HUN
2036,302M,IDN
2036,1.58B,IND
2036,5.43M,IRL
2036,95.2M,IRN
2036,59.4M,IRQ
2036,399k,ISL
2036,11M,ISR
2036,56.2M,ITA
2036,2.75M,JAM
2036,12.9M,JOR
2036,114M,JPN
2036,22.4M,KAZ
2036,70.2M,KEN
2036,8.03M,
2036,18.9M,KHM
2036,161k,KIR
2036,48.3k,
2036,50.3M,KOR
2036,4.78M,KWT
2036,8.84M,
2036,4.65M,LBN
2036,7.06M,LBR
2036,7.8M,LBY
2036,184k,
2036,41.8k,LIE
2036,22.3M,LKA
2036,2.64M,LSO
2036,2.44M,LTU
2036,727k,LUX
2036,1.61M,LVA
2036,42M,MAR
2036,36.1k,MCO
2036,3.12M,MDA
2036,40.3M,MDG
2036,530k,MDV
2036,139M,MEX
2036,47k,MHL
2036,2.04M,MKD
2036,34M,MLI
2036,542k,MLT
2036,58.5M,MMR
2036,614k,MNE
2036,3.97M,MNG
2036,47.4M,MOZ
2036,6.73M,MRT
2036,1.3M,MUS
2036,28.6M,MWI
2036,38.4M,MYS
2036,3.17M,NAM
2036,43.4M,NER
2036,297M,NGA
2036,8.18M,NIC
2036,18.1M,NLD
2036,5.96M,NOR
2036,34.7M,NPL
2036,13.8k,NRU
2036,5.67M,NZL
2036,5.45M,OMN
2036,303M,PAK
2036,5.17M,PAN
2036,38.6M,PER
2036,139M,PHL
2036,17.6k,PLW
2036,12.7M,PNG
2036,37.8M,POL
2036,26.6M,
2036,9.88M,PRT
2036,7.84M,PRY
2036,7.04M,
2036,2.99M,QAT
2036,18.6M,ROU
2036,139M,RUS
2036,18.4M,RWA
2036,43.2M,SAU
2036,64.9M,SDN
2036,24.3M,SEN
2036,6.38M,SGP
2036,962k,SLB
2036,11.2M,SLE
2036,6.66M,SLV
2036,33.3k,SMR
2036,26.3M,SOM
2036,6.53M,SRB
2036,14.1M,SSD
2036,296k,STP
2036,686k,SUR
2036,5.48M,
2036,2.08M,SVN
2036,11.3M,SWE
2036,1.42M,SWZ
2036,114k,SYC
2036,33.3M,SYR
2036,26.4M,TCD
2036,12M,TGO
2036,71.6M,THA
2036,12.6M,TJK
2036,7.43M,TKM
2036,1.6M,TLS
2036,120k,TON
2036,1.54M,TTO
2036,13.5M,TUN
2036,91.5M,TUR
2036,12.3k,TUV
2036,23.9M,TWN
2036,95.4M,TZA
2036,67.1M,UGA
2036,36.7M,UKR
2036,3.42M,URY
2036,361M,USA
2036,40.6M,UZB
2036,104k,VCT
2036,33.6M,VEN
2036,105M,VNM
2036,444k,VUT
2036,269k,WSM
2036,44.6M,YEM
2036,67.8M,ZAF
2036,28.4M,ZMB
2036,21.4M,ZWE
2037,58.6M,AFG
2037,54M,AGO
2037,2.71M,ALB
2037,82.2k,AND
2037,10.5M,ARE
2037,49.4M,ARG
2037,2.71M,ARM
2037,99.4k,ATG
2037,29.8M,AUS
2037,9.06M,AUT
2037,10.9M,AZE
2037,18.6M,BDI
2037,12M,BEL
2037,19.3M,BEN
2037,32.1M,BFA
2037,193M,BGD
2037,5.89M,BGR
2037,1.66M,BHR
2037,443k,BHS
2037,3M,BIH
2037,8.91M,BLR
2037,486k,BLZ
2037,14.8M,BOL
2037,229M,BRA
2037,281k,BRB
2037,489k,BRN
2037,851k,BTN
2037,3.24M,BWA
2037,8.65M,CAF
2037,43.1M,CAN
2037,9.4M,CHE
2037,20.4M,CHL
2037,1.39B,CHN
2037,40M,
2037,39.8M,CMR
2037,157M,
2037,8.23M,
2037,55.8M,COL
2037,1.06M,COM
2037,676k,CPV
2037,5.59M,CRI
2037,10.8M,CUB
2037,1.35M,CYP
2037,10.5M,CZE
2037,81.7M,DEU
2037,1.35M,DJI
2037,75.7k,DMA
2037,6.26M,DNK
2037,12.5M,DOM
2037,53.4M,DZA
2037,20.7M,ECU
2037,138M,EGY
2037,4.89M,ERI
2037,46.4M,ESP
2037,1.25M,EST
2037,172M,ETH
2037,5.55M,FIN
2037,1.03M,FJI
2037,66.1M,FRA
2037,129k,
2037,3.12M,GAB
2037,70.3M,GBR
2037,3.57M,GEO
2037,43.5M,GHA
2037,19.1M,GIN
2037,3.77M,GMB
2037,2.83M,GNB
2037,2.29M,GNQ
2037,9.77M,GRC
2037,133k,GRD
2037,21.8M,GTM
2037,868k,GUY
2037,7.38M,
2037,12.7M,HND
2037,,
2037,3.68M,HRV
2037,13.6M,HTI
2037,9.38M,HUN
2037,304M,IDN
2037,1.59B,IND
2037,5.46M,IRL
2037,95.5M,IRN
2037,60.5M,IRQ
2037,401k,ISL
2037,11.1M,ISR
2037,56M,ITA
2037,2.74M,JAM
2037,13M,JOR
2037,113M,JPN
2037,22.6M,KAZ
2037,71.3M,KEN
2037,8.13M,
2037,19M,KHM
2037,163k,KIR
2037,48.2k,
2037,50.1M,KOR
2037,4.82M,KWT
2037,8.92M,
2037,4.67M,LBN
2037,7.2M,LBR
2037,7.87M,LBY
2037,184k,
2037,41.9k,LIE
2037,22.3M,LKA
2037,2.66M,LSO
2037,2.42M,LTU
2037,732k,LUX
2037,1.59M,LVA
2037,42.2M,MAR
2037,36.2k,MCO
2037,3.11M,MDA
2037,41.1M,MDG
2037,533k,MDV
2037,139M,MEX
2037,47.4k,MHL
2037,2.03M,MKD
2037,34.9M,MLI
2037,541k,MLT
2037,58.6M,MMR
2037,612k,MNE
2037,4M,MNG
2037,48.5M,MOZ
2037,6.88M,MRT
2037,1.29M,MUS
2037,29.2M,MWI
2037,38.6M,MYS
2037,3.22M,NAM
2037,44.9M,NER
2037,303M,NGA
2037,8.26M,NIC
2037,18.1M,NLD
2037,5.99M,NOR
2037,34.9M,NPL
2037,13.9k,NRU
2037,5.7M,NZL
2037,5.51M,OMN
2037,308M,PAK
2037,5.22M,PAN
2037,38.9M,PER
2037,141M,PHL
2037,17.6k,PLW
2037,12.9M,PNG
2037,37.6M,POL
2037,26.6M,
2037,9.84M,PRT
2037,7.9M,PRY
2037,7.17M,
2037,3.01M,QAT
2037,18.5M,ROU
2037,138M,RUS
2037,18.7M,RWA
2037,43.6M,SAU
2037,66.3M,SDN
2037,24.9M,SEN
2037,6.39M,SGP
2037,980k,SLB
2037,11.4M,SLE
2037,6.67M,SLV
2037,33.2k,SMR
2037,27M,SOM
2037,6.48M,SRB
2037,14.4M,SSD
2037,301k,STP
2037,689k,SUR
2037,5.46M,
2037,2.08M,SVN
2037,11.3M,SWE
2037,1.43M,SWZ
2037,114k,SYC
2037,33.8M,SYR
2037,27.1M,TCD
2037,12.2M,TGO
2037,71.5M,THA
2037,12.8M,TJK
2037,7.5M,TKM
2037,1.62M,TLS
2037,121k,TON
2037,1.54M,TTO
2037,13.6M,TUN
2037,91.9M,TUR
2037,12.4k,TUV
2037,23.8M,TWN
2037,97.8M,TZA
2037,68.6M,UGA
2037,36.4M,UKR
2037,3.42M,URY
2037,363M,USA
2037,41M,UZB
2037,104k,VCT
2037,33.9M,VEN
2037,105M,VNM
2037,453k,VUT
2037,273k,WSM
2037,45.4M,YEM
2037,68.3M,ZAF
2037,29M,ZMB
2037,21.8M,ZWE
2038,59.8M,AFG
2038,55.4M,AGO
2038,2.69M,ALB
2038,82.2k,AND
2038,10.5M,ARE
2038,49.6M,ARG
2038,2.7M,ARM
2038,99.6k,ATG
2038,30M,AUS
2038,9.06M,AUT
2038,11M,AZE
2038,19.1M,BDI
2038,12M,BEL
2038,19.7M,BEN
2038,32.7M,BFA
2038,195M,BGD
2038,5.84M,BGR
2038,1.67M,BHR
2038,444k,BHS
2038,2.98M,BIH
2038,8.87M,BLR
2038,491k,BLZ
2038,14.9M,BOL
2038,229M,BRA
2038,280k,BRB
2038,490k,BRN
2038,854k,BTN
2038,3.28M,BWA
2038,8.87M,CAF
2038,43.3M,CAN
2038,9.43M,CHE
2038,20.5M,CHL
2038,1.39B,CHN
2038,40.9M,
2038,40.7M,CMR
2038,161M,
2038,8.39M,
2038,56M,COL
2038,1.08M,COM
2038,681k,CPV
2038,5.61M,CRI
2038,10.7M,CUB
2038,1.35M,CYP
2038,10.5M,CZE
2038,81.6M,DEU
2038,1.36M,DJI
2038,75.7k,DMA
2038,6.27M,DNK
2038,12.6M,DOM
2038,53.9M,DZA
2038,20.8M,ECU
2038,140M,EGY
2038,4.97M,ERI
2038,46.3M,ESP
2038,1.24M,EST
2038,176M,ETH
2038,5.55M,FIN
2038,1.04M,FJI
2038,66.1M,FRA
2038,130k,
2038,3.17M,GAB
2038,70.4M,GBR
2038,3.55M,GEO
2038,44.2M,GHA
2038,19.5M,GIN
2038,3.84M,GMB
2038,2.88M,GNB
2038,2.33M,GNQ
2038,9.73M,GRC
2038,134k,GRD
2038,22.1M,GTM
2038,870k,GUY
2038,7.36M,
2038,12.9M,HND
2038,,
2038,3.65M,HRV
2038,13.7M,HTI
2038,9.33M,HUN
2038,305M,IDN
2038,1.6B,IND
2038,5.48M,IRL
2038,95.9M,IRN
2038,61.6M,IRQ
2038,402k,ISL
2038,11.3M,ISR
2038,55.8M,ITA
2038,2.73M,JAM
2038,13.2M,JOR
2038,113M,JPN
2038,22.8M,KAZ
2038,72.5M,KEN
2038,8.24M,
2038,19.2M,KHM
2038,165k,KIR
2038,48.2k,
2038,49.9M,KOR
2038,4.86M,KWT
2038,9M,
2038,4.7M,LBN
2038,7.33M,LBR
