year,gdp,ISO3
1882,1370,UKR
1882,4700,URY
1882,9100,USA
1882,945,UZB
1882,1770,VCT
1882,2940,VEN
1882,1240,VNM
1882,1010,VUT
1882,2410,WSM
1882,1540,YEM
1882,2850,ZAF
1882,788,ZMB
1882,1290,ZWE
1883,683,AFG
1883,651,AGO
1883,722,ALB
1883,3630,AND
1883,2170,ARE
1883,4680,ARG
1883,1320,ARM
1883,1610,ATG
1883,9900,AUS
1883,4890,AUT
1883,1250,AZE
1883,695,BDI
1883,6960,BEL
1883,1380,BEN
1883,888,BFA
1883,971,BGD
1883,2220,BGR
1883,1850,BHR
1883,3070,BHS
1883,1690,BIH
1883,1620,BLR
1883,1230,BLZ
1883,1850,BOL
1883,1480,BRA
1883,2430,BRB
1883,2610,BRN
1883,992,BTN
1883,556,BWA
1883,807,CAF
1883,4620,CAN
1883,5820,CHE
1883,3720,CHL
1883,1280,CHN
1883,797,
1883,888,CMR
1883,549,
1883,881,
1883,1590,COL
1883,780,COM
1883,683,CPV
1883,2250,CRI
1883,1860,CUB
1883,2060,CYP
1883,3250,CZE
1883,4740,DEU
1883,1470,DJI
1883,923,DMA
1883,5090,DNK
1883,896,DOM
1883,1830,DZA
1883,1110,ECU
1883,1840,EGY
1883,870,ERI
1883,3580,ESP
1883,2730,EST
1883,890,ETH
1883,2720,FIN
1883,1350,FJI
1883,5060,FRA
1883,756,
1883,616,GAB
1883,8690,GBR
1883,1280,GEO
1883,1020,GHA
1883,555,GIN
1883,1010,GMB
1883,629,GNB
1883,511,GNQ
1883,2900,GRC
1883,1740,GRD
1883,2080,GTM
1883,2580,GUY
1883,2110,
1883,1780,HND
1883,2360,HRV
1883,1410,HTI
1883,2930,HUN
1883,1430,IDN
1883,1220,IND
1883,4470,IRL
1883,1450,IRN
1883,1450,IRQ
1883,2630,ISL
1883,1420,ISR
1883,4080,ITA
1883,1210,JAM
1883,1730,JOR
1883,2370,JPN
1883,2190,KAZ
1883,1070,KEN
1883,1330,
1883,955,KHM
1883,823,KIR
1883,2480,
1883,1250,KOR
1883,2390,KWT
1883,1200,
1883,2390,LBN
1883,1710,LBR
1883,1590,LBY
1883,967,
1883,2080,LKA
1883,640,LSO
1883,2570,LTU
1883,4620,LUX
1883,1810,LVA
1883,1340,MAR
1883,5770,MCO
1883,1410,MDA
1883,853,MDG
1883,1170,MDV
1883,1890,MEX
1883,787,MHL
1883,1510,MKD
1883,919,MLI
1883,1920,MLT
1883,1280,MMR
1883,1560,MNE
1883,597,MNG
1883,555,MOZ
1883,652,MRT
1883,2130,MUS
1883,536,MWI
1883,1310,MYS
1883,1870,NAM
1883,866,NER
1883,1240,NGA
1883,2060,NIC
1883,7010,NLD
1883,3580,NOR
1883,976,NPL
1883,1040,NRU
1883,7730,NZL
1883,498,OMN
1883,1310,PAK
1883,2260,PAN
1883,1050,PER
1883,1420,PHL
1883,1450,PLW
1883,941,PNG
1883,2810,POL
1883,1170,
1883,2230,PRT
1883,2390,PRY
1883,1960,
1883,2390,QAT
1883,818,ROU
1883,2380,RUS
1883,892,RWA
1883,1200,SAU
1883,791,SDN
1883,1000,SEN
1883,2390,SGP
1883,630,SLB
1883,1370,SLE
1883,1660,SLV
1883,2720,SMR
1883,1040,SOM
1883,2530,SRB
1883,814,SSD
1883,1250,STP
1883,3480,SUR
1883,2850,
1883,3710,SVN
1883,3510,SWE
1883,731,SWZ
1883,1150,SYC
1883,2190,SYR
1883,644,TCD
1883,1110,TGO
1883,1590,THA
1883,1210,TJK
1883,1710,TKM
1883,852,TLS
1883,1140,TON
1883,2850,TTO
1883,1550,TUN
1883,1740,TUR
1883,1240,TUV
1883,1410,TWN
1883,703,TZA
1883,898,UGA
1883,1370,UKR
1883,5510,URY
1883,9100,USA
1883,952,UZB
1883,1780,VCT
1883,3070,VEN
1883,1250,VNM
1883,1010,VUT
1883,2410,WSM
1883,1550,YEM
1883,2190,ZAF
1883,790,ZMB
1883,1290,ZWE
1884,692,AFG
1884,654,AGO
1884,724,ALB
1884,3670,AND
1884,2200,ARE
1884,4840,ARG
1884,1330,ARM
1884,1620,ATG
1884,9520,AUS
1884,4970,AUT
1884,1260,AZE
1884,696,BDI
1884,6940,BEL
1884,1380,BEN
1884,890,BFA
1884,974,BGD
1884,2250,BGR
1884,1870,BHR
1884,3090,BHS
1884,1710,BIH
1884,1630,BLR
1884,1240,BLZ
1884,1850,BOL
1884,1580,BRA
1884,2450,BRB
1884,2610,BRN
1884,994,BTN
1884,558,BWA
1884,810,CAF
1884,4940,CAN
1884,6300,CHE
1884,3750,CHL
1884,1270,CHN
1884,800,
1884,890,CMR
1884,551,
1884,883,
1884,1600,COL
1884,781,COM
1884,695,CPV
1884,2270,CRI
1884,1920,CUB
1884,2080,CYP
1884,3290,CZE
1884,4820,DEU
1884,1480,DJI
1884,929,DMA
1884,5050,DNK
1884,900,DOM
1884,1850,DZA
1884,1120,ECU
1884,1850,EGY
1884,872,ERI
1884,3590,ESP
1884,2740,EST
1884,890,ETH
1884,2700,FIN
1884,1360,FJI
1884,4980,FRA
1884,758,
1884,616,GAB
1884,8630,GBR
1884,1280,GEO
1884,1020,GHA
1884,557,GIN
1884,1020,GMB
1884,630,GNB
1884,517,GNQ
1884,3260,GRC
1884,1750,GRD
1884,2100,GTM
1884,2600,GUY
1884,2140,
1884,1800,HND
1884,2400,HRV
1884,1420,HTI
1884,2980,HUN
1884,1540,IDN
1884,1220,IND
1884,4520,IRL
1884,1460,IRN
1884,1460,IRQ
1884,2670,ISL
1884,1430,ISR
1884,4020,ITA
1884,1210,JAM
1884,1740,JOR
1884,2380,JPN
1884,2210,KAZ
1884,1070,KEN
1884,1340,
1884,957,KHM
1884,823,KIR
1884,2490,
1884,1260,KOR
1884,2420,KWT
1884,1200,
1884,2410,LBN
1884,1720,LBR
1884,1600,LBY
1884,969,
1884,2000,LKA
1884,643,LSO
1884,2590,LTU
1884,4670,LUX
1884,1830,LVA
1884,1340,MAR
1884,5840,MCO
1884,1420,MDA
1884,856,MDG
1884,1170,MDV
1884,1930,MEX
1884,787,MHL
1884,1530,MKD
1884,920,MLI
1884,1940,MLT
1884,1290,MMR
1884,1580,MNE
1884,597,MNG
1884,556,MOZ
1884,652,MRT
1884,2150,MUS
1884,536,MWI
1884,1300,MYS
1884,1900,NAM
1884,870,NER
1884,1240,NGA
1884,2070,NIC
1884,7060,NLD
1884,3490,NOR
1884,983,NPL
1884,1050,NRU
1884,8190,NZL
1884,502,OMN
1884,1310,PAK
1884,2290,PAN
1884,1270,PER
1884,1430,PHL
1884,1450,PLW
1884,945,PNG
1884,2850,POL
1884,1180,
1884,2290,PRT
1884,2420,PRY
1884,1980,
1884,2420,QAT
1884,691,ROU
1884,2390,RUS
1884,895,RWA
1884,1210,SAU
1884,792,SDN
1884,1010,SEN
1884,2420,SGP
1884,633,SLB
1884,1370,SLE
1884,1670,SLV
1884,2740,SMR
1884,1040,SOM
1884,2570,SRB
1884,816,SSD
1884,1260,STP
1884,3510,SUR
1884,2890,
1884,3770,SVN
1884,3440,SWE
1884,733,SWZ
1884,1150,SYC
1884,2210,SYR
1884,648,TCD
1884,1110,TGO
1884,1610,THA
1884,1220,TJK
1884,1720,TKM
1884,854,TLS
1884,1150,TON
1884,2870,TTO
1884,1560,TUN
1884,1750,TUR
1884,1240,TUV
1884,1410,TWN
1884,705,TZA
1884,904,UGA
1884,1380,UKR
1884,5370,URY
1884,9050,USA
1884,959,UZB
1884,1790,VCT
1884,3260,VEN
1884,1260,VNM
1884,1010,VUT
1884,2420,WSM
1884,1550,YEM
1884,1980,ZAF
1884,792,ZMB
1884,1290,ZWE
1885,700,AFG
1885,656,AGO
1885,726,ALB
1885,3710,AND
1885,2230,ARE
1885,5420,ARG
1885,1340,ARM
1885,1630,ATG
1885,9780,AUS
1885,4900,AUT
1885,1260,AZE
1885,696,BDI
1885,6940,BEL
1885,1390,BEN
1885,892,BFA
1885,1000,BGD
1885,2280,BGR
1885,1890,BHR
1885,3120,BHS
1885,1740,BIH
1885,1640,BLR
1885,1250,BLZ
1885,1860,BOL
1885,1460,BRA
1885,2460,BRB
1885,2620,BRN
1885,995,BTN
1885,559,BWA
1885,814,CAF
1885,4590,CAN
1885,6620,CHE
1885,3530,CHL
1885,1270,CHN
1885,803,
1885,892,CMR
1885,553,
1885,886,
1885,1610,COL
1885,782,COM
1885,705,CPV
1885,2300,CRI
1885,1970,CUB
1885,2110,CYP
1885,3340,CZE
1885,4900,DEU
1885,1480,DJI
1885,935,DMA
1885,5030,DNK
1885,906,DOM
1885,1870,DZA
1885,1140,ECU
1885,1870,EGY
1885,874,ERI
1885,3460,ESP
1885,2750,EST
1885,890,ETH
1885,2720,FIN
1885,1360,FJI
1885,4880,FRA
1885,758,
1885,616,GAB
1885,8510,GBR
1885,1290,GEO
1885,1030,GHA
1885,559,GIN
1885,1020,GMB
1885,630,GNB
1885,524,GNQ
1885,3520,GRC
1885,1760,GRD
1885,2110,GTM
1885,2620,GUY
1885,2170,
1885,1820,HND
1885,2440,HRV
1885,1430,HTI
1885,3020,HUN
1885,1540,IDN
1885,1250,IND
1885,4570,IRL
1885,1470,IRN
1885,1470,IRQ
1885,2720,ISL
1885,1440,ISR
1885,4080,ITA
1885,1210,JAM
1885,1750,JOR
1885,2400,JPN
1885,2220,KAZ
1885,1070,KEN
1885,1360,
1885,957,KHM
1885,824,KIR
1885,2510,
1885,1270,KOR
1885,2460,KWT
1885,1210,
1885,2440,LBN
1885,1730,LBR
1885,1610,LBY
1885,973,
1885,1860,LKA
1885,646,LSO
1885,2610,LTU
1885,4730,LUX
1885,1840,LVA
1885,1350,MAR
1885,5910,MCO
1885,1440,MDA
1885,861,MDG
1885,1160,MDV
1885,1970,MEX
1885,788,MHL
1885,1560,MKD
1885,922,MLI
1885,1960,MLT
1885,1310,MMR
1885,1600,MNE
1885,597,MNG
1885,556,MOZ
1885,652,MRT
1885,2160,MUS
1885,536,MWI
1885,1290,MYS
1885,1920,NAM
1885,874,NER
1885,1250,NGA
1885,2090,NIC
1885,7130,NLD
1885,3470,NOR
1885,990,NPL
1885,1050,NRU
1885,7940,NZL
1885,506,OMN
1885,1350,PAK
1885,2310,PAN
1885,1190,PER
1885,1430,PHL
1885,1460,PLW
1885,948,PNG
1885,2890,POL
1885,1190,
1885,2330,PRT
1885,2450,PRY
1885,2010,
1885,2460,QAT
1885,823,ROU
1885,2400,RUS
1885,900,RWA
1885,1210,SAU
1885,793,SDN
1885,1010,SEN
1885,2460,SGP
1885,636,SLB
1885,1380,SLE
1885,1690,SLV
1885,2760,SMR
1885,1040,SOM
1885,2610,SRB
1885,817,SSD
1885,1260,STP
1885,3530,SUR
1885,2920,
1885,3840,SVN
1885,3500,SWE
1885,734,SWZ
1885,1150,SYC
1885,2230,SYR
1885,651,TCD
1885,1120,TGO
1885,1630,THA
1885,1220,TJK
1885,1730,TKM
1885,855,TLS
1885,1150,TON
1885,2890,TTO
1885,1570,TUN
1885,1750,TUR
1885,1250,TUV
1885,1420,TWN
1885,707,TZA
1885,908,UGA
1885,1380,UKR
1885,6040,URY
1885,8920,USA
1885,966,UZB
1885,1810,VCT
1885,3020,VEN
1885,1270,VNM
1885,1020,VUT
1885,2430,WSM
1885,1560,YEM
1885,1680,ZAF
1885,794,ZMB
1885,1290,ZWE
1886,709,AFG
1886,659,AGO
1886,728,ALB
1886,3760,AND
1886,2270,ARE
1886,5230,ARG
1886,1330,ARM
1886,1640,ATG
1886,9580,AUS
1886,5020,AUT
1886,1210,AZE
1886,698,BDI
1886,6980,BEL
1886,1400,BEN
1886,894,BFA
1886,969,BGD
1886,2310,BGR
1886,1910,BHR
1886,3140,BHS
1886,1760,BIH
1886,1570,BLR
1886,1260,BLZ
1886,1870,BOL
1886,1510,BRA
1886,2480,BRB
1886,2630,BRN
1886,998,BTN
1886,561,BWA
1886,818,CAF
1886,4590,CAN
1886,6990,CHE
1886,3640,CHL
1886,1270,CHN
1886,806,
1886,894,CMR
1886,555,
1886,888,
1886,1620,COL
1886,783,COM
1886,717,CPV
1886,2330,CRI
1886,2030,CUB
1886,2130,CYP
1886,3380,CZE
1886,4890,DEU
1886,1490,DJI
1886,942,DMA
1886,5170,DNK
1886,911,DOM
1886,1900,DZA
1886,1160,ECU
1886,1880,EGY
1886,876,ERI
1886,3380,ESP
1886,2760,EST
1886,890,ETH
1886,2820,FIN
1886,1370,FJI
1886,4950,FRA
1886,758,
1886,616,GAB
1886,8560,GBR
1886,1240,GEO
1886,1030,GHA
1886,562,GIN
1886,1020,GMB
1886,630,GNB
1886,532,GNQ
1886,3370,GRC
1886,1770,GRD
1886,2130,GTM
1886,2640,GUY
1886,2200,
1886,1850,HND
1886,2490,HRV
1886,1440,HTI
1886,3070,HUN
1886,1510,IDN
1886,1210,IND
1886,4610,IRL
1886,1480,IRN
1886,1480,IRQ
1886,2730,ISL
1886,1440,ISR
1886,4170,ITA
1886,1210,JAM
1886,1770,JOR
1886,2540,JPN
1886,2140,KAZ
1886,1080,KEN
1886,1370,
1886,960,KHM
1886,824,KIR
1886,2530,
1886,1280,KOR
1886,2490,KWT
1886,1210,
1886,2460,LBN
1886,1740,LBR
1886,1620,LBY
1886,976,
1886,1790,LKA
1886,649,LSO
1886,2510,LTU
1886,4790,LUX
1886,1770,LVA
1886,1360,MAR
1886,5980,MCO
1886,1380,MDA
1886,865,MDG
1886,1160,MDV
1886,2010,MEX
1886,788,MHL
1886,1580,MKD
1886,923,MLI
1886,1970,MLT
1886,1320,MMR
1886,1610,MNE
1886,597,MNG
1886,557,MOZ
1886,654,MRT
1886,2170,MUS
1886,536,MWI
1886,1280,MYS
1886,1950,NAM
1886,879,NER
1886,1250,NGA
1886,2100,NIC
1886,7160,NLD
1886,3510,NOR
1886,997,NPL
1886,1060,NRU
1886,7970,NZL
1886,510,OMN
1886,1300,PAK
1886,2340,PAN
1886,1240,PER
1886,1430,PHL
1886,1460,PLW
1886,951,PNG
1886,2900,POL
1886,1200,
1886,2430,PRT
1886,2480,PRY
1886,2030,
1886,2490,QAT
1886,904,ROU
1886,2300,RUS
1886,905,RWA
1886,1210,SAU
1886,796,SDN
1886,1020,SEN
1886,2500,SGP
1886,637,SLB
1886,1390,SLE
1886,1700,SLV
1886,2780,SMR
1886,1050,SOM
1886,2640,SRB
1886,820,SSD
1886,1260,STP
1886,3550,SUR
1886,2960,
1886,3900,SVN
1886,3530,SWE
1886,736,SWZ
1886,1150,SYC
1886,2250,SYR
1886,655,TCD
1886,1120,TGO
1886,1650,THA
1886,1180,TJK
1886,1660,TKM
1886,856,TLS
1886,1150,TON
1886,2910,TTO
1886,1580,TUN
1886,1760,TUR
1886,1250,TUV
1886,1420,TWN
1886,709,TZA
1886,912,UGA
1886,1460,UKR
1886,6250,URY
1886,8980,USA
1886,931,UZB
1886,1820,VCT
1886,3200,VEN
1886,1280,VNM
1886,1020,VUT
1886,2440,WSM
1886,1560,YEM
1886,1980,ZAF
1886,795,ZMB
1886,1290,ZWE
1887,718,AFG
1887,662,AGO
1887,730,ALB
1887,3800,AND
1887,2300,ARE
1887,5330,ARG
1887,1520,ARM
1887,1650,ATG
1887,10.2k,AUS
1887,5320,AUT
1887,1420,AZE
1887,698,BDI
1887,7190,BEL
1887,1400,BEN
1887,897,BFA
1887,1010,BGD
1887,2340,BGR
1887,1930,BHR
1887,3160,BHS
1887,1790,BIH
1887,1840,BLR
1887,1260,BLZ
1887,1870,BOL
1887,1410,BRA
1887,2500,BRB
1887,2640,BRN
1887,999,BTN
1887,563,BWA
1887,822,CAF
1887,4690,CAN
1887,7180,CHE
1887,3860,CHL
1887,1270,CHN
1887,810,
1887,897,CMR
1887,557,
1887,891,
1887,1610,COL
1887,783,COM
1887,728,CPV
1887,2350,CRI
1887,2090,CUB
1887,2160,CYP
1887,3420,CZE
1887,5030,DEU
1887,1490,DJI
1887,948,DMA
1887,5300,DNK
1887,916,DOM
1887,1920,DZA
1887,1180,ECU
1887,1890,EGY
1887,879,ERI
1887,3300,ESP
1887,2770,EST
1887,890,ETH
1887,2820,FIN
1887,1370,FJI
1887,4980,FRA
1887,759,
1887,616,GAB
1887,8820,GBR
1887,1440,GEO
1887,1040,GHA
1887,564,GIN
1887,1020,GMB
1887,631,GNB
1887,538,GNQ
1887,3480,GRC
1887,1770,GRD
1887,2150,GTM
1887,2650,GUY
1887,2230,
1887,1870,HND
1887,2530,HRV
1887,1450,HTI
1887,3120,HUN
1887,1510,IDN
1887,1270,IND
1887,4660,IRL
1887,1490,IRN
1887,1490,IRQ
1887,2690,ISL
1887,1450,ISR
1887,4280,ITA
1887,1220,JAM
1887,1780,JOR
1887,2560,JPN
1887,2500,KAZ
1887,1080,KEN
1887,1390,
1887,962,KHM
1887,826,KIR
1887,2550,
1887,1290,KOR
1887,2530,KWT
1887,1210,
1887,2480,LBN
1887,1750,LBR
1887,1630,LBY
1887,979,
1887,2090,LKA
1887,652,LSO
1887,2930,LTU
1887,4840,LUX
1887,2070,LVA
1887,1360,MAR
1887,6050,MCO
1887,1620,MDA
1887,870,MDG
1887,1160,MDV
1887,2050,MEX
1887,788,MHL
1887,1610,MKD
1887,924,MLI
1887,1990,MLT
1887,1330,MMR
1887,1630,MNE
1887,597,MNG
1887,558,MOZ
1887,658,MRT
1887,2180,MUS
1887,536,MWI
1887,1270,MYS
1887,1980,NAM
1887,883,NER
1887,1250,NGA
1887,2120,NIC
1887,7250,NLD
1887,3570,NOR
1887,1000,NPL
1887,1060,NRU
1887,7970,NZL
1887,514,OMN
1887,1360,PAK
1887,2370,PAN
1887,1150,PER
1887,1440,PHL
1887,1470,PLW
1887,955,PNG
1887,2900,POL
1887,1220,
1887,2460,PRT
1887,2510,PRY
1887,2060,
1887,2530,QAT
1887,834,ROU
1887,2680,RUS
1887,908,RWA
1887,1220,SAU
1887,797,SDN
1887,1030,SEN
1887,2530,SGP
1887,640,SLB
1887,1390,SLE
1887,1720,SLV
1887,2800,SMR
1887,1050,SOM
1887,2680,SRB
1887,821,SSD
1887,1260,STP
1887,3580,SUR
1887,3000,
1887,3970,SVN
1887,3430,SWE
1887,737,SWZ
1887,1150,SYC
1887,2270,SYR
1887,657,TCD
1887,1120,TGO
1887,1670,THA
1887,1380,TJK
1887,1930,TKM
1887,859,TLS
1887,1160,TON
1887,2930,TTO
1887,1600,TUN
1887,1770,TUR
1887,1250,TUV
1887,1430,TWN
1887,711,TZA
1887,917,UGA
1887,1410,UKR
1887,5100,URY
1887,9180,USA
1887,1090,UZB
1887,1830,VCT
1887,3310,VEN
1887,1290,VNM
1887,1020,VUT
1887,2450,WSM
1887,1570,YEM
1887,2260,ZAF
1887,797,ZMB
1887,1300,ZWE
1888,727,AFG
1888,665,AGO
1888,732,ALB
1888,3850,AND
1888,2330,ARE
1888,5860,ARG
1888,1470,ARM
1888,1670,ATG
1888,9960,AUS
1888,5260,AUT
1888,1360,AZE
1888,698,BDI
1888,7180,BEL
1888,1410,BEN
1888,899,BFA
1888,1020,BGD
1888,2370,BGR
1888,1950,BHR
1888,3180,BHS
1888,1810,BIH
1888,1770,BLR
1888,1270,BLZ
1888,1880,BOL
1888,1360,BRA
1888,2510,BRB
1888,2650,BRN
1888,1000,BTN
1888,564,BWA
1888,827,CAF
1888,4980,CAN
1888,7100,CHE
1888,3630,CHL
1888,1290,CHN
1888,810,
1888,899,CMR
1888,560,
1888,893,
1888,1600,COL
1888,784,COM
1888,739,CPV
1888,2380,CRI
1888,2150,CUB
1888,2180,CYP
1888,3470,CZE
1888,5180,DEU
1888,1490,DJI
1888,954,DMA
1888,5280,DNK
1888,920,DOM
1888,1940,DZA
1888,1200,ECU
1888,1910,EGY
1888,881,ERI
1888,3430,ESP
1888,2780,EST
1888,891,ETH
1888,2880,FIN
1888,1380,FJI
1888,5020,FRA
1888,759,
1888,616,GAB
1888,9140,GBR
1888,1390,GEO
1888,1040,GHA
1888,566,GIN
1888,1020,GMB
1888,632,GNB
1888,546,GNQ
1888,3560,GRC
1888,1780,GRD
1888,2170,GTM
1888,2670,GUY
1888,2270,
1888,1900,HND
1888,2570,HRV
1888,1460,HTI
1888,3160,HUN
1888,1500,IDN
1888,1270,IND
1888,4710,IRL
1888,1500,IRN
1888,1500,IRQ
1888,2780,ISL
1888,1460,ISR
1888,4250,ITA
1888,1220,JAM
1888,1800,JOR
1888,2390,JPN
1888,2400,KAZ
1888,1080,KEN
1888,1400,
1888,962,KHM
1888,826,KIR
1888,2560,
1888,1300,KOR
1888,2570,KWT
1888,1210,
1888,2510,LBN
1888,1760,LBR
1888,1640,LBY
1888,982,
1888,2040,LKA
1888,655,LSO
1888,2820,LTU
1888,4900,LUX
1888,1990,LVA
1888,1370,MAR
1888,6120,MCO
1888,1560,MDA
1888,874,MDG
1888,1160,MDV
1888,2090,MEX
1888,790,MHL
1888,1640,MKD
1888,926,MLI
1888,2010,MLT
1888,1350,MMR
1888,1650,MNE
1888,597,MNG
1888,558,MOZ
1888,662,MRT
1888,2200,MUS
1888,538,MWI
1888,1260,MYS
1888,2010,NAM
1888,887,NER
1888,1250,NGA
1888,2130,NIC
1888,7260,NLD
1888,3740,NOR
1888,1010,NPL
1888,1070,NRU
1888,7860,NZL
1888,518,OMN
1888,1370,PAK
1888,2390,PAN
1888,1270,PER
1888,1440,PHL
1888,1470,PLW
1888,958,PNG
1888,2940,POL
1888,1230,
1888,2470,PRT
1888,2540,PRY
1888,2080,
1888,2570,QAT
1888,857,ROU
1888,2570,RUS
1888,913,RWA
1888,1220,SAU
1888,799,SDN
1888,1030,SEN
1888,2570,SGP
1888,643,SLB
1888,1400,SLE
1888,1730,SLV
1888,2820,SMR
1888,1050,SOM
1888,2720,SRB
1888,823,SSD
1888,1270,STP
1888,3600,SUR
1888,3040,
1888,4040,SVN
1888,3480,SWE
1888,739,SWZ
1888,1150,SYC
1888,2290,SYR
1888,660,TCD
1888,1120,TGO
1888,1690,THA
1888,1320,TJK
1888,1860,TKM
1888,860,TLS
1888,1160,TON
1888,2960,TTO
1888,1610,TUN
1888,1780,TUR
1888,1260,TUV
1888,1430,TWN
1888,712,TZA
1888,921,UGA
1888,1640,UKR
1888,6380,URY
1888,8950,USA
1888,1050,UZB
1888,1840,VCT
1888,3310,VEN
1888,1300,VNM
1888,1030,VUT
1888,2450,WSM
1888,1570,YEM
1888,2550,ZAF
1888,799,ZMB
1888,1300,ZWE
1889,737,AFG
1889,668,AGO
1889,734,ALB
1889,3890,AND
1889,2370,ARE
1889,5950,ARG
1889,1370,ARM
1889,1680,ATG
1889,10.5k,AUS
1889,5170,AUT
1889,1270,AZE
1889,699,BDI
1889,7470,BEL
1889,1420,BEN
1889,901,BFA
1889,990,BGD
1889,2400,BGR
1889,1980,BHR
1889,3200,BHS
1889,1840,BIH
1889,1640,BLR
1889,1280,BLZ
1889,1880,BOL
1889,1380,BRA
1889,2530,BRB
1889,2660,BRN
1889,1000,BTN
1889,566,BWA
1889,829,CAF
1889,4950,CAN
1889,7130,CHE
1889,3760,CHL
1889,1310,CHN
1889,811,
1889,901,CMR
1889,562,
1889,895,
1889,1590,COL
1889,785,COM
1889,752,CPV
1889,2400,CRI
1889,2210,CUB
1889,2210,CYP
1889,3510,CZE
1889,5260,DEU
1889,1500,DJI
1889,961,DMA
1889,5310,DNK
1889,925,DOM
1889,1960,DZA
1889,1220,ECU
1889,1920,EGY
1889,883,ERI
1889,3430,ESP
1889,2580,EST
1889,891,ETH
1889,2940,FIN
1889,1380,FJI
1889,5140,FRA
1889,759,
1889,616,GAB
1889,9540,GBR
1889,1290,GEO
1889,1040,GHA
1889,568,GIN
1889,1020,GMB
1889,632,GNB
1889,552,GNQ
1889,3320,GRC
1889,1790,GRD
1889,2180,GTM
1889,2690,GUY
1889,2300,
1889,1920,HND
1889,2620,HRV
1889,1470,HTI
1889,3210,HUN
1889,1480,IDN
1889,1240,IND
1889,4750,IRL
1889,1510,IRN
1889,1510,IRQ
1889,2900,ISL
1889,1470,ISR
1889,4120,ITA
1889,1220,JAM
1889,1810,JOR
1889,2430,JPN
1889,2240,KAZ
1889,1090,KEN
1889,1420,
1889,964,KHM
1889,827,KIR
1889,2580,
1889,1310,KOR
1889,2600,KWT
1889,1220,
1889,2530,LBN
1889,1770,LBR
1889,1650,LBY
1889,985,
1889,2000,LKA
1889,658,LSO
1889,2620,LTU
1889,4960,LUX
1889,1850,LVA
1889,1380,MAR
1889,6190,MCO
1889,1450,MDA
1889,877,MDG
1889,1160,MDV
1889,2130,MEX
1889,790,MHL
1889,1670,MKD
1889,927,MLI
1889,2030,MLT
1889,1360,MMR
1889,1670,MNE
1889,597,MNG
1889,559,MOZ
1889,664,MRT
1889,2210,MUS
1889,538,MWI
1889,1250,MYS
1889,2040,NAM
1889,891,NER
1889,1250,NGA
1889,2150,NIC
1889,7420,NLD
1889,3850,NOR
1889,1020,NPL
1889,1080,NRU
1889,8190,NZL
1889,523,OMN
1889,1330,PAK
1889,2420,PAN
1889,1250,PER
1889,1440,PHL
1889,1480,PLW
1889,960,PNG
1889,3000,POL
1889,1240,
1889,2410,PRT
1889,2580,PRY
1889,2110,
1889,2600,QAT
1889,850,ROU
1889,2380,RUS
1889,916,RWA
1889,1230,SAU
1889,801,SDN
1889,1040,SEN
1889,2610,SGP
1889,644,SLB
1889,1410,SLE
1889,1750,SLV
1889,2840,SMR
1889,1050,SOM
1889,2760,SRB
1889,825,SSD
1889,1270,STP
1889,3620,SUR
1889,3080,
1889,4110,SVN
1889,3540,SWE
1889,740,SWZ
1889,1160,SYC
1889,2310,SYR
1889,664,TCD
1889,1130,TGO
1889,1710,THA
1889,1230,TJK
1889,1720,TKM
1889,862,TLS
1889,1170,TON
1889,2980,TTO
1889,1620,TUN
1889,1790,TUR
1889,1260,TUV
1889,1440,TWN
1889,714,TZA
1889,925,UGA
1889,1580,UKR
1889,5710,URY
1889,9310,USA
1889,975,UZB
1889,1860,VCT
1889,3440,VEN
1889,1310,VNM
1889,1030,VUT
1889,2460,WSM
1889,1570,YEM
1889,2520,ZAF
1889,801,ZMB
1889,1300,ZWE
1890,746,AFG
1890,671,AGO
1890,736,ALB
1890,3940,AND
1890,2400,ARE
1890,5340,ARG
1890,1370,ARM
1890,1690,ATG
1890,9860,AUS
1890,5400,AUT
1890,1260,AZE
1890,699,BDI
1890,7580,BEL
1890,1420,BEN
1890,903,BFA
1890,1030,BGD
1890,2440,BGR
1890,2000,BHR
1890,3220,BHS
1890,1860,BIH
1890,1630,BLR
1890,1290,BLZ
1890,1890,BOL
1890,1500,BRA
1890,2550,BRB
1890,2670,BRN
1890,1000,BTN
1890,568,BWA
1890,834,CAF
1890,5260,CAN
1890,7370,CHE
1890,4030,CHL
1890,1340,CHN
1890,811,
1890,903,CMR
1890,565,
1890,898,
1890,1590,COL
1890,787,COM
1890,763,CPV
1890,2430,CRI
1890,2280,CUB
1890,2240,CYP
1890,3560,CZE
1890,5370,DEU
1890,1510,DJI
1890,968,DMA
1890,5580,DNK
1890,931,DOM
1890,1980,DZA
1890,1240,ECU
1890,1940,EGY
1890,885,ERI
1890,3420,ESP
1890,2570,EST
1890,891,ETH
1890,3050,FIN
1890,1390,FJI
1890,5260,FRA
1890,761,
1890,618,GAB
1890,9500,GBR
1890,1280,GEO
1890,1050,GHA
1890,570,GIN
1890,1020,GMB
1890,633,GNB
1890,559,GNQ
1890,3130,GRC
1890,1800,GRD
1890,2200,GTM
1890,2710,GUY
1890,2330,
1890,1940,HND
1890,2670,HRV
1890,1480,HTI
1890,3260,HUN
1890,1430,IDN
1890,1290,IND
1890,4800,IRL
1890,1520,IRN
1890,1520,IRQ
1890,3020,ISL
1890,1480,ISR
1890,4130,ITA
1890,1220,JAM
1890,1830,JOR
1890,2570,JPN
