year,life span,ISO3
1857,32.2,TZA
1857,25.3,UGA
1857,36.6,UKR
1857,32.9,URY
1857,39.4,USA
1857,26.9,UZB
1857,26.0,VCT
1857,32.2,VEN
1857,32.0,VNM
1857,24.3,VUT
1857,25.4,WSM
1857,23.4,YEM
1857,33.5,ZAF
1857,32.6,ZMB
1857,33.7,ZWE
1858,27.6,AFG
1858,27.0,AGO
1858,35.4,ALB
1858,,AND
1858,30.7,ARE
1858,33.2,ARG
1858,34.0,ARM
1858,33.5,ATG
1858,34.0,AUS
1858,34.4,AUT
1858,29.2,AZE
1858,31.5,BDI
1858,40.2,BEL
1858,31.0,BEN
1858,29.2,BFA
1858,25.5,BGD
1858,38.4,BGR
1858,30.3,BHR
1858,35.2,BHS
1858,35.1,BIH
1858,36.2,BLR
1858,26.5,BLZ
1858,33.0,BOL
1858,32.0,BRA
1858,32.1,BRB
1858,29.2,BRN
1858,28.8,BTN
1858,33.6,BWA
1858,30.0,CAF
1858,41.4,CAN
1858,38.0,CHE
1858,32.0,CHL
1858,27.4,CHN
1858,31.2,
1858,28.8,CMR
1858,31.6,
1858,32.7,
1858,32.0,COL
1858,32.1,COM
1858,33.8,CPV
1858,30.2,CRI
1858,36.6,CUB
1858,38.5,CYP
1858,35.0,CZE
1858,38.4,DEU
1858,29.9,DJI
1858,,DMA
1858,40.0,DNK
1858,29.9,DOM
1858,28.8,DZA
1858,32.9,ECU
1858,33.0,EGY
1858,30.2,ERI
1858,29.5,ESP
1858,39.2,EST
1858,29.7,ETH
1858,33.8,FIN
1858,26.1,FJI
1858,39.7,FRA
1858,26.7,
1858,30.6,GAB
1858,40.0,GBR
1858,31.9,GEO
1858,28.0,GHA
1858,30.1,GIN
1858,28.8,GMB
1858,32.0,GNB
1858,29.8,GNQ
1858,36.6,GRC
1858,37.3,GRD
1858,25.8,GTM
1858,31.1,GUY
1858,34.9,
1858,33.9,HND
1858,36.1,HRV
1858,29.0,HTI
1858,36.0,HUN
1858,30.0,IDN
1858,25.4,IND
1858,38.3,IRL
1858,25.6,IRN
1858,31.2,IRQ
1858,34.8,ISL
1858,32.0,ISR
1858,29.7,ITA
1858,34.2,JAM
1858,31.7,JOR
1858,36.4,JPN
1858,26.2,KAZ
1858,25.5,KEN
1858,23.9,
1858,35.0,KHM
1858,24.9,KIR
1858,,
1858,25.8,KOR
1858,26.0,KWT
1858,31.9,
1858,29.7,LBN
1858,31.1,LBR
1858,33.1,LBY
1858,28.0,
1858,32.6,LKA
1858,32.8,LSO
1858,28.9,LTU
1858,36.9,LUX
1858,33.0,LVA
1858,33.1,MAR
1858,,MCO
1858,33.1,MDA
1858,30.5,MDG
1858,32.6,MDV
1858,26.9,MEX
1858,,MHL
1858,36.1,MKD
1858,26.4,MLI
1858,28.7,MLT
1858,30.8,MMR
1858,35.4,MNE
1858,31.8,MNG
1858,30.3,MOZ
1858,32.0,MRT
1858,34.4,MUS
1858,30.3,MWI
1858,30.6,MYS
1858,32.4,NAM
1858,30.8,NER
1858,30.4,NGA
1858,25.4,NIC
1858,34.7,NLD
1858,51.6,NOR
1858,32.8,NPL
1858,,NRU
1858,34.0,NZL
1858,32.3,OMN
1858,25.8,PAK
1858,32.9,PAN
1858,35.7,PER
1858,30.9,PHL
1858,,PLW
1858,31.5,PNG
1858,35.9,POL
1858,26.0,
1858,35.6,PRT
1858,35.5,PRY
1858,32.1,
1858,30.8,QAT
1858,35.7,ROU
1858,29.6,RUS
1858,31.8,RWA
1858,32.1,SAU
1858,31.4,SDN
1858,25.2,SEN
1858,34.0,SGP
1858,25.1,SLB
1858,25.1,SLE
1858,28.7,SLV
1858,,SMR
1858,29.4,SOM
1858,35.5,SRB
1858,26.7,SSD
1858,31.0,STP
1858,32.9,SUR
1858,36.4,
1858,36.6,SVN
1858,42.0,SWE
1858,32.3,SWZ
1858,37.0,SYC
1858,31.1,SYR
1858,30.9,TCD
1858,31.3,TGO
1858,30.4,THA
1858,24.2,TJK
1858,24.0,TKM
1858,28.9,TLS
1858,28.2,TON
1858,38.8,TTO
1858,28.8,TUN
1858,35.0,TUR
1858,,TUV
1858,28.3,TWN
1858,32.2,TZA
1858,25.3,UGA
1858,36.6,UKR
1858,32.9,URY
1858,39.4,USA
1858,26.9,UZB
1858,26.0,VCT
1858,32.2,VEN
1858,32.0,VNM
1858,24.3,VUT
1858,25.4,WSM
1858,23.4,YEM
1858,33.5,ZAF
1858,32.6,ZMB
1858,33.7,ZWE
1859,27.6,AFG
1859,27.0,AGO
1859,35.4,ALB
1859,,AND
1859,30.7,ARE
1859,33.2,ARG
1859,34.0,ARM
1859,33.5,ATG
1859,34.0,AUS
1859,34.4,AUT
1859,29.2,AZE
1859,31.5,BDI
1859,39.0,BEL
1859,31.0,BEN
1859,29.2,BFA
1859,25.5,BGD
1859,38.4,BGR
1859,30.3,BHR
1859,35.2,BHS
1859,35.1,BIH
1859,36.2,BLR
1859,26.5,BLZ
1859,33.0,BOL
1859,32.0,BRA
1859,32.1,BRB
1859,29.2,BRN
1859,28.8,BTN
1859,33.6,BWA
1859,30.0,CAF
1859,41.5,CAN
1859,38.0,CHE
1859,32.0,CHL
1859,28.1,CHN
1859,31.2,
1859,28.8,CMR
1859,31.6,
1859,32.7,
1859,32.0,COL
1859,32.1,COM
1859,33.8,CPV
1859,30.2,CRI
1859,36.6,CUB
1859,38.5,CYP
1859,35.0,CZE
1859,38.4,DEU
1859,29.9,DJI
1859,,DMA
1859,44.4,DNK
1859,29.9,DOM
1859,28.8,DZA
1859,32.9,ECU
1859,33.0,EGY
1859,30.2,ERI
1859,29.5,ESP
1859,39.1,EST
1859,29.7,ETH
1859,38.5,FIN
1859,26.1,FJI
1859,35.3,FRA
1859,26.7,
1859,30.6,GAB
1859,40.8,GBR
1859,31.9,GEO
1859,28.0,GHA
1859,30.1,GIN
1859,28.8,GMB
1859,32.0,GNB
1859,29.8,GNQ
1859,36.6,GRC
1859,37.3,GRD
1859,25.8,GTM
1859,31.1,GUY
1859,34.9,
1859,33.9,HND
1859,36.1,HRV
1859,29.0,HTI
1859,36.0,HUN
1859,30.0,IDN
1859,25.4,IND
1859,38.3,IRL
1859,25.6,IRN
1859,31.2,IRQ
1859,29.7,ISL
1859,32.0,ISR
1859,29.7,ITA
1859,34.2,JAM
1859,31.7,JOR
1859,36.4,JPN
1859,26.2,KAZ
1859,25.5,KEN
1859,23.9,
1859,35.0,KHM
1859,24.9,KIR
1859,,
1859,25.8,KOR
1859,26.0,KWT
1859,31.9,
1859,29.7,LBN
1859,31.1,LBR
1859,33.1,LBY
1859,28.0,
1859,32.6,LKA
1859,32.8,LSO
1859,28.9,LTU
1859,36.9,LUX
1859,33.0,LVA
1859,33.1,MAR
1859,,MCO
1859,33.1,MDA
1859,30.5,MDG
1859,32.6,MDV
1859,26.9,MEX
1859,,MHL
1859,36.1,MKD
1859,26.4,MLI
1859,28.7,MLT
1859,30.8,MMR
1859,35.4,MNE
1859,31.8,MNG
1859,30.3,MOZ
1859,32.0,MRT
1859,31.7,MUS
1859,30.3,MWI
1859,30.6,MYS
1859,32.4,NAM
1859,30.8,NER
1859,30.4,NGA
1859,25.4,NIC
1859,30.9,NLD
1859,49.9,NOR
1859,32.8,NPL
1859,,NRU
1859,34.0,NZL
1859,32.3,OMN
1859,25.8,PAK
1859,32.9,PAN
1859,35.7,PER
1859,30.9,PHL
1859,,PLW
1859,31.5,PNG
1859,35.9,POL
1859,26.0,
1859,35.6,PRT
1859,35.5,PRY
1859,32.1,
1859,30.8,QAT
1859,35.7,ROU
1859,29.6,RUS
1859,31.8,RWA
1859,32.1,SAU
1859,31.4,SDN
1859,25.2,SEN
1859,34.0,SGP
1859,25.1,SLB
1859,25.1,SLE
1859,28.7,SLV
1859,,SMR
1859,29.4,SOM
1859,35.5,SRB
1859,26.7,SSD
1859,31.0,STP
1859,32.9,SUR
1859,36.4,
1859,36.6,SVN
1859,44.3,SWE
1859,32.3,SWZ
1859,37.0,SYC
1859,31.1,SYR
1859,30.9,TCD
1859,31.3,TGO
1859,30.4,THA
1859,24.2,TJK
1859,24.0,TKM
1859,28.9,TLS
1859,28.2,TON
1859,38.8,TTO
1859,28.8,TUN
1859,35.0,TUR
1859,,TUV
1859,28.3,TWN
1859,32.2,TZA
1859,25.3,UGA
1859,36.6,UKR
1859,32.9,URY
1859,39.4,USA
1859,26.9,UZB
1859,26.0,VCT
1859,32.2,VEN
1859,32.0,VNM
1859,24.3,VUT
1859,25.4,WSM
1859,23.4,YEM
1859,33.5,ZAF
1859,32.6,ZMB
1859,33.7,ZWE
1860,27.6,AFG
1860,27.0,AGO
1860,35.4,ALB
1860,,AND
1860,30.7,ARE
1860,33.2,ARG
1860,34.0,ARM
1860,33.5,ATG
1860,34.0,AUS
1860,34.4,AUT
1860,29.2,AZE
1860,31.5,BDI
1860,45.1,BEL
1860,31.0,BEN
1860,29.2,BFA
1860,25.5,BGD
1860,38.4,BGR
1860,30.3,BHR
1860,35.2,BHS
1860,35.1,BIH
1860,36.2,BLR
1860,26.5,BLZ
1860,33.0,BOL
1860,32.0,BRA
1860,32.1,BRB
1860,29.2,BRN
1860,28.8,BTN
1860,33.6,BWA
1860,30.0,CAF
1860,41.5,CAN
1860,38.0,CHE
1860,32.0,CHL
1860,28.9,CHN
1860,31.2,
1860,28.8,CMR
1860,31.6,
1860,32.7,
1860,32.0,COL
1860,32.1,COM
1860,33.8,CPV
1860,30.2,CRI
1860,36.2,CUB
1860,38.5,CYP
1860,35.0,CZE
1860,38.4,DEU
1860,29.9,DJI
1860,,DMA
1860,45.1,DNK
1860,29.9,DOM
1860,28.8,DZA
1860,32.9,ECU
1860,33.0,EGY
1860,30.2,ERI
1860,29.5,ESP
1860,39.0,EST
1860,29.7,ETH
1860,38.1,FIN
1860,26.1,FJI
1860,43.3,FRA
1860,26.7,
1860,30.6,GAB
1860,43.0,GBR
1860,31.9,GEO
1860,28.0,GHA
1860,30.1,GIN
1860,28.8,GMB
1860,32.0,GNB
1860,29.8,GNQ
1860,36.6,GRC
1860,37.3,GRD
1860,25.8,GTM
1860,31.1,GUY
1860,34.9,
1860,33.9,HND
1860,36.1,HRV
1860,29.0,HTI
1860,36.0,HUN
1860,30.0,IDN
1860,23.0,IND
1860,38.6,IRL
1860,25.6,IRN
1860,31.2,IRQ
1860,19.8,ISL
1860,32.0,ISR
1860,29.7,ITA
1860,34.2,JAM
1860,31.7,JOR
1860,36.4,JPN
1860,26.2,KAZ
1860,25.5,KEN
1860,23.9,
1860,35.0,KHM
1860,24.9,KIR
1860,,
1860,25.8,KOR
1860,26.0,KWT
1860,31.9,
1860,29.7,LBN
1860,31.1,LBR
1860,33.1,LBY
1860,28.0,
1860,32.6,LKA
1860,32.8,LSO
1860,28.9,LTU
1860,36.9,LUX
1860,33.0,LVA
1860,33.1,MAR
1860,,MCO
1860,33.1,MDA
1860,30.5,MDG
1860,32.6,MDV
1860,26.9,MEX
1860,,MHL
1860,36.1,MKD
1860,26.4,MLI
1860,28.7,MLT
1860,30.8,MMR
1860,35.4,MNE
1860,31.8,MNG
1860,30.3,MOZ
1860,32.0,MRT
1860,31.0,MUS
1860,30.3,MWI
1860,30.6,MYS
1860,32.4,NAM
1860,30.8,NER
1860,30.4,NGA
1860,25.4,NIC
1860,36.9,NLD
1860,50.0,NOR
1860,32.8,NPL
1860,,NRU
1860,34.0,NZL
1860,32.3,OMN
1860,25.8,PAK
1860,32.9,PAN
1860,35.7,PER
1860,30.9,PHL
1860,,PLW
1860,31.5,PNG
1860,35.9,POL
1860,26.0,
1860,35.6,PRT
1860,35.5,PRY
1860,32.1,
1860,30.8,QAT
1860,35.7,ROU
1860,29.6,RUS
1860,31.8,RWA
1860,32.1,SAU
1860,31.4,SDN
1860,25.2,SEN
1860,34.0,SGP
1860,25.1,SLB
1860,25.1,SLE
1860,28.7,SLV
1860,,SMR
1860,29.4,SOM
1860,35.5,SRB
1860,26.7,SSD
1860,31.0,STP
1860,32.9,SUR
1860,36.4,
1860,36.6,SVN
1860,48.5,SWE
1860,32.3,SWZ
1860,37.0,SYC
1860,31.1,SYR
1860,30.9,TCD
1860,31.3,TGO
1860,30.4,THA
1860,24.2,TJK
1860,24.0,TKM
1860,28.9,TLS
1860,28.2,TON
1860,38.8,TTO
1860,28.8,TUN
1860,35.0,TUR
1860,,TUV
1860,28.3,TWN
1860,32.2,TZA
1860,25.3,UGA
1860,36.6,UKR
1860,32.9,URY
1860,39.4,USA
1860,26.9,UZB
1860,26.0,VCT
1860,32.2,VEN
1860,32.0,VNM
1860,24.3,VUT
1860,25.4,WSM
1860,23.4,YEM
1860,33.5,ZAF
1860,32.6,ZMB
1860,33.7,ZWE
1861,27.6,AFG
1861,27.0,AGO
1861,35.4,ALB
1861,,AND
1861,30.7,ARE
1861,33.2,ARG
1861,34.0,ARM
1861,33.5,ATG
1861,34.0,AUS
1861,34.4,AUT
1861,29.2,AZE
1861,31.5,BDI
1861,41.3,BEL
1861,31.0,BEN
1861,29.2,BFA
1861,25.5,BGD
1861,38.5,BGR
1861,30.3,BHR
1861,35.2,BHS
1861,35.1,BIH
1861,36.2,BLR
1861,26.5,BLZ
1861,33.0,BOL
1861,32.0,BRA
1861,32.1,BRB
1861,29.2,BRN
1861,28.8,BTN
1861,33.6,BWA
1861,30.0,CAF
1861,41.6,CAN
1861,38.0,CHE
1861,32.0,CHL
1861,29.6,CHN
1861,31.2,
1861,28.8,CMR
1861,31.6,
1861,32.7,
1861,32.0,COL
1861,32.1,COM
1861,33.8,CPV
1861,30.2,CRI
1861,35.9,CUB
1861,38.5,CYP
1861,35.0,CZE
1861,38.4,DEU
1861,29.9,DJI
1861,,DMA
1861,47.6,DNK
1861,29.9,DOM
1861,28.8,DZA
1861,32.9,ECU
1861,33.0,EGY
1861,30.2,ERI
1861,29.5,ESP
1861,37.4,EST
1861,29.7,ETH
1861,38.0,FIN
1861,26.1,FJI
1861,40.5,FRA
1861,26.7,
1861,30.6,GAB
1861,42.4,GBR
1861,31.9,GEO
1861,28.0,GHA
1861,30.1,GIN
1861,28.8,GMB
1861,32.0,GNB
1861,29.8,GNQ
1861,36.6,GRC
1861,37.3,GRD
1861,25.8,GTM
1861,31.1,GUY
1861,34.9,
1861,33.9,HND
1861,36.1,HRV
1861,29.0,HTI
1861,36.0,HUN
1861,30.0,IDN
1861,22.0,IND
1861,38.8,IRL
1861,25.6,IRN
1861,31.2,IRQ
1861,27.1,ISL
1861,32.0,ISR
1861,29.7,ITA
1861,34.2,JAM
1861,31.7,JOR
1861,36.4,JPN
1861,26.2,KAZ
1861,25.5,KEN
1861,23.9,
1861,35.0,KHM
1861,24.9,KIR
1861,,
1861,25.8,KOR
1861,26.0,KWT
1861,31.9,
1861,29.7,LBN
1861,31.1,LBR
1861,33.1,LBY
1861,28.0,
1861,32.6,LKA
1861,32.8,LSO
1861,28.9,LTU
1861,36.9,LUX
1861,33.3,LVA
1861,33.1,MAR
1861,,MCO
1861,33.1,MDA
1861,30.5,MDG
1861,32.6,MDV
1861,26.9,MEX
1861,,MHL
1861,36.1,MKD
1861,26.4,MLI
1861,28.7,MLT
1861,30.8,MMR
1861,35.4,MNE
1861,31.8,MNG
1861,30.3,MOZ
1861,32.0,MRT
1861,31.2,MUS
1861,30.3,MWI
1861,30.6,MYS
1861,32.4,NAM
1861,30.8,NER
1861,30.4,NGA
1861,25.4,NIC
1861,36.4,NLD
1861,45.8,NOR
1861,32.8,NPL
1861,,NRU
1861,34.0,NZL
1861,32.3,OMN
1861,25.8,PAK
1861,32.9,PAN
1861,35.7,PER
1861,30.9,PHL
1861,,PLW
1861,31.5,PNG
1861,35.9,POL
1861,26.0,
1861,35.6,PRT
1861,35.5,PRY
1861,32.1,
1861,30.8,QAT
1861,35.7,ROU
1861,29.6,RUS
1861,31.8,RWA
1861,32.1,SAU
1861,31.4,SDN
1861,25.2,SEN
1861,34.0,SGP
1861,25.1,SLB
1861,25.1,SLE
1861,28.7,SLV
1861,,SMR
1861,29.4,SOM
1861,35.5,SRB
1861,26.7,SSD
1861,31.0,STP
1861,32.9,SUR
1861,36.4,
1861,36.6,SVN
1861,47.1,SWE
1861,32.3,SWZ
1861,37.0,SYC
1861,31.1,SYR
1861,30.9,TCD
1861,31.3,TGO
1861,30.4,THA
1861,24.2,TJK
1861,24.0,TKM
1861,28.9,TLS
1861,28.2,TON
1861,38.8,TTO
1861,28.8,TUN
1861,35.0,TUR
1861,,TUV
1861,28.3,TWN
1861,32.2,TZA
1861,25.3,UGA
1861,36.6,UKR
1861,32.9,URY
1861,38.0,USA
1861,26.9,UZB
1861,26.0,VCT
1861,32.2,VEN
1861,32.0,VNM
1861,24.3,VUT
1861,25.4,WSM
1861,23.4,YEM
1861,33.5,ZAF
1861,32.6,ZMB
1861,33.7,ZWE
1862,27.6,AFG
1862,27.0,AGO
1862,35.4,ALB
1862,,AND
1862,30.7,ARE
1862,33.2,ARG
1862,34.0,ARM
1862,33.5,ATG
1862,34.0,AUS
1862,34.4,AUT
1862,29.2,AZE
1862,31.5,BDI
1862,43.1,BEL
1862,31.0,BEN
1862,29.2,BFA
1862,25.5,BGD
1862,38.5,BGR
1862,30.3,BHR
1862,35.2,BHS
1862,35.1,BIH
1862,36.2,BLR
1862,26.5,BLZ
1862,33.0,BOL
1862,32.0,BRA
1862,32.1,BRB
1862,29.2,BRN
1862,28.8,BTN
1862,33.6,BWA
1862,30.0,CAF
1862,41.7,CAN
1862,38.0,CHE
1862,32.0,CHL
1862,30.3,CHN
1862,31.2,
1862,28.8,CMR
1862,31.6,
1862,32.7,
1862,32.0,COL
1862,32.1,COM
1862,33.8,CPV
1862,30.2,CRI
1862,35.5,CUB
1862,38.5,CYP
1862,35.0,CZE
1862,38.4,DEU
1862,29.9,DJI
1862,,DMA
1862,47.6,DNK
1862,29.9,DOM
1862,28.8,DZA
1862,32.9,ECU
1862,33.0,EGY
1862,30.2,ERI
1862,29.5,ESP
1862,35.8,EST
1862,29.7,ETH
1862,34.1,FIN
1862,26.1,FJI
1862,42.7,FRA
1862,26.7,
1862,30.6,GAB
1862,42.5,GBR
1862,31.9,GEO
1862,28.0,GHA
1862,30.1,GIN
1862,28.8,GMB
1862,32.0,GNB
1862,29.8,GNQ
1862,36.6,GRC
1862,37.3,GRD
1862,25.8,GTM
1862,31.1,GUY
1862,34.9,
1862,33.9,HND
1862,36.1,HRV
1862,29.0,HTI
1862,36.0,HUN
1862,30.0,IDN
1862,25.4,IND
1862,39.1,IRL
1862,25.6,IRN
1862,31.2,IRQ
1862,27.0,ISL
1862,32.0,ISR
1862,29.7,ITA
1862,34.2,JAM
1862,31.7,JOR
1862,36.4,JPN
1862,26.2,KAZ
1862,25.5,KEN
1862,23.9,
1862,35.0,KHM
1862,24.9,KIR
1862,,
1862,25.8,KOR
1862,26.0,KWT
1862,31.9,
1862,29.7,LBN
1862,31.1,LBR
1862,33.1,LBY
1862,28.0,
1862,32.6,LKA
1862,32.8,LSO
1862,28.9,LTU
1862,36.9,LUX
1862,33.7,LVA
1862,33.1,MAR
1862,,MCO
1862,33.1,MDA
1862,30.5,MDG
1862,32.6,MDV
1862,26.9,MEX
1862,,MHL
1862,36.1,MKD
1862,26.4,MLI
1862,28.7,MLT
1862,30.8,MMR
1862,35.4,MNE
1862,31.8,MNG
1862,30.3,MOZ
1862,32.0,MRT
1862,22.7,MUS
1862,30.3,MWI
1862,30.6,MYS
1862,32.4,NAM
1862,30.8,NER
1862,30.4,NGA
1862,25.4,NIC
1862,38.3,NLD
1862,44.7,NOR
1862,32.8,NPL
1862,,NRU
1862,34.0,NZL
1862,32.3,OMN
1862,25.8,PAK
1862,32.9,PAN
1862,35.7,PER
1862,30.9,PHL
1862,,PLW
1862,31.5,PNG
1862,35.9,POL
1862,26.0,
1862,35.6,PRT
1862,35.5,PRY
1862,32.1,
1862,30.8,QAT
1862,35.7,ROU
1862,29.6,RUS
1862,31.8,RWA
1862,32.1,SAU
1862,31.4,SDN
1862,25.2,SEN
1862,34.0,SGP
1862,25.1,SLB
1862,25.1,SLE
1862,28.7,SLV
1862,,SMR
1862,29.4,SOM
1862,35.5,SRB
1862,26.7,SSD
1862,31.0,STP
1862,32.9,SUR
1862,36.4,
1862,36.6,SVN
1862,42.5,SWE
1862,32.3,SWZ
1862,37.0,SYC
1862,31.1,SYR
1862,30.9,TCD
1862,31.3,TGO
1862,30.4,THA
1862,24.2,TJK
1862,24.0,TKM
1862,28.9,TLS
1862,28.2,TON
1862,38.8,TTO
1862,28.8,TUN
1862,35.0,TUR
1862,,TUV
1862,28.3,TWN
1862,32.2,TZA
1862,25.3,UGA
1862,36.6,UKR
1862,32.9,URY
1862,34.5,USA
1862,26.9,UZB
1862,26.0,VCT
1862,32.2,VEN
1862,32.0,VNM
1862,24.3,VUT
1862,25.4,WSM
1862,23.4,YEM
1862,33.5,ZAF
1862,32.6,ZMB
1862,33.7,ZWE
1863,27.6,AFG
1863,27.0,AGO
1863,35.4,ALB
1863,,AND
1863,30.7,ARE
1863,33.2,ARG
1863,34.0,ARM
1863,33.5,ATG
1863,34.0,AUS
1863,34.4,AUT
1863,29.2,AZE
1863,31.5,BDI
1863,41.3,BEL
1863,31.0,BEN
1863,29.2,BFA
1863,25.5,BGD
1863,38.6,BGR
1863,30.3,BHR
1863,35.2,BHS
1863,35.1,BIH
1863,36.2,BLR
1863,26.5,BLZ
1863,33.0,BOL
1863,32.0,BRA
1863,32.1,BRB
1863,29.2,BRN
1863,28.8,BTN
1863,33.6,BWA
1863,30.0,CAF
1863,41.8,CAN
1863,38.0,CHE
1863,32.0,CHL
1863,31.0,CHN
1863,31.2,
1863,28.8,CMR
1863,31.6,
1863,32.7,
1863,32.0,COL
1863,32.1,COM
1863,33.8,CPV
1863,30.2,CRI
1863,35.2,CUB
1863,38.5,CYP
1863,35.0,CZE
1863,38.4,DEU
1863,29.9,DJI
1863,,DMA
1863,47.6,DNK
1863,29.9,DOM
1863,28.8,DZA
1863,32.9,ECU
1863,33.0,EGY
1863,30.2,ERI
1863,29.5,ESP
1863,34.2,EST
1863,29.7,ETH
1863,32.4,FIN
1863,26.1,FJI
1863,41.7,FRA
1863,26.7,
1863,30.6,GAB
1863,40.4,GBR
1863,31.9,GEO
1863,28.0,GHA
1863,30.1,GIN
1863,28.8,GMB
1863,32.0,GNB
1863,29.8,GNQ
1863,36.6,GRC
1863,37.3,GRD
1863,25.8,GTM
1863,31.1,GUY
1863,34.9,
1863,33.9,HND
1863,36.1,HRV
1863,29.0,HTI
1863,36.0,HUN
1863,30.0,IDN
1863,25.4,IND
1863,39.4,IRL
1863,25.6,IRN
1863,31.2,IRQ
1863,35.1,ISL
1863,32.0,ISR
1863,29.7,ITA
1863,34.2,JAM
1863,31.7,JOR
1863,36.4,JPN
1863,26.2,KAZ
1863,25.5,KEN
1863,23.9,
1863,35.0,KHM
1863,24.9,KIR
1863,,
1863,25.8,KOR
1863,26.0,KWT
1863,31.9,
1863,29.7,LBN
1863,31.1,LBR
1863,33.1,LBY
1863,28.0,
1863,32.6,LKA
1863,32.8,LSO
1863,28.9,LTU
1863,36.9,LUX
1863,34.0,LVA
1863,33.1,MAR
1863,,MCO
1863,33.1,MDA
1863,30.5,MDG
1863,32.6,MDV
1863,26.9,MEX
1863,,MHL
1863,36.1,MKD
1863,26.4,MLI
1863,28.7,MLT
1863,30.8,MMR
1863,35.4,MNE
1863,31.8,MNG
1863,30.3,MOZ
1863,32.0,MRT
1863,27.5,MUS
1863,30.3,MWI
1863,30.6,MYS
1863,32.4,NAM
1863,30.8,NER
1863,30.4,NGA
1863,25.4,NIC
1863,38.3,NLD
1863,46.7,NOR
1863,32.8,NPL
1863,,NRU
1863,34.0,NZL
1863,32.3,OMN
1863,25.8,PAK
1863,32.9,PAN
1863,35.7,PER
1863,30.9,PHL
1863,,PLW
1863,31.5,PNG
1863,35.9,POL
1863,26.0,
1863,35.6,PRT
1863,35.5,PRY
1863,32.1,
1863,30.8,QAT
1863,35.7,ROU
1863,29.6,RUS
1863,31.8,RWA
1863,32.1,SAU
1863,31.4,SDN
1863,25.2,SEN
1863,34.0,SGP
1863,25.1,SLB
1863,25.1,SLE
1863,28.7,SLV
1863,,SMR
1863,29.4,SOM
1863,35.5,SRB
1863,26.7,SSD
1863,31.0,STP
1863,32.9,SUR
1863,36.4,
1863,36.6,SVN
1863,45.4,SWE
1863,32.3,SWZ
1863,37.0,SYC
1863,31.1,SYR
1863,30.9,TCD
1863,31.3,TGO
1863,30.4,THA
1863,24.2,TJK
1863,24.0,TKM
1863,28.9,TLS
1863,28.2,TON
1863,38.8,TTO
1863,28.8,TUN
1863,35.0,TUR
1863,,TUV
1863,28.3,TWN
1863,32.2,TZA
1863,25.3,UGA
1863,36.6,UKR
1863,32.9,URY
1863,34.0,USA
1863,26.9,UZB
1863,26.0,VCT
1863,32.2,VEN
1863,32.0,VNM
1863,24.3,VUT
1863,25.4,WSM
1863,23.4,YEM
1863,33.5,ZAF
1863,32.6,ZMB
1863,33.7,ZWE
1864,27.6,AFG
1864,27.0,AGO
1864,35.4,ALB
1864,,AND
1864,30.7,ARE
1864,33.2,ARG
1864,33.5,ARM
1864,33.5,ATG
1864,34.0,AUS
1864,34.4,AUT
1864,28.6,AZE
1864,31.5,BDI
1864,39.8,BEL
1864,31.0,BEN
1864,29.2,BFA
1864,25.0,BGD
1864,38.6,BGR
1864,30.3,BHR
1864,35.2,BHS
1864,35.1,BIH
1864,36.2,BLR
1864,26.5,BLZ
1864,33.0,BOL
1864,32.0,BRA
1864,32.1,BRB
1864,29.2,BRN
1864,28.8,BTN
1864,33.6,BWA
1864,30.0,CAF
1864,41.9,CAN
1864,38.0,CHE
1864,32.0,CHL
1864,31.7,CHN
1864,31.2,
1864,28.8,CMR
1864,31.6,
1864,32.7,
1864,32.0,COL
1864,32.1,COM
1864,33.8,CPV
1864,30.2,CRI
1864,34.8,CUB
1864,38.5,CYP
1864,35.0,CZE
1864,38.4,DEU
1864,29.9,DJI
1864,,DMA
1864,40.2,DNK
1864,29.9,DOM
1864,28.8,DZA
1864,32.9,ECU
1864,33.0,EGY
1864,30.2,ERI
1864,29.5,ESP
1864,32.6,EST
1864,26.0,ETH
1864,39.6,FIN
1864,26.1,FJI
1864,42.0,FRA
1864,26.7,
1864,30.6,GAB
1864,40.0,GBR
1864,31.4,GEO
1864,28.0,GHA
1864,30.2,GIN
1864,28.8,GMB
1864,32.0,GNB
1864,29.8,GNQ
1864,36.6,GRC
1864,37.3,GRD
1864,25.8,GTM
1864,31.1,GUY
1864,34.9,
1864,33.9,HND
1864,36.1,HRV
1864,29.0,HTI
1864,36.0,HUN
1864,30.0,IDN
1864,25.3,IND
1864,39.6,IRL
1864,25.6,IRN
1864,31.2,IRQ
1864,34.8,ISL
1864,32.0,ISR
1864,29.7,ITA
1864,34.2,JAM
1864,31.7,JOR
1864,36.4,JPN
1864,25.7,KAZ
1864,25.5,KEN
1864,23.4,
1864,35.0,KHM
1864,24.9,KIR
1864,,
1864,25.8,KOR
1864,26.0,KWT
1864,31.9,
1864,29.7,LBN
1864,31.1,LBR
1864,33.1,LBY
1864,28.0,
1864,32.6,LKA
1864,32.8,LSO
1864,28.9,LTU
1864,36.9,LUX
1864,34.3,LVA
1864,33.1,MAR
1864,,MCO
1864,33.1,MDA
1864,30.5,MDG
1864,32.6,MDV
1864,26.9,MEX
1864,,MHL
1864,36.1,MKD
1864,26.4,MLI
1864,28.7,MLT
1864,30.8,MMR
1864,35.4,MNE
1864,31.8,MNG
1864,30.3,MOZ
1864,32.0,MRT
1864,27.9,MUS
1864,30.3,MWI
1864,30.6,MYS
1864,32.4,NAM
1864,30.8,NER
1864,30.4,NGA
