year,life span,ISO3
1923,31.6,THA
1923,30.1,TJK
1923,27.6,TKM
1923,37.9,TLS
1923,29.3,TON
1923,40.4,TTO
1923,31.6,TUN
1923,37.8,TUR
1923,,TUV
1923,37.9,TWN
1923,34.0,TZA
1923,28.5,UGA
1923,43.5,UKR
1923,32.7,URY
1923,57.6,USA
1923,33.3,UZB
1923,29.0,VCT
1923,34.0,VEN
1923,32.2,VNM
1923,26.9,VUT
1923,29.0,WSM
1923,29.0,YEM
1923,37.8,ZAF
1923,35.6,ZMB
1923,36.5,ZWE
1924,37.9,AFG
1924,37.2,AGO
1924,34.5,ALB
1924,,AND
1924,39.2,ARE
1924,53.2,ARG
1924,42.4,ARM
1924,36.3,ATG
1924,62.8,AUS
1924,52.4,AUT
1924,29.0,AZE
1924,32.5,BDI
1924,57.7,BEL
1924,38.0,BEN
1924,33.2,BFA
1924,23.3,BGD
1924,44.7,BGR
1924,35.1,BHR
1924,37.2,BHS
1924,37.1,BIH
1924,47.5,BLR
1924,34.6,BLZ
1924,31.1,BOL
1924,30.9,BRA
1924,35.7,BRB
1924,36.1,BRN
1924,34.3,BTN
1924,36.9,BWA
1924,36.9,CAF
1924,59.0,CAN
1924,59.5,CHE
1924,32.0,CHL
1924,32.0,CHN
1924,38.3,
1924,31.1,CMR
1924,35.5,
1924,32.9,
1924,34.5,COL
1924,34.6,COM
1924,37.8,CPV
1924,38.6,CRI
1924,42.1,CUB
1924,46.6,CYP
1924,52.1,CZE
1924,56.6,DEU
1924,37.0,DJI
1924,,DMA
1924,61.4,DNK
1924,35.3,DOM
1924,37.4,DZA
1924,34.3,ECU
1924,34.6,EGY
1924,32.7,ERI
1924,46.3,ESP
1924,54.2,EST
1924,29.7,ETH
1924,50.4,FIN
1924,28.9,FJI
1924,55.7,FRA
1924,25.4,
1924,37.9,GAB
1924,58.3,GBR
1924,35.0,GEO
1924,30.8,GHA
1924,34.5,GIN
1924,43.3,GMB
1924,28.9,GNB
1924,33.0,GNQ
1924,48.1,GRC
1924,41.0,GRD
1924,26.4,GTM
1924,34.6,GUY
1924,38.5,
1924,33.9,HND
1924,37.0,HRV
1924,32.4,HTI
1924,45.2,HUN
1924,30.0,IDN
1924,30.6,IND
1924,57.3,IRL
1924,25.6,IRN
1924,44.0,IRQ
1924,54.3,ISL
1924,35.0,ISR
1924,51.6,ITA
1924,39.0,JAM
1924,37.5,JOR
1924,44.1,JPN
1924,36.0,KAZ
1924,27.8,KEN
1924,31.5,
1924,38.8,KHM
1924,25.7,KIR
1924,,
1924,30.4,KOR
1924,30.8,KWT
1924,31.1,
1924,29.4,LBN
1924,34.5,LBR
1924,39.1,LBY
1924,30.4,
1924,39.7,LKA
1924,38.7,LSO
1924,52.0,LTU
1924,57.4,LUX
1924,53.7,LVA
1924,32.9,MAR
1924,,MCO
1924,33.2,MDA
1924,34.0,MDG
1924,31.3,MDV
1924,32.9,MEX
1924,,MHL
1924,36.8,MKD
1924,32.3,MLI
1924,52.0,MLT
1924,31.6,MMR
1924,42.2,MNE
1924,30.0,MNG
1924,38.9,MOZ
1924,37.9,MRT
1924,34.9,MUS
1924,29.4,MWI
1924,30.6,MYS
1924,40.3,NAM
1924,32.5,NER
1924,37.4,NGA
1924,28.8,NIC
1924,63.0,NLD
1924,62.3,NOR
1924,36.7,NPL
1924,,NRU
1924,58.3,NZL
1924,36.5,OMN
1924,31.8,PAK
1924,36.8,PAN
1924,32.9,PER
1924,31.1,PHL
1924,,PLW
1924,41.6,PNG
1924,47.6,POL
1924,30.4,
1924,35.9,PRT
1924,34.9,PRY
1924,36.0,
1924,35.0,QAT
1924,37.6,ROU
1924,36.1,RUS
1924,24.7,RWA
1924,37.4,SAU
1924,33.1,SDN
1924,29.9,SEN
1924,36.7,SGP
1924,24.2,SLB
1924,32.0,SLE
1924,29.9,SLV
1924,,SMR
1924,36.0,SOM
1924,36.8,SRB
1924,40.5,SSD
1924,28.8,STP
1924,34.1,SUR
1924,46.0,
1924,40.3,SVN
1924,62.1,SWE
1924,33.8,SWZ
1924,52.3,SYC
1924,34.4,SYR
1924,36.5,TCD
1924,38.0,TGO
1924,31.6,THA
1924,32.6,TJK
1924,30.0,TKM
1924,38.1,TLS
1924,29.4,TON
1924,41.1,TTO
1924,31.9,TUN
1924,37.8,TUR
1924,,TUV
1924,39.9,TWN
1924,34.0,TZA
1924,28.2,UGA
1924,46.2,UKR
1924,32.7,URY
1924,58.6,USA
1924,35.9,UZB
1924,29.9,VCT
1924,34.1,VEN
1924,32.2,VNM
1924,27.0,VUT
1924,29.1,WSM
1924,29.1,YEM
1924,37.9,ZAF
1924,35.7,ZMB
1924,36.6,ZWE
1925,38.1,AFG
1925,37.4,AGO
1925,34.5,ALB
1925,,AND
1925,39.4,ARE
1925,53.7,ARG
1925,41.5,ARM
1925,37.1,ATG
1925,63.5,AUS
1925,53.0,AUT
1925,28.1,AZE
1925,28.9,BDI
1925,57.3,BEL
1925,38.1,BEN
1925,33.3,BFA
1925,23.5,BGD
1925,44.9,BGR
1925,35.1,BHR
1925,38.0,BHS
1925,37.6,BIH
1925,46.6,BLR
1925,35.2,BLZ
1925,31.1,BOL
1925,30.9,BRA
1925,36.6,BRB
1925,36.7,BRN
1925,34.4,BTN
1925,37.0,BWA
1925,37.0,CAF
1925,59.4,CAN
1925,60.0,CHE
1925,33.0,CHL
1925,32.0,CHN
1925,38.5,
1925,31.1,CMR
1925,35.6,
1925,32.9,
1925,34.6,COL
1925,34.6,COM
1925,37.9,CPV
1925,39.3,CRI
1925,42.5,CUB
1925,46.6,CYP
1925,52.6,CZE
1925,57.2,DEU
1925,37.2,DJI
1925,,DMA
1925,62.2,DNK
1925,35.4,DOM
1925,38.4,DZA
1925,34.3,ECU
1925,34.6,EGY
1925,32.7,ERI
1925,46.9,ESP
1925,54.9,EST
1925,29.7,ETH
1925,53.6,FIN
1925,29.0,FJI
1925,54.8,FRA
1925,25.4,
1925,38.0,GAB
1925,58.6,GBR
1925,39.3,GEO
1925,30.8,GHA
1925,34.6,GIN
1925,43.5,GMB
1925,28.9,GNB
1925,33.0,GNQ
1925,48.8,GRC
1925,41.8,GRD
1925,26.4,GTM
1925,35.3,GUY
1925,39.4,
1925,33.9,HND
1925,37.7,HRV
1925,32.4,HTI
1925,46.0,HUN
1925,30.0,IDN
1925,31.2,IND
1925,57.6,IRL
1925,25.6,IRN
1925,44.2,IRQ
1925,58.5,ISL
1925,35.0,ISR
1925,51.4,ITA
1925,39.3,JAM
1925,37.6,JOR
1925,44.7,JPN
1925,35.0,KAZ
1925,27.5,KEN
1925,30.6,
1925,38.9,KHM
1925,25.7,KIR
1925,,
1925,31.2,KOR
1925,30.9,KWT
1925,31.1,
1925,29.4,LBN
1925,34.6,LBR
1925,39.2,LBY
1925,31.2,
1925,41.6,LKA
1925,38.8,LSO
1925,52.5,LTU
1925,55.4,LUX
1925,52.9,LVA
1925,32.9,MAR
1925,,MCO
1925,33.6,MDA
1925,34.0,MDG
1925,31.3,MDV
1925,32.2,MEX
1925,,MHL
1925,37.3,MKD
1925,32.5,MLI
1925,52.4,MLT
1925,31.6,MMR
1925,43.2,MNE
1925,29.9,MNG
1925,39.0,MOZ
1925,38.0,MRT
1925,38.8,MUS
1925,29.3,MWI
1925,30.6,MYS
1925,40.5,NAM
1925,32.6,NER
1925,37.6,NGA
1925,29.4,NIC
1925,63.3,NLD
1925,62.7,NOR
1925,36.7,NPL
1925,,NRU
1925,58.7,NZL
1925,36.6,OMN
1925,32.2,PAK
1925,37.1,PAN
1925,32.8,PER
1925,31.1,PHL
1925,,PLW
1925,41.8,PNG
1925,48.0,POL
1925,31.2,
1925,35.9,PRT
1925,34.9,PRY
1925,36.0,
1925,35.1,QAT
1925,38.1,ROU
1925,35.2,RUS
1925,23.7,RWA
1925,37.5,SAU
1925,33.1,SDN
1925,29.6,SEN
1925,37.5,SGP
1925,24.2,SLB
1925,32.1,SLE
1925,30.0,SLV
1925,,SMR
1925,36.1,SOM
1925,37.5,SRB
1925,40.8,SSD
1925,28.7,STP
1925,34.1,SUR
1925,46.6,
1925,41.2,SVN
1925,62.7,SWE
1925,33.9,SWZ
1925,52.6,SYC
1925,34.5,SYR
1925,36.6,TCD
1925,38.2,TGO
1925,31.6,THA
1925,31.7,TJK
1925,29.1,TKM
1925,38.2,TLS
1925,29.4,TON
1925,41.8,TTO
1925,32.2,TUN
1925,37.9,TUR
1925,,TUV
1925,36.8,TWN
1925,34.1,TZA
1925,27.9,UGA
1925,45.3,UKR
1925,32.7,URY
1925,58.6,USA
1925,35.0,UZB
1925,30.8,VCT
1925,34.1,VEN
1925,32.2,VNM
1925,27.0,VUT
1925,29.1,WSM
1925,29.2,YEM
1925,38.0,ZAF
1925,35.7,ZMB
1925,36.7,ZWE
1926,38.3,AFG
1926,37.6,AGO
1926,34.5,ALB
1926,,AND
1926,39.5,ARE
1926,54.1,ARG
1926,44.7,ARM
1926,38.0,ATG
1926,63.2,AUS
1926,53.6,AUT
1926,30.4,AZE
1926,26.8,BDI
1926,57.1,BEL
1926,38.2,BEN
1926,33.4,BFA
1926,23.6,BGD
1926,45.1,BGR
1926,35.2,BHR
1926,38.8,BHS
1926,38.2,BIH
1926,50.0,BLR
1926,35.8,BLZ
1926,31.0,BOL
1926,30.9,BRA
1926,37.5,BRB
1926,37.3,BRN
1926,34.5,BTN
1926,37.0,BWA
1926,37.1,CAF
1926,58.1,CAN
1926,60.7,CHE
1926,34.0,CHL
1926,32.4,CHN
1926,38.6,
1926,31.1,CMR
1926,35.6,
1926,32.9,
1926,34.6,COL
1926,34.7,COM
1926,38.0,CPV
1926,40.0,CRI
1926,43.2,CUB
1926,46.6,CYP
1926,53.2,CZE
1926,57.6,DEU
1926,37.3,DJI
1926,,DMA
1926,61.9,DNK
1926,35.5,DOM
1926,37.7,DZA
1926,34.4,ECU
1926,34.7,EGY
1926,32.8,ERI
1926,47.7,ESP
1926,52.5,EST
1926,29.7,ETH
1926,54.0,FIN
1926,30.1,FJI
1926,54.5,FRA
1926,26.4,
1926,38.2,GAB
1926,59.8,GBR
1926,42.5,GEO
1926,31.4,GHA
1926,34.7,GIN
1926,43.8,GMB
1926,28.8,GNB
1926,33.1,GNQ
1926,49.4,GRC
1926,42.5,GRD
1926,26.4,GTM
1926,36.0,GUY
1926,40.3,
1926,33.9,HND
1926,38.4,HRV
1926,32.5,HTI
1926,46.9,HUN
1926,30.0,IDN
1926,31.8,IND
1926,57.8,IRL
1926,25.6,IRN
1926,44.5,IRQ
1926,61.1,ISL
1926,35.1,ISR
1926,51.0,ITA
1926,41.2,JAM
1926,37.7,JOR
1926,45.3,JPN
1926,38.4,KAZ
1926,27.2,KEN
1926,33.7,
1926,39.0,KHM
1926,25.8,KIR
1926,,
1926,32.0,KOR
1926,31.0,KWT
1926,31.1,
1926,29.4,LBN
1926,34.6,LBR
1926,39.3,LBY
1926,32.1,
1926,40.4,LKA
1926,38.9,LSO
1926,53.0,LTU
1926,54.0,LUX
1926,55.9,LVA
1926,32.9,MAR
1926,,MCO
1926,34.0,MDA
1926,34.1,MDG
1926,31.3,MDV
1926,34.3,MEX
1926,,MHL
1926,37.8,MKD
1926,32.6,MLI
1926,52.9,MLT
1926,31.6,MMR
1926,44.1,MNE
1926,29.9,MNG
1926,39.2,MOZ
1926,38.1,MRT
1926,37.5,MUS
1926,29.3,MWI
1926,30.6,MYS
1926,40.6,NAM
1926,32.6,NER
1926,37.7,NGA
1926,30.1,NIC
1926,63.1,NLD
1926,63.5,NOR
1926,36.8,NPL
1926,,NRU
1926,59.2,NZL
1926,36.7,OMN
1926,32.7,PAK
1926,37.3,PAN
1926,32.8,PER
1926,31.8,PHL
1926,,PLW
1926,41.9,PNG
1926,48.3,POL
1926,32.0,
1926,37.0,PRT
1926,34.9,PRY
1926,36.1,
1926,35.2,QAT
1926,38.6,ROU
1926,38.4,RUS
1926,22.8,RWA
1926,37.5,SAU
1926,33.2,SDN
1926,29.4,SEN
1926,38.2,SGP
1926,24.2,SLB
1926,32.3,SLE
1926,30.0,SLV
1926,,SMR
1926,36.2,SOM
1926,38.2,SRB
1926,41.1,SSD
1926,28.7,STP
1926,35.1,SUR
1926,47.3,
1926,42.2,SVN
1926,62.9,SWE
1926,33.9,SWZ
1926,52.9,SYC
1926,34.5,SYR
1926,36.7,TCD
1926,38.3,TGO
1926,31.6,THA
1926,34.9,TJK
1926,32.2,TKM
1926,38.4,TLS
1926,30.6,TON
1926,42.5,TTO
1926,32.5,TUN
1926,37.9,TUR
1926,,TUV
1926,39.8,TWN
1926,34.1,TZA
1926,27.7,UGA
1926,48.8,UKR
1926,34.0,URY
1926,58.0,USA
1926,38.3,UZB
1926,31.7,VCT
1926,34.1,VEN
1926,32.2,VNM
1926,27.1,VUT
1926,29.2,WSM
1926,29.3,YEM
1926,38.1,ZAF
1926,35.8,ZMB
1926,36.7,ZWE
1927,38.4,AFG
1927,37.8,AGO
1927,34.5,ALB
1927,,AND
1927,39.7,ARE
1927,54.4,ARG
1927,44.0,ARM
1927,38.8,ATG
1927,63.2,AUS
1927,54.1,AUT
1927,29.7,AZE
1927,25.3,BDI
1927,57.4,BEL
1927,38.4,BEN
1927,33.4,BFA
1927,24.3,BGD
1927,45.9,BGR
1927,35.3,BHR
1927,39.6,BHS
1927,38.7,BIH
1927,49.1,BLR
1927,36.4,BLZ
1927,31.0,BOL
1927,30.9,BRA
1927,38.3,BRB
1927,37.9,BRN
1927,34.6,BTN
1927,37.1,BWA
1927,37.2,CAF
1927,58.8,CAN
1927,60.1,CHE
1927,35.0,CHL
1927,25.6,CHN
1927,38.7,
1927,31.2,CMR
1927,35.7,
1927,32.9,
1927,34.7,COL
1927,34.7,COM
1927,38.0,CPV
1927,40.8,CRI
1927,43.8,CUB
1927,46.6,CYP
1927,53.8,CZE
1927,58.0,DEU
1927,37.4,DJI
1927,,DMA
1927,61.4,DNK
1927,35.6,DOM
1927,32.3,DZA
1927,34.4,ECU
1927,34.7,EGY
1927,32.8,ERI
1927,48.5,ESP
1927,50.1,EST
1927,29.7,ETH
1927,52.0,FIN
1927,31.3,FJI
1927,56.2,FRA
1927,27.4,
1927,38.3,GAB
1927,59.1,GBR
1927,41.9,GEO
1927,32.1,GHA
1927,34.8,GIN
1927,44.1,GMB
1927,28.8,GNB
1927,33.2,GNQ
1927,50.1,GRC
1927,43.3,GRD
1927,26.4,GTM
1927,36.6,GUY
1927,41.3,
1927,33.9,HND
1927,39.1,HRV
1927,32.5,HTI
1927,47.7,HUN
1927,30.0,IDN
1927,32.4,IND
1927,58.0,IRL
1927,25.6,IRN
1927,44.7,IRQ
1927,58.4,ISL
1927,35.1,ISR
1927,52.6,ITA
1927,39.9,JAM
1927,37.8,JOR
1927,45.9,JPN
1927,37.7,KAZ
1927,26.9,KEN
1927,33.0,
1927,39.0,KHM
1927,25.8,KIR
1927,,
1927,32.8,KOR
1927,31.1,KWT
1927,31.1,
1927,29.4,LBN
1927,34.7,LBR
1927,39.5,LBY
1927,32.9,
1927,43.7,LKA
1927,39.0,LSO
1927,53.6,LTU
1927,56.5,LUX
1927,54.2,LVA
1927,32.9,MAR
1927,,MCO
1927,34.4,MDA
1927,34.1,MDG
1927,31.2,MDV
1927,40.4,MEX
1927,,MHL
1927,38.3,MKD
1927,32.7,MLI
1927,53.3,MLT
1927,31.6,MMR
1927,45.0,MNE
1927,29.9,MNG
1927,39.3,MOZ
1927,38.2,MRT
1927,37.7,MUS
1927,29.3,MWI
1927,30.6,MYS
1927,40.8,NAM
1927,32.6,NER
1927,37.8,NGA
1927,30.7,NIC
1927,62.7,NLD
1927,63.1,NOR
1927,36.9,NPL
1927,,NRU
1927,59.6,NZL
1927,36.8,OMN
1927,33.2,PAK
1927,37.6,PAN
1927,32.7,PER
1927,32.5,PHL
1927,,PLW
1927,42.1,PNG
1927,48.6,POL
1927,32.8,
1927,38.0,PRT
1927,34.9,PRY
1927,36.2,
1927,35.3,QAT
1927,39.1,ROU
1927,37.5,RUS
1927,30.1,RWA
1927,37.6,SAU
1927,33.2,SDN
1927,29.2,SEN
1927,39.0,SGP
1927,24.2,SLB
1927,32.3,SLE
1927,30.0,SLV
1927,,SMR
1927,36.4,SOM
1927,38.9,SRB
1927,41.3,SSD
1927,28.6,STP
1927,36.0,SUR
1927,47.9,
1927,43.1,SVN
1927,61.7,SWE
1927,33.9,SWZ
1927,53.2,SYC
1927,34.6,SYR
1927,36.8,TCD
1927,38.4,TGO
1927,31.7,THA
1927,34.2,TJK
1927,31.5,TKM
1927,38.6,TLS
1927,31.9,TON
1927,43.2,TTO
1927,32.9,TUN
1927,38.0,TUR
1927,,TUV
1927,42.7,TWN
1927,34.1,TZA
1927,27.4,UGA
1927,47.9,UKR
1927,35.3,URY
1927,59.5,USA
1927,37.6,UZB
1927,32.6,VCT
1927,34.4,VEN
1927,32.2,VNM
1927,27.1,VUT
1927,29.3,WSM
1927,29.4,YEM
1927,38.2,ZAF
1927,35.9,ZMB
1927,36.8,ZWE
1928,38.6,AFG
1928,37.9,AGO
1928,34.5,ALB
1928,,AND
1928,39.8,ARE
1928,54.8,ARG
1928,45.5,ARM
1928,39.6,ATG
1928,63.2,AUS
1928,54.7,AUT
1928,30.7,AZE
1928,26.9,BDI
1928,57.7,BEL
1928,38.5,BEN
1928,33.5,BFA
1928,25.0,BGD
1928,46.6,BGR
1928,35.4,BHR
1928,40.4,BHS
1928,39.3,BIH
1928,50.8,BLR
1928,36.9,BLZ
1928,30.9,BOL
1928,30.9,BRA
1928,39.2,BRB
1928,38.6,BRN
1928,34.7,BTN
1928,37.2,BWA
1928,37.4,CAF
1928,58.7,CAN
1928,60.5,CHE
1928,35.3,CHL
1928,33.1,CHN
1928,38.9,
1928,31.2,CMR
1928,35.8,
1928,32.9,
1928,34.7,COL
1928,34.8,COM
1928,38.1,CPV
1928,41.5,CRI
1928,44.5,CUB
1928,46.5,CYP
1928,54.3,CZE
1928,58.4,DEU
1928,37.6,DJI
1928,,DMA
1928,62.1,DNK
1928,35.7,DOM
1928,36.5,DZA
1928,34.4,ECU
1928,32.3,EGY
1928,32.9,ERI
1928,48.6,ESP
1928,53.0,EST
1928,29.7,ETH
1928,53.9,FIN
1928,32.5,FJI
1928,55.9,FRA
1928,28.4,
1928,38.4,GAB
1928,60.1,GBR
1928,43.4,GEO
1928,32.7,GHA
1928,34.8,GIN
1928,44.4,GMB
1928,28.7,GNB
1928,33.2,GNQ
1928,48.0,GRC
1928,44.0,GRD
1928,26.4,GTM
1928,37.3,GUY
1928,42.2,
1928,33.9,HND
1928,39.9,HRV
1928,32.6,HTI
1928,48.5,HUN
1928,30.5,IDN
1928,33.0,IND
1928,58.1,IRL
1928,25.6,IRN
1928,44.9,IRQ
1928,62.1,ISL
1928,35.2,ISR
1928,52.8,ITA
1928,42.1,JAM
1928,37.9,JOR
1928,46.2,JPN
1928,39.3,KAZ
1928,27.2,KEN
1928,34.5,
1928,39.1,KHM
1928,25.8,KIR
1928,,
1928,33.6,KOR
1928,31.2,KWT
1928,31.1,
1928,29.4,LBN
1928,34.8,LBR
1928,39.6,LBY
1928,33.7,
1928,39.6,LKA
1928,39.1,LSO
1928,54.2,LTU
1928,56.0,LUX
1928,54.9,LVA
1928,32.9,MAR
1928,,MCO
1928,34.9,MDA
1928,34.2,MDG
1928,31.2,MDV
1928,34.6,MEX
1928,,MHL
1928,38.8,MKD
1928,32.8,MLI
1928,53.7,MLT
1928,31.7,MMR
1928,46.0,MNE
1928,29.8,MNG
1928,39.5,MOZ
1928,38.3,MRT
1928,34.3,MUS
1928,29.3,MWI
1928,30.6,MYS
1928,40.9,NAM
1928,32.7,NER
1928,38.0,NGA
1928,31.4,NIC
1928,63.8,NLD
1928,63.6,NOR
1928,37.0,NPL
1928,,NRU
1928,60.1,NZL
1928,36.9,OMN
1928,33.8,PAK
1928,37.9,PAN
1928,32.7,PER
1928,33.2,PHL
1928,,PLW
1928,42.3,PNG
1928,48.9,POL
1928,33.6,
1928,39.1,PRT
1928,34.9,PRY
1928,36.3,
1928,35.3,QAT
1928,39.6,ROU
1928,38.9,RUS
1928,24.6,RWA
1928,37.8,SAU
1928,33.3,SDN
1928,29.6,SEN
1928,39.8,SGP
1928,24.1,SLB
1928,32.2,SLE
1928,30.0,SLV
1928,,SMR
1928,36.5,SOM
1928,39.6,SRB
1928,41.6,SSD
1928,28.6,STP
1928,36.9,SUR
1928,48.5,
1928,44.0,SVN
1928,62.4,SWE
1928,33.9,SWZ
1928,53.5,SYC
1928,34.6,SYR
1928,36.9,TCD
1928,38.5,TGO
1928,31.7,THA
1928,35.8,TJK
1928,33.0,TKM
1928,38.8,TLS
1928,33.2,TON
1928,43.9,TTO
1928,33.2,TUN
1928,38.0,TUR
1928,,TUV
1928,43.5,TWN
1928,34.2,TZA
1928,27.8,UGA
1928,49.6,UKR
1928,36.6,URY
1928,58.4,USA
1928,39.1,UZB
1928,33.5,VCT
1928,34.6,VEN
1928,32.2,VNM
1928,27.2,VUT
1928,29.3,WSM
1928,29.5,YEM
1928,38.3,ZAF
1928,35.9,ZMB
1928,36.8,ZWE
1929,38.8,AFG
1929,38.1,AGO
1929,34.5,ALB
1929,,AND
1929,40.0,ARE
1929,55.2,ARG
1929,44.3,ARM
1929,40.5,ATG
1929,63.4,AUS
1929,55.3,AUT
1929,29.6,AZE
1929,26.9,BDI
1929,55.2,BEL
1929,38.6,BEN
1929,33.6,BFA
1929,25.6,BGD
1929,47.4,BGR
1929,35.5,BHR
1929,41.2,BHS
1929,39.8,BIH
1929,48.8,BLR
1929,37.5,BLZ
1929,30.9,BOL
1929,30.8,BRA
1929,40.1,BRB
1929,39.2,BRN
1929,34.8,BTN
1929,37.2,BWA
1929,37.5,CAF
1929,58.1,CAN
1929,60.2,CHE
1929,35.6,CHL
1929,29.9,CHN
1929,39.0,
1929,31.3,CMR
1929,35.9,
1929,33.0,
1929,34.8,COL
1929,34.8,COM
1929,38.2,CPV
1929,42.3,CRI
1929,45.2,CUB
1929,46.5,CYP
1929,54.9,CZE
1929,58.8,DEU
1929,37.7,DJI
1929,,DMA
1929,62.2,DNK
1929,35.8,DOM
1929,36.8,DZA
1929,34.4,ECU
1929,32.2,EGY
1929,32.9,ERI
1929,49.5,ESP
1929,51.6,EST
1929,29.7,ETH
1929,51.4,FIN
1929,33.6,FJI
1929,54.7,FRA
1929,29.4,
1929,38.6,GAB
1929,57.8,GBR
1929,42.1,GEO
1929,33.4,GHA
1929,34.9,GIN
1929,44.6,GMB
1929,28.6,GNB
1929,33.3,GNQ
1929,52.0,GRC
1929,44.8,GRD
1929,26.4,GTM
1929,38.0,GUY
1929,43.1,
1929,33.9,HND
1929,40.6,HRV
1929,32.7,HTI
1929,49.3,HUN
1929,31.0,IDN
1929,33.6,IND
1929,58.2,IRL
1929,25.6,IRN
1929,45.2,IRQ
1929,60.9,ISL
1929,35.3,ISR
1929,52.4,ITA
1929,43.5,JAM
1929,38.0,JOR
1929,46.6,JPN
1929,38.1,KAZ
1929,27.5,KEN
1929,33.3,
1929,39.2,KHM
1929,25.8,KIR
1929,,
1929,34.4,KOR
1929,31.3,KWT
1929,31.1,
1929,29.4,LBN
1929,34.8,LBR
1929,39.7,LBY
1929,34.5,
1929,39.4,LKA
1929,39.3,LSO
1929,54.8,LTU
1929,53.4,LUX
1929,52.9,LVA
1929,32.9,MAR
1929,,MCO
1929,35.3,MDA
1929,34.3,MDG
1929,31.2,MDV
1929,35.5,MEX
1929,,MHL
1929,39.2,MKD
1929,32.9,MLI
1929,54.2,MLT
1929,31.7,MMR
1929,47.0,MNE
1929,29.8,MNG
1929,39.6,MOZ
1929,38.4,MRT
1929,31.9,MUS
1929,29.3,MWI
1929,30.6,MYS
1929,41.0,NAM
1929,32.7,NER
1929,38.1,NGA
1929,32.0,NIC
1929,62.3,NLD
1929,62.7,NOR
1929,37.0,NPL
1929,,NRU
1929,60.5,NZL
1929,36.9,OMN
1929,34.3,PAK
1929,38.1,PAN
1929,32.6,PER
1929,33.9,PHL
1929,,PLW
1929,42.5,PNG
1929,49.2,POL
1929,34.4,
1929,40.2,PRT
1929,34.9,PRY
1929,36.3,
1929,35.4,QAT
1929,40.1,ROU
1929,37.4,RUS
1929,22.7,RWA
1929,37.9,SAU
1929,33.3,SDN
1929,30.0,SEN
1929,40.6,SGP
1929,24.1,SLB
1929,32.2,SLE
1929,30.1,SLV
1929,,SMR
1929,36.6,SOM
1929,40.3,SRB
1929,41.8,SSD
1929,28.6,STP
1929,37.9,SUR
1929,49.2,
1929,45.0,SVN
1929,62.5,SWE
1929,34.0,SWZ
1929,53.8,SYC
1929,34.7,SYR
1929,37.0,TCD
1929,38.7,TGO
1929,31.7,THA
1929,34.5,TJK
1929,31.7,TKM
1929,38.9,TLS
1929,34.4,TON
1929,44.6,TTO
1929,33.5,TUN
1929,38.1,TUR
1929,,TUV
1929,44.2,TWN
1929,34.2,TZA
1929,28.1,UGA
1929,47.6,UKR
1929,37.9,URY
1929,58.6,USA
1929,37.9,UZB
1929,34.4,VCT
1929,34.8,VEN
1929,32.2,VNM
1929,27.2,VUT
1929,29.4,WSM
1929,29.6,YEM
1929,38.3,ZAF
1929,36.0,ZMB
1929,36.9,ZWE
1930,39.0,AFG
1930,38.3,AGO
1930,35.3,ALB
1930,,AND
1930,40.1,ARE
1930,55.5,ARG
1930,43.6,ARM
1930,41.3,ATG
1930,65.2,AUS
1930,55.8,AUT
1930,28.9,AZE
1930,32.6,BDI
1930,57.4,BEL
1930,38.8,BEN
1930,33.6,BFA
1930,26.3,BGD
1930,48.1,BGR
1930,35.6,BHR
1930,42.0,BHS
1930,40.3,BIH
1930,48.8,BLR
1930,38.1,BLZ
1930,30.9,BOL
1930,30.8,BRA
1930,41.0,BRB
1930,39.8,BRN
1930,34.9,BTN
1930,37.3,BWA
1930,37.6,CAF
1930,59.1,CAN
1930,61.5,CHE
1930,35.9,CHL
1930,33.8,CHN
1930,39.1,
1930,31.3,CMR
1930,35.9,
1930,33.0,
1930,34.8,COL
1930,34.9,COM
1930,38.3,CPV
1930,43.0,CRI
1930,45.9,CUB
1930,46.5,CYP
1930,55.4,CZE
1930,59.2,DEU
1930,37.8,DJI
1930,,DMA
1930,62.5,DNK
1930,35.9,DOM
1930,38.4,DZA
1930,34.5,ECU
1930,37.3,EGY
1930,33.0,ERI
1930,49.3,ESP
1930,54.8,EST
1930,29.7,ETH
1930,54.6,FIN
1930,34.8,FJI
1930,57.4,FRA
1930,30.4,
1930,38.7,GAB
1930,61.0,GBR
1930,41.5,GEO
1930,34.0,GHA
1930,35.0,GIN
1930,44.9,GMB
1930,28.6,GNB
1930,33.3,GNQ
1930,52.2,GRC
1930,45.5,GRD
1930,26.4,GTM
1930,38.6,GUY
1930,44.0,
1930,33.9,HND
1930,41.3,HRV
1930,32.7,HTI
1930,50.1,HUN
1930,31.5,IDN
1930,34.2,IND
1930,58.4,IRL
1930,25.6,IRN
1930,45.4,IRQ
1930,60.5,ISL
1930,35.3,ISR
1930,55.3,ITA
1930,45.9,JAM
1930,38.1,JOR
1930,46.9,JPN
1930,37.4,KAZ
1930,27.9,KEN
1930,32.6,
1930,39.2,KHM
1930,25.8,KIR
1930,,
1930,35.1,KOR
1930,31.4,KWT
1930,31.0,
1930,29.4,LBN
1930,34.9,LBR
1930,39.8,LBY
1930,35.4,
1930,40.3,LKA
1930,39.4,LSO
1930,55.4,LTU
1930,57.5,LUX
1930,56.0,LVA
1930,32.9,MAR
1930,,MCO
1930,35.7,MDA
1930,34.4,MDG
1930,31.1,MDV
1930,36.3,MEX
1930,,MHL
1930,39.7,MKD
1930,33.0,MLI
1930,54.6,MLT
1930,31.7,MMR
1930,47.9,MNE
