pop,ISO3
20.5M,GIN
4.06M,GMB
3.02M,GNB
2.45M,GNQ
9.6M,GRC
135k,GRD
22.8M,GTM
875k,GUY
7.28M,
13.3M,HND
,
3.57M,HRV
14.1M,HTI
9.2M,HUN
309M,IDN
1.62B,IND
5.56M,IRL
96.8M,IRN
64.9M,IRQ
405k,ISL
11.7M,ISR
55M,ITA
2.68M,JAM
13.7M,JOR
110M,JPN
23.5M,KAZ
75.9M,KEN
8.55M,
19.5M,KHM
171k,KIR
48k,
49M,KOR
4.96M,KWT
9.22M,
4.77M,LBN
7.73M,LBR
8.12M,LBY
183k,
42.1k,LIE
22.2M,LKA
2.74M,LSO
2.34M,LTU
749k,LUX
1.54M,LVA
43.2M,MAR
36.5k,MCO
3.07M,MDA
44.3M,MDG
545k,MDV
142M,MEX
48.8k,MHL
2M,MKD
38.6M,MLI
536k,MLT
59.3M,MMR
605k,MNE
4.17M,MNG
52.9M,MOZ
7.5M,MRT
1.28M,MUS
31.7M,MWI
39.5M,MYS
3.39M,NAM
51.2M,NER
327M,NGA
8.55M,NIC
18.1M,NLD
6.12M,NOR
35.8M,NPL
14.2k,NRU
5.79M,NZL
5.75M,OMN
327M,PAK
5.4M,PAN
40M,PER
146M,PHL
17.3k,PLW
13.5M,PNG
36.8M,POL
26.4M,
9.69M,PRT
8.14M,PRY
7.7M,
3.12M,QAT
18.2M,ROU
137M,RUS
20.1M,RWA
45.3M,SAU
71.8M,SDN
27.1M,SEN
6.41M,SGP
1.05M,SLB
12.1M,SLE
6.69M,SLV
33k,SMR
29.8M,SOM
6.26M,SRB
15.4M,SSD
322k,STP
703k,SUR
5.38M,
2.06M,SVN
11.5M,SWE
1.51M,SWZ
115k,SYC
35.5M,SYR
29.9M,TCD
13.2M,TGO
70.7M,THA
13.6M,TJK
7.76M,TKM
1.68M,TLS
124k,TON
1.53M,TTO
13.8M,TUN
93.4M,TUR
12.6k,TUV
23.5M,TWN
107M,TZA
74.5M,UGA
35.4M,UKR
3.4M,URY
368M,USA
42.4M,UZB
104k,VCT
34.6M,VEN
106M,VNM
491k,VUT
287k,WSM
48.6M,YEM
70.2M,ZAF
31.6M,ZMB
23.3M,ZWE
64.6M,AFG
60.9M,AGO
2.62M,ALB
82.1k,AND
10.8M,ARE
50.4M,ARG
2.66M,ARM
99.8k,ATG
30.7M,AUS
9.03M,AUT
11M,AZE
20.8M,BDI
12.1M,BEL
21.5M,BEN
35.4M,BFA
198M,BGD
5.62M,BGR
1.72M,BHR
449k,BHS
2.9M,BIH
8.72M,BLR
509k,BLZ
15.5M,BOL
231M,BRA
277k,BRB
495k,BRN
865k,BTN
3.43M,BWA
9.76M,CAF
44.3M,CAN
9.55M,CHE
20.6M,CHL
1.37B,CHN
44.3M,
44.2M,CMR
179M,
9.05M,
56.5M,COL
1.14M,COM
699k,CPV
5.67M,CRI
10.5M,CUB
1.37M,CYP
10.5M,CZE
80.8M,DEU
1.42M,DJI
75.5k,DMA
6.34M,DNK
12.8M,DOM
56M,DZA
21.4M,ECU
147M,EGY
5.31M,ERI
45.8M,ESP
1.22M,EST
189M,ETH
5.52M,FIN
1.06M,FJI
66.2M,FRA
132k,
3.37M,GAB
70.9M,GBR
3.5M,GEO
47M,GHA
20.9M,GIN
4.13M,GMB
3.07M,GNB
2.49M,GNQ
9.55M,GRC
135k,GRD
23M,GTM
876k,GUY
7.25M,
13.4M,HND
,
3.55M,HRV
14.2M,HTI
9.16M,HUN
311M,IDN
1.63B,IND
5.58M,IRL
97.1M,IRN
66M,IRQ
405k,ISL
11.8M,ISR
54.7M,ITA
2.66M,JAM
13.9M,JOR
110M,JPN
23.7M,KAZ
77M,KEN
8.65M,
19.6M,KHM
173k,KIR
47.9k,
48.7M,KOR
5M,KWT
9.29M,
4.79M,LBN
7.86M,LBR
8.17M,LBY
182k,
42.2k,LIE
22.2M,LKA
2.76M,LSO
2.32M,LTU
753k,LUX
1.53M,LVA
43.5M,MAR
36.6k,MCO
3.06M,MDA
45.1M,MDG
548k,MDV
142M,MEX
49.1k,MHL
1.99M,MKD
39.6M,MLI
535k,MLT
59.4M,MMR
603k,MNE
4.21M,MNG
54M,MOZ
7.66M,MRT
1.28M,MUS
32.3M,MWI
39.7M,MYS
3.43M,NAM
52.8M,NER
332M,NGA
8.62M,NIC
18.1M,NLD
6.15M,NOR
36M,NPL
14.2k,NRU
5.81M,NZL
5.82M,OMN
332M,PAK
5.44M,PAN
40.2M,PER
148M,PHL
17.2k,PLW
13.7M,PNG
36.6M,POL
26.3M,
9.65M,PRT
8.2M,PRY
7.83M,
3.14M,QAT
18.1M,ROU
136M,RUS
20.4M,RWA
45.7M,SAU
73.2M,SDN
27.7M,SEN
6.41M,SGP
1.07M,SLB
12.3M,SLE
6.69M,SLV
33k,SMR
30.5M,SOM
6.21M,SRB
15.6M,SSD
327k,STP
706k,SUR
5.36M,
2.05M,SVN
11.5M,SWE
1.53M,SWZ
115k,SYC
35.9M,SYR
30.6M,TCD
13.4M,TGO
70.5M,THA
13.7M,TJK
7.82M,TKM
1.7M,TLS
125k,TON
1.53M,TTO
13.9M,TUN
93.7M,TUR
12.7k,TUV
23.4M,TWN
110M,TZA
76M,UGA
35.1M,UKR
3.4M,URY
369M,USA
42.8M,UZB
104k,VCT
34.8M,VEN
106M,VNM
501k,VUT
291k,WSM
49.3M,YEM
70.6M,ZAF
32.3M,ZMB
23.6M,ZWE
65.8M,AFG
62.3M,AGO
2.61M,ALB
82k,AND
10.9M,ARE
50.6M,ARG
2.65M,ARM
99.8k,ATG
30.9M,AUS
9.02M,AUT
11M,AZE
21.2M,BDI
12.1M,BEL
22M,BEN
36M,BFA
199M,BGD
5.56M,BGR
1.74M,BHR
449k,BHS
2.88M,BIH
8.68M,BLR
513k,BLZ
15.7M,BOL
231M,BRA
276k,BRB
496k,BRN
868k,BTN
3.46M,BWA
9.99M,CAF
44.5M,CAN
9.58M,CHE
20.7M,CHL
1.36B,CHN
45.2M,
45.1M,CMR
184M,
9.22M,
56.7M,COL
1.15M,COM
703k,CPV
5.68M,CRI
10.5M,CUB
1.37M,CYP
10.5M,CZE
80.6M,DEU
1.43M,DJI
75.4k,DMA
6.35M,DNK
12.9M,DOM
56.5M,DZA
21.5M,ECU
149M,EGY
5.4M,ERI
45.6M,ESP
1.21M,EST
192M,ETH
5.52M,FIN
1.07M,FJI
66.1M,FRA
133k,
3.42M,GAB
71.1M,GBR
3.49M,GEO
47.6M,GHA
21.3M,GIN
4.2M,GMB
3.12M,GNB
2.53M,GNQ
9.5M,GRC
135k,GRD
23.2M,GTM
877k,GUY
7.22M,
13.5M,HND
,
3.52M,HRV
14.3M,HTI
9.11M,HUN
312M,IDN
1.63B,IND
5.6M,IRL
97.4M,IRN
67.1M,IRQ
406k,ISL
12M,ISR
54.5M,ITA
2.65M,JAM
14M,JOR
109M,JPN
24M,KAZ
78M,KEN
8.75M,
19.7M,KHM
175k,KIR
47.8k,
48.4M,KOR
5.03M,KWT
9.36M,
4.81M,LBN
7.99M,LBR
8.23M,LBY
182k,
42.2k,LIE
22.2M,LKA
2.78M,LSO
2.31M,LTU
757k,LUX
1.52M,LVA
43.7M,MAR
36.7k,MCO
3.05M,MDA
45.9M,MDG
551k,MDV
142M,MEX
49.4k,MHL
1.98M,MKD
40.6M,MLI
533k,MLT
59.5M,MMR
601k,MNE
4.25M,MNG
55.2M,MOZ
7.82M,MRT
1.27M,MUS
32.9M,MWI
39.9M,MYS
3.48M,NAM
54.5M,NER
338M,NGA
8.68M,NIC
18.1M,NLD
6.18M,NOR
36.2M,NPL
14.3k,NRU
5.83M,NZL
5.88M,OMN
337M,PAK
5.48M,PAN
40.5M,PER
149M,PHL
17.2k,PLW
13.9M,PNG
36.4M,POL
26.3M,
9.61M,PRT
8.25M,PRY
7.96M,
3.17M,QAT
18M,ROU
136M,RUS
20.7M,RWA
46.1M,SAU
74.6M,SDN
28.3M,SEN
6.41M,SGP
1.09M,SLB
12.5M,SLE
6.69M,SLV
32.9k,SMR
31.3M,SOM
6.15M,SRB
15.9M,SSD
332k,STP
709k,SUR
5.34M,
2.05M,SVN
11.6M,SWE
1.54M,SWZ
116k,SYC
36.2M,SYR
31.4M,TCD
13.7M,TGO
70.2M,THA
13.9M,TJK
7.89M,TKM
1.71M,TLS
126k,TON
1.52M,TTO
14M,TUN
94.1M,TUR
12.7k,TUV
23.3M,TWN
112M,TZA
77.4M,UGA
34.9M,UKR
3.39M,URY
370M,USA
43.2M,UZB
104k,VCT
35M,VEN
106M,VNM
510k,VUT
295k,WSM
50.1M,YEM
71M,ZAF
32.9M,ZMB
24M,ZWE
67M,AFG
63.7M,AGO
2.59M,ALB
81.9k,AND
11M,ARE
50.8M,ARG
2.64M,ARM
99.8k,ATG
31.1M,AUS
9.01M,AUT
11M,AZE
21.7M,BDI
12.1M,BEL
22.4M,BEN
36.7M,BFA
200M,BGD
5.51M,BGR
1.75M,BHR
450k,BHS
2.86M,BIH
8.64M,BLR
517k,BLZ
15.8M,BOL
231M,BRA
275k,BRB
497k,BRN
869k,BTN
3.49M,BWA
10.2M,CAF
44.7M,CAN
9.61M,CHE
20.7M,CHL
1.36B,CHN
46.1M,
45.9M,CMR
189M,
9.38M,
56.7M,COL
1.16M,COM
707k,CPV
5.68M,CRI
10.4M,CUB
1.37M,CYP
10.5M,CZE
80.4M,DEU
1.44M,DJI
75.3k,DMA
6.37M,DNK
12.9M,DOM
57M,DZA
21.6M,ECU
151M,EGY
5.48M,ERI
45.4M,ESP
1.21M,EST
195M,ETH
5.51M,FIN
1.07M,FJI
66.1M,FRA
133k,
3.47M,GAB
71.2M,GBR
3.47M,GEO
48.3M,GHA
21.6M,GIN
4.27M,GMB
3.17M,GNB
2.56M,GNQ
9.46M,GRC
135k,GRD
23.4M,GTM
878k,GUY
7.19M,
13.6M,HND
,
3.49M,HRV
14.5M,HTI
9.07M,HUN
313M,IDN
1.64B,IND
5.62M,IRL
97.7M,IRN
68.2M,IRQ
407k,ISL
12.1M,ISR
54.2M,ITA
2.63M,JAM
14.2M,JOR
108M,JPN
24.2M,KAZ
79.1M,KEN
8.86M,
19.8M,KHM
177k,KIR
47.7k,
48.1M,KOR
5.06M,KWT
9.42M,
4.84M,LBN
8.12M,LBR
8.28M,LBY
182k,
42.3k,LIE
22.2M,LKA
2.8M,LSO
2.29M,LTU
761k,LUX
1.5M,LVA
43.9M,MAR
36.9k,MCO
3.04M,MDA
46.7M,MDG
554k,MDV
143M,MEX
49.7k,MHL
1.97M,MKD
41.5M,MLI
532k,MLT
59.6M,MMR
599k,MNE
4.29M,MNG
56.3M,MOZ
7.97M,MRT
1.26M,MUS
33.5M,MWI
40.1M,MYS
3.52M,NAM
56.2M,NER
344M,NGA
8.75M,NIC
18M,NLD
6.21M,NOR
36.4M,NPL
14.4k,NRU
5.85M,NZL
5.94M,OMN
341M,PAK
5.52M,PAN
40.7M,PER
150M,PHL
17.1k,PLW
14M,PNG
36.2M,POL
26.2M,
9.56M,PRT
8.3M,PRY
8.1M,
3.2M,QAT
18M,ROU
136M,RUS
21.1M,RWA
46.4M,SAU
76M,SDN
28.9M,SEN
6.4M,SGP
1.11M,SLB
12.6M,SLE
6.68M,SLV
32.8k,SMR
32M,SOM
6.1M,SRB
16.1M,SSD
337k,STP
712k,SUR
5.32M,
2.04M,SVN
11.6M,SWE
1.56M,SWZ
116k,SYC
36.6M,SYR
32.1M,TCD
13.9M,TGO
69.9M,THA
14.1M,TJK
7.95M,TKM
1.73M,TLS
127k,TON
1.52M,TTO
14M,TUN
94.4M,TUR
12.8k,TUV
23.2M,TWN
115M,TZA
78.9M,UGA
34.6M,UKR
3.39M,URY
371M,USA
43.6M,UZB
103k,VCT
35.1M,VEN
107M,VNM
520k,VUT
298k,WSM
50.9M,YEM
71.4M,ZAF
33.6M,ZMB
24.4M,ZWE
68.2M,AFG
65.1M,AGO
2.57M,ALB
81.7k,AND
11.1M,ARE
50.9M,ARG
2.63M,ARM
99.7k,ATG
31.3M,AUS
9M,AUT
11M,AZE
22.1M,BDI
12.1M,BEL
22.9M,BEN
37.3M,BFA
201M,BGD
5.45M,BGR
1.76M,BHR
450k,BHS
2.84M,BIH
8.61M,BLR
521k,BLZ
16M,BOL
231M,BRA
274k,BRB
498k,BRN
871k,BTN
3.53M,BWA
10.4M,CAF
44.9M,CAN
9.64M,CHE
20.7M,CHL
1.35B,CHN
46.9M,
46.8M,CMR
193M,
9.55M,
56.8M,COL
1.18M,COM
711k,CPV
5.69M,CRI
10.3M,CUB
1.38M,CYP
10.5M,CZE
80.2M,DEU
1.45M,DJI
75.1k,DMA
6.38M,DNK
13M,DOM
57.5M,DZA
21.7M,ECU
152M,EGY
5.56M,ERI
45.3M,ESP
1.2M,EST
198M,ETH
5.5M,FIN
1.07M,FJI
66.1M,FRA
134k,
3.52M,GAB
71.3M,GBR
3.46M,GEO
49M,GHA
22M,GIN
4.34M,GMB
3.22M,GNB
2.6M,GNQ
9.41M,GRC
136k,GRD
23.6M,GTM
879k,GUY
7.16M,
13.7M,HND
,
3.47M,HRV
14.6M,HTI
9.03M,HUN
314M,IDN
1.65B,IND
5.64M,IRL
98M,IRN
69.2M,IRQ
407k,ISL
12.3M,ISR
53.9M,ITA
2.61M,JAM
14.3M,JOR
107M,JPN
24.5M,KAZ
80.2M,KEN
8.95M,
19.9M,KHM
179k,KIR
47.6k,
47.7M,KOR
5.08M,KWT
9.49M,
4.86M,LBN
8.25M,LBR
8.33M,LBY
181k,
42.3k,LIE
22.1M,LKA
2.82M,LSO
2.27M,LTU
765k,LUX
1.49M,LVA
44.1M,MAR
37k,MCO
3.03M,MDA
47.5M,MDG
557k,MDV
143M,MEX
50k,MHL
1.96M,MKD
42.5M,MLI
530k,MLT
59.7M,MMR
597k,MNE
4.33M,MNG
57.4M,MOZ
8.13M,MRT
1.26M,MUS
34.1M,MWI
40.2M,MYS
3.57M,NAM
57.9M,NER
350M,NGA
8.81M,NIC
18M,NLD
6.24M,NOR
36.6M,NPL
14.5k,NRU
5.87M,NZL
6.01M,OMN
346M,PAK
5.56M,PAN
41M,PER
152M,PHL
17k,PLW
14.2M,PNG
36M,POL
26.2M,
9.51M,PRT
8.36M,PRY
8.23M,
3.23M,QAT
17.9M,ROU
135M,RUS
21.4M,RWA
46.8M,SAU
77.4M,SDN
29.5M,SEN
6.39M,SGP
1.13M,SLB
12.8M,SLE
6.68M,SLV
32.7k,SMR
32.7M,SOM
6.04M,SRB
16.3M,SSD
342k,STP
714k,SUR
5.3M,
2.04M,SVN
11.7M,SWE
1.58M,SWZ
116k,SYC
36.9M,SYR
32.8M,TCD
14.2M,TGO
69.6M,THA
14.3M,TJK
8.01M,TKM
1.74M,TLS
128k,TON
1.51M,TTO
14.1M,TUN
94.7M,TUR
12.9k,TUV
23.1M,TWN
117M,TZA
80.4M,UGA
34.3M,UKR
3.38M,URY
372M,USA
43.9M,UZB
103k,VCT
35.3M,VEN
107M,VNM
530k,VUT
302k,WSM
51.6M,YEM
71.8M,ZAF
34.2M,ZMB
24.7M,ZWE
69.4M,AFG
66.6M,AGO
2.54M,ALB
81.6k,AND
11.1M,ARE
51.1M,ARG
2.62M,ARM
99.7k,ATG
31.5M,AUS
8.99M,AUT
11M,AZE
22.5M,BDI
12.1M,BEL
23.4M,BEN
38M,BFA
201M,BGD
5.4M,BGR
1.77M,BHR
451k,BHS
2.82M,BIH
8.57M,BLR
525k,BLZ
16.1M,BOL
231M,BRA
273k,BRB
498k,BRN
872k,BTN
3.56M,BWA
10.7M,CAF
45.1M,CAN
9.66M,CHE
20.7M,CHL
1.34B,CHN
47.8M,
47.7M,CMR
198M,
9.72M,
56.9M,COL
1.19M,COM
715k,CPV
5.7M,CRI
10.3M,CUB
1.38M,CYP
10.5M,CZE
79.9M,DEU
1.46M,DJI
74.9k,DMA
6.39M,DNK
13M,DOM
58.1M,DZA
21.9M,ECU
154M,EGY
5.65M,ERI
45.1M,ESP
1.2M,EST
202M,ETH
5.49M,FIN
1.08M,FJI
66.1M,FRA
134k,
3.57M,GAB
71.4M,GBR
3.44M,GEO
49.7M,GHA
22.3M,GIN
4.41M,GMB
3.26M,GNB
2.64M,GNQ
9.36M,GRC
136k,GRD
23.8M,GTM
879k,GUY
7.12M,
13.8M,HND
,
3.44M,HRV
14.7M,HTI
8.98M,HUN
315M,IDN
1.65B,IND
5.66M,IRL
98.2M,IRN
70.3M,IRQ
408k,ISL
12.4M,ISR
53.6M,ITA
2.59M,JAM
14.5M,JOR
107M,JPN
24.7M,KAZ
81.2M,KEN
9.05M,
20M,KHM
181k,KIR
47.5k,
47.4M,KOR
5.1M,KWT
9.55M,
4.88M,LBN
8.38M,LBR
8.38M,LBY
180k,
42.3k,LIE
22.1M,LKA
2.83M,LSO
2.25M,LTU
768k,LUX
1.48M,LVA
44.3M,MAR
37.1k,MCO
3.03M,MDA
48.4M,MDG
560k,MDV
143M,MEX
50.3k,MHL
1.95M,MKD
43.5M,MLI
529k,MLT
59.8M,MMR
595k,MNE
4.37M,MNG
58.5M,MOZ
8.29M,MRT
1.25M,MUS
34.7M,MWI
40.4M,MYS
3.61M,NAM
59.7M,NER
355M,NGA
8.87M,NIC
18M,NLD
6.27M,NOR
36.7M,NPL
14.5k,NRU
5.89M,NZL
6.07M,OMN
350M,PAK
5.6M,PAN
41.2M,PER
153M,PHL
17k,PLW
14.3M,PNG
35.8M,POL
26.1M,
9.47M,PRT
8.41M,PRY
8.36M,
3.25M,QAT
17.8M,ROU
135M,RUS
21.7M,RWA
47.1M,SAU
78.8M,SDN
30.1M,SEN
6.39M,SGP
1.15M,SLB
13M,SLE
6.67M,SLV
32.6k,SMR
33.5M,SOM
5.99M,SRB
16.6M,SSD
347k,STP
717k,SUR
5.27M,
2.03M,SVN
11.7M,SWE
1.59M,SWZ
116k,SYC
37.2M,SYR
33.5M,TCD
14.5M,TGO
69.3M,THA
14.5M,TJK
8.06M,TKM
1.76M,TLS
128k,TON
1.51M,TTO
14.1M,TUN
95M,TUR
12.9k,TUV
23M,TWN
120M,TZA
81.8M,UGA
34M,UKR
3.37M,URY
373M,USA
44.3M,UZB
103k,VCT
35.4M,VEN
107M,VNM
540k,VUT
306k,WSM
52.4M,YEM
72.2M,ZAF
34.9M,ZMB
25.1M,ZWE
70.5M,AFG
68M,AGO
2.52M,ALB
81.3k,AND
11.2M,ARE
51.2M,ARG
2.61M,ARM
99.5k,ATG
31.7M,AUS
8.97M,AUT
10.9M,AZE
22.9M,BDI
12.1M,BEL
23.8M,BEN
38.6M,BFA
202M,BGD
5.35M,BGR
1.78M,BHR
451k,BHS
2.8M,BIH
8.53M,BLR
528k,BLZ
16.2M,BOL
231M,BRA
272k,BRB
498k,BRN
873k,BTN
3.59M,BWA
10.9M,CAF
45.3M,CAN
9.69M,CHE
20.7M,CHL
1.34B,CHN
48.7M,
48.6M,CMR
203M,
9.88M,
56.9M,COL
1.21M,COM
718k,CPV
5.7M,CRI
10.2M,CUB
1.38M,CYP
10.6M,CZE
79.7M,DEU
1.47M,DJI
74.8k,DMA
6.41M,DNK
13.1M,DOM
58.6M,DZA
22M,ECU
156M,EGY
5.73M,ERI
44.9M,ESP
1.19M,EST
205M,ETH
5.49M,FIN
1.08M,FJI
66M,FRA
134k,
3.62M,GAB
71.5M,GBR
3.43M,GEO
50.3M,GHA
22.7M,GIN
4.47M,GMB
3.31M,GNB
2.68M,GNQ
9.31M,GRC
136k,GRD
24M,GTM
879k,GUY
7.09M,
14M,HND
,
3.41M,HRV
14.8M,HTI
8.94M,HUN
315M,IDN
1.66B,IND
5.68M,IRL
98.5M,IRN
71.4M,IRQ
408k,ISL
12.6M,ISR
53.3M,ITA
2.56M,JAM
14.6M,JOR
106M,JPN
24.9M,KAZ
82.2M,KEN
9.15M,
20.1M,KHM
183k,KIR
47.3k,
47M,KOR
5.12M,KWT
9.61M,
4.9M,LBN
8.51M,LBR
8.42M,LBY
180k,
42.3k,LIE
22M,LKA
2.85M,LSO
2.24M,LTU
772k,LUX
1.47M,LVA
44.5M,MAR
37.2k,MCO
3.02M,MDA
49.2M,MDG
562k,MDV
143M,MEX
50.6k,MHL
1.94M,MKD
44.5M,MLI
527k,MLT
59.8M,MMR
593k,MNE
4.41M,MNG
59.7M,MOZ
8.44M,MRT
1.25M,MUS
35.3M,MWI
40.6M,MYS
3.65M,NAM
61.5M,NER
361M,NGA
8.93M,NIC
18M,NLD
6.29M,NOR
36.9M,NPL
14.6k,NRU
5.9M,NZL
6.14M,OMN
355M,PAK
5.63M,PAN
41.4M,PER
154M,PHL
16.9k,PLW
14.5M,PNG
35.6M,POL
26M,
9.42M,PRT
8.46M,PRY
8.48M,
3.28M,QAT
17.7M,ROU
134M,RUS
22.1M,RWA
47.5M,SAU
80.2M,SDN
30.7M,SEN
6.38M,SGP
1.17M,SLB
13.1M,SLE
6.67M,SLV
32.5k,SMR
34.2M,SOM
5.94M,SRB
16.8M,SSD
352k,STP
719k,SUR
5.25M,
2.02M,SVN
11.8M,SWE
1.61M,SWZ
116k,SYC
37.5M,SYR
34.3M,TCD
14.7M,TGO
69M,THA
14.7M,TJK
8.12M,TKM
1.77M,TLS
129k,TON
1.5M,TTO
14.2M,TUN
95.2M,TUR
13k,TUV
22.8M,TWN
122M,TZA
83.3M,UGA
33.7M,UKR
3.36M,URY
373M,USA
44.6M,UZB
103k,VCT
35.6M,VEN
107M,VNM
549k,VUT
309k,WSM
53.1M,YEM
72.6M,ZAF
35.5M,ZMB
25.4M,ZWE
71.7M,AFG
69.4M,AGO
2.5M,ALB
81.1k,AND
11.3M,ARE
51.4M,ARG
2.6M,ARM
99.4k,ATG
31.9M,AUS
8.96M,AUT
10.9M,AZE
23.4M,BDI
12.1M,BEL
24.3M,BEN
39.3M,BFA
203M,BGD
5.29M,BGR
1.79M,BHR
451k,BHS
2.78M,BIH
8.49M,BLR
532k,BLZ
16.4M,BOL
231M,BRA
270k,BRB
499k,BRN
874k,BTN
3.62M,BWA
11.1M,CAF
45.5M,CAN
9.71M,CHE
20.7M,CHL
1.33B,CHN
49.6M,
49.5M,CMR
208M,
10M,
57M,COL
1.22M,COM
721k,CPV
5.7M,CRI
10.2M,CUB
1.39M,CYP
10.6M,CZE
79.4M,DEU
1.48M,DJI
74.6k,DMA
6.42M,DNK
13.1M,DOM
59.1M,DZA
22.1M,ECU
157M,EGY
5.81M,ERI
44.7M,ESP
1.18M,EST
208M,ETH
5.48M,FIN
1.09M,FJI
66M,FRA
135k,
3.66M,GAB
71.6M,GBR
3.41M,GEO
51M,GHA
23M,GIN
4.54M,GMB
3.36M,GNB
2.72M,GNQ
9.25M,GRC
136k,GRD
24.2M,GTM
879k,GUY
7.05M,
14.1M,HND
,
3.39M,HRV
14.9M,HTI
8.9M,HUN
316M,IDN
1.66B,IND
5.7M,IRL
98.7M,IRN
72.4M,IRQ
408k,ISL
12.7M,ISR
52.9M,ITA
2.54M,JAM
14.7M,JOR
105M,JPN
25.2M,KAZ
83.2M,KEN
9.24M,
20.1M,KHM
185k,KIR
47.2k,
46.6M,KOR
5.14M,KWT
9.67M,
4.91M,LBN
8.64M,LBR
8.46M,LBY
179k,
42.3k,LIE
22M,LKA
2.87M,LSO
2.22M,LTU
775k,LUX
1.46M,LVA
44.7M,MAR
37.4k,MCO
3.01M,MDA
50M,MDG
565k,MDV
144M,MEX
50.8k,MHL
1.93M,MKD
45.5M,MLI
526k,MLT
59.9M,MMR
591k,MNE
4.45M,MNG
60.8M,MOZ
8.6M,MRT
1.24M,MUS
36M,MWI
40.7M,MYS
3.7M,NAM
63.3M,NER
366M,NGA
8.99M,NIC
18M,NLD
6.32M,NOR
37.1M,NPL
14.6k,NRU
5.92M,NZL
6.2M,OMN
359M,PAK
5.67M,PAN
41.6M,PER
156M,PHL
16.8k,PLW
14.6M,PNG
35.4M,POL
26M,
9.37M,PRT
8.5M,PRY
8.61M,
3.31M,QAT
17.6M,ROU
134M,RUS
22.4M,RWA
47.8M,SAU
81.6M,SDN
31.3M,SEN
6.36M,SGP
1.19M,SLB
13.3M,SLE
6.66M,SLV
32.3k,SMR
35M,SOM
5.88M,SRB
17M,SSD
357k,STP
721k,SUR
5.23M,
2.02M,SVN
11.8M,SWE
1.62M,SWZ
116k,SYC
37.8M,SYR
35M,TCD
15M,TGO
68.6M,THA
14.9M,TJK
8.17M,TKM
1.78M,TLS
130k,TON
1.5M,TTO
14.2M,TUN
95.4M,TUR
13.1k,TUV
22.7M,TWN
125M,TZA
84.7M,UGA
33.5M,UKR
3.36M,URY
374M,USA
45M,UZB
102k,VCT
35.7M,VEN
107M,VNM
559k,VUT
313k,WSM
53.9M,YEM
72.9M,ZAF
36.2M,ZMB
25.8M,ZWE
72.9M,AFG
70.9M,AGO
2.48M,ALB
80.8k,AND
11.4M,ARE
51.5M,ARG
2.59M,ARM
99.2k,ATG
32M,AUS
8.94M,AUT
10.9M,AZE
23.8M,BDI
12.1M,BEL
24.8M,BEN
39.9M,BFA
203M,BGD
5.24M,BGR
1.8M,BHR
451k,BHS
2.76M,BIH
8.45M,BLR
535k,BLZ
16.5M,BOL
231M,BRA
269k,BRB
499k,BRN
874k,BTN
3.65M,BWA
11.3M,CAF
45.7M,CAN
9.73M,CHE
20.7M,CHL
1.32B,CHN
50.5M,
50.4M,CMR
213M,
10.2M,
57M,COL
1.23M,COM
725k,CPV
5.7M,CRI
10.1M,CUB
1.39M,CYP
10.6M,CZE
79.2M,DEU
1.49M,DJI
74.4k,DMA
6.43M,DNK
13.1M,DOM
59.5M,DZA
22.2M,ECU
159M,EGY
5.89M,ERI
44.5M,ESP
1.18M,EST
212M,ETH
5.47M,FIN
1.09M,FJI
65.9M,FRA
135k,
3.71M,GAB
71.6M,GBR
3.4M,GEO
51.6M,GHA
23.4M,GIN
4.61M,GMB
3.4M,GNB
2.75M,GNQ
9.2M,GRC
136k,GRD
24.4M,GTM
879k,GUY
7.01M,
14.2M,HND
,
3.36M,HRV
15M,HTI
8.86M,HUN
317M,IDN
1.67B,IND
5.71M,IRL
98.9M,IRN
73.5M,IRQ
409k,ISL
12.8M,ISR
52.6M,ITA
2.52M,JAM
14.9M,JOR
104M,JPN
25.4M,KAZ
84.2M,KEN
9.34M,
20.2M,KHM
187k,KIR
47k,
46.2M,KOR
5.15M,KWT
9.72M,
4.93M,LBN
8.76M,LBR
8.5M,LBY
179k,
42.3k,LIE
21.9M,LKA
2.88M,LSO
2.2M,LTU
779k,LUX
1.45M,LVA
44.9M,MAR
37.5k,MCO
3M,MDA
50.8M,MDG
568k,MDV
144M,MEX
51k,MHL
1.92M,MKD
46.5M,MLI
524k,MLT
59.9M,MMR
589k,MNE
4.48M,MNG
61.9M,MOZ
8.76M,MRT
1.23M,MUS
36.6M,MWI
40.9M,MYS
3.74M,NAM
65.2M,NER
372M,NGA
9.04M,NIC
17.9M,NLD
6.34M,NOR
37.2M,NPL
14.7k,NRU
5.93M,NZL
6.27M,OMN
364M,PAK
5.7M,PAN
41.8M,PER
157M,PHL
16.8k,PLW
14.8M,PNG
35.1M,POL
25.9M,
9.31M,PRT
8.55M,PRY
8.74M,
3.33M,QAT
17.5M,ROU
134M,RUS
22.7M,RWA
48.1M,SAU
83.1M,SDN
31.9M,SEN
6.35M,SGP
1.21M,SLB
13.4M,SLE
6.65M,SLV
32.2k,SMR
35.7M,SOM
5.83M,SRB
17.2M,SSD
362k,STP
724k,SUR
5.21M,
2.01M,SVN
11.9M,SWE
1.64M,SWZ
117k,SYC
38M,SYR
35.7M,TCD
15.2M,TGO
68.3M,THA
15M,TJK
8.22M,TKM
1.79M,TLS
131k,TON
1.49M,TTO
14.3M,TUN
95.6M,TUR
13.1k,TUV
22.6M,TWN
