pop,ISO3
2.03M,BFA
24.4M,BGD
2.84M,BGR
67.2k,BHR
44.6k,BHS
1.3M,BIH
4.01M,BLR
26.8k,BLZ
1.26M,BOL
11.2M,BRA
169k,BRB
8030,BRN
299k,BTN
131k,BWA
1.01M,CAF
4.15M,CAN
2.78M,CHE
2.24M,CHL
363M,CHN
1.28M,
3.14M,CMR
9.31M,
577k,
2.71M,COL
72.4k,COM
111k,CPV
173k,CRI
1.48M,CUB
186k,CYP
8.04M,CZE
42.7M,DEU
40.6k,DJI
27.4k,DMA
2.02M,DNK
290k,DOM
3.74M,DZA
1.11M,ECU
7.36M,EGY
625k,ERI
16.7M,ESP
663k,EST
18M,ETH
1.95M,FIN
131k,FJI
38.6M,FRA
21.8k,
354k,GAB
33.6M,GBR
1.8M,GEO
2.28M,GHA
1.27M,GIN
137k,GMB
245k,GNB
129k,GNQ
3.94M,GRC
40.7k,GRD
1.2M,GTM
230k,GUY
151k,
345k,HND
905,
2.03M,HRV
1.26M,HTI
6.15M,HUN
29.3M,IDN
254M,IND
5.23M,IRL
8.67M,IRN
1.69M,IRQ
71.3k,ISL
278k,ISR
28.9M,ITA
558k,JAM
250k,JOR
36.2M,JPN
3.4M,KAZ
3.88M,KEN
892k,
2.44M,KHM
24.7k,KIR
43.9k,
9.67M,KOR
85.5k,KWT
856k,
478k,LBN
403k,LBR
365k,LBY
38.2k,
8740,LIE
3.01M,LKA
214k,LSO
1.8M,LTU
206k,LUX
1.48M,LVA
3.72M,MAR
15.8k,MCO
1.2M,MDA
2.79M,MDG
57.5k,MDV
9.91M,MEX
22.5k,MHL
651k,MKD
1.87M,MLI
184k,MLT
3.74M,MMR
309k,MNE
673k,MNG
4.52M,MOZ
317k,MRT
362k,MUS
2.12M,MWI
986k,MYS
158k,NAM
1.14M,NER
15.8M,NGA
396k,NIC
3.91M,NLD
1.87M,NOR
4.78M,NPL
1900,NRU
438k,NZL
363k,OMN
16.4M,PAK
191k,PAN
2.84M,PER
5.4M,PHL
5120,PLW
805k,PNG
18.6M,POL
4.9M,
4.52M,PRT
298k,PRY
218k,
14.3k,QAT
9.58M,ROU
52.7M,RUS
1.55M,RWA
2.18M,SAU
4.95M,SDN
1.15M,SEN
104k,SGP
104k,SLB
924k,SLE
601k,SLV
8500,SMR
1.47M,SOM
1.84M,SRB
1.53M,SSD
34.2k,STP
87k,SUR
2.64M,
770k,SVN
4.45M,SWE
86.5k,SWZ
16.2k,SYC
1.62M,SYR
1.87M,TCD
621k,TGO
6.11M,THA
780k,TJK
617k,TKM
282k,TLS
20k,TON
157k,TTO
1.48M,TUN
12.2M,TUR
3300,TUV
2.37M,TWN
5.3M,TZA
3.46M,UGA
19M,UKR
427k,URY
46.6M,USA
3.2M,UZB
38.1k,VCT
1.92M,VEN
10.7M,VNM
48.1k,VUT
39.8k,WSM
2.85M,YEM
4.02M,ZAF
1.6M,ZMB
876k,ZWE
4.25M,AFG
3M,AGO
652k,ALB
3930,AND
42.6k,ARE
2.31M,ARG
704k,ARM
34.8k,ATG
2.09M,AUS
4.86M,AUT
1.55M,AZE
1.62M,BDI
5.44M,BEL
1M,BEN
2.04M,BFA
24.5M,BGD
2.89M,BGR
67.6k,BHR
45.2k,BHS
1.32M,BIH
4.04M,BLR
27k,BLZ
1.22M,BOL
11.4M,BRA
170k,BRB
8300,BRN
297k,BTN
132k,BWA
1.02M,CAF
4.21M,CAN
2.8M,CHE
2.27M,CHL
364M,CHN
1.29M,
3.16M,CMR
9.38M,
582k,
2.75M,COL
72.9k,COM
112k,CPV
179k,CRI
1.5M,CUB
186k,CYP
8.09M,CZE
43.2M,DEU
40.7k,DJI
27.5k,DMA
2.04M,DNK
298k,DOM
3.77M,DZA
1.13M,ECU
7.43M,EGY
623k,ERI
16.7M,ESP
671k,EST
18M,ETH
1.98M,FIN
131k,FJI
38.6M,FRA
21.9k,
357k,GAB
33.9M,GBR
1.82M,GEO
2.3M,GHA
1.28M,GIN
138k,GMB
247k,GNB
130k,GNQ
3.98M,GRC
41.1k,GRD
1.22M,GTM
236k,GUY
155k,
336k,HND
905,
2.05M,HRV
1.27M,HTI
6.18M,HUN
29.5M,IDN
254M,IND
5.21M,IRL
8.71M,IRN
1.7M,IRQ
71.5k,ISL
279k,ISR
29M,ITA
567k,JAM
250k,JOR
36.4M,JPN
3.43M,KAZ
3.9M,KEN
901k,
2.46M,KHM
24.8k,KIR
44.4k,
9.67M,KOR
86k,KWT
875k,
479k,LBN
407k,LBR
369k,LBY
39k,
8800,LIE
3.03M,LKA
215k,LSO
1.83M,LTU
207k,LUX
1.51M,LVA
3.76M,MAR
16.1k,MCO
1.21M,MDA
2.8M,MDG
57.8k,MDV
10M,MEX
23.1k,MHL
657k,MKD
1.89M,MLI
185k,MLT
3.69M,MMR
314k,MNE
674k,MNG
4.51M,MOZ
318k,MRT
366k,MUS
2.12M,MWI
1.02M,MYS
160k,NAM
1.15M,NER
15.9M,NGA
402k,NIC
3.95M,NLD
1.88M,NOR
4.8M,NPL
1900,NRU
464k,NZL
364k,OMN
16.5M,PAK
193k,PAN
2.88M,PER
5.48M,PHL
5150,PLW
807k,PNG
18.9M,POL
4.93M,
4.55M,PRT
287k,PRY
220k,
14.4k,QAT
9.64M,ROU
53.1M,RUS
1.55M,RWA
2.18M,SAU
4.96M,SDN
1.16M,SEN
107k,SGP
106k,SLB
931k,SLE
616k,SLV
8570,SMR
1.47M,SOM
1.83M,SRB
1.55M,SSD
34.5k,STP
87k,SUR
2.65M,
776k,SVN
4.49M,SWE
87.4k,SWZ
16.3k,SYC
1.63M,SYR
1.88M,TCD
627k,TGO
6.15M,THA
787k,TJK
623k,TKM
285k,TLS
20k,TON
162k,TTO
1.49M,TUN
12.3M,TUR
3320,TUV
2.38M,TWN
5.3M,TZA
3.49M,UGA
19.1M,UKR
440k,URY
47.7M,USA
3.23M,UZB
38.6k,VCT
1.96M,VEN
10.8M,VNM
48.6k,VUT
39.6k,WSM
2.86M,YEM
4.06M,ZAF
1.6M,ZMB
885k,ZWE
4.27M,AFG
3.02M,AGO
659k,ALB
3950,AND
42.8k,ARE
2.38M,ARG
711k,ARM
34.8k,ATG
2.14M,AUS
4.9M,AUT
1.56M,AZE
1.63M,BDI
5.49M,BEL
1.01M,BEN
2.05M,BFA
24.6M,BGD
2.93M,BGR
68k,BHR
45.8k,BHS
1.34M,BIH
4.08M,BLR
27.2k,BLZ
1.2M,BOL
11.6M,BRA
171k,BRB
8570,BRN
296k,BTN
134k,BWA
1.02M,CAF
4.27M,CAN
2.82M,CHE
2.31M,CHL
365M,CHN
1.3M,
3.17M,CMR
9.45M,
587k,
2.8M,COL
73.5k,COM
114k,CPV
184k,CRI
1.52M,CUB
186k,CYP
8.15M,CZE
43.7M,DEU
40.7k,DJI
27.5k,DMA
2.06M,DNK
305k,DOM
3.81M,DZA
1.14M,ECU
7.51M,EGY
621k,ERI
16.8M,ESP
679k,EST
18M,ETH
2.01M,FIN
131k,FJI
38.7M,FRA
22k,
359k,GAB
34.3M,GBR
1.83M,GEO
2.31M,GHA
1.3M,GIN
139k,GMB
249k,GNB
131k,GNQ
4.03M,GRC
41.6k,GRD
1.23M,GTM
242k,GUY
159k,
330k,HND
905,
2.07M,HRV
1.28M,HTI
6.21M,HUN
29.8M,IDN
255M,IND
5.18M,IRL
8.74M,IRN
1.71M,IRQ
71.6k,ISL
280k,ISR
29.2M,ITA
575k,JAM
251k,JOR
36.7M,JPN
3.46M,KAZ
3.93M,KEN
909k,
2.47M,KHM
25k,KIR
44.8k,
9.67M,KOR
86.6k,KWT
894k,
480k,LBN
410k,LBR
374k,LBY
39.8k,
8870,LIE
3.06M,LKA
217k,LSO
1.85M,LTU
208k,LUX
1.53M,LVA
3.8M,MAR
16.3k,MCO
1.22M,MDA
2.81M,MDG
58.1k,MDV
10.1M,MEX
23.7k,MHL
663k,MKD
1.91M,MLI
186k,MLT
3.7M,MMR
319k,MNE
675k,MNG
4.5M,MOZ
319k,MRT
369k,MUS
2.11M,MWI
1.05M,MYS
161k,NAM
1.16M,NER
16M,NGA
408k,NIC
3.99M,NLD
1.9M,NOR
4.82M,NPL
1900,NRU
488k,NZL
365k,OMN
16.5M,PAK
195k,PAN
2.92M,PER
5.55M,PHL
5170,PLW
809k,PNG
19.1M,POL
4.95M,
4.58M,PRT
284k,PRY
223k,
14.5k,QAT
9.7M,ROU
53.6M,RUS
1.55M,RWA
2.17M,SAU
4.97M,SDN
1.17M,SEN
110k,SGP
107k,SLB
938k,SLE
629k,SLV
8640,SMR
1.47M,SOM
1.83M,SRB
1.56M,SSD
34.7k,STP
87.1k,SUR
2.66M,
783k,SVN
4.53M,SWE
88.2k,SWZ
16.4k,SYC
1.64M,SYR
1.88M,TCD
633k,TGO
6.2M,THA
794k,TJK
629k,TKM
288k,TLS
20.1k,TON
167k,TTO
1.51M,TUN
12.4M,TUR
3330,TUV
2.39M,TWN
5.29M,TZA
3.51M,UGA
19.3M,UKR
455k,URY
48.7M,USA
3.26M,UZB
39k,VCT
1.99M,VEN
10.8M,VNM
49k,VUT
39.4k,WSM
2.86M,YEM
4.11M,ZAF
1.61M,ZMB
894k,ZWE
4.29M,AFG
3.04M,AGO
665k,ALB
3980,AND
43.1k,ARE
2.46M,ARG
717k,ARM
34.9k,ATG
2.2M,AUS
4.94M,AUT
1.58M,AZE
1.64M,BDI
5.54M,BEL
1.02M,BEN
2.06M,BFA
24.7M,BGD
2.97M,BGR
68.4k,BHR
46.4k,BHS
1.36M,BIH
4.12M,BLR
27.5k,BLZ
1.19M,BOL
11.8M,BRA
172k,BRB
8860,BRN
295k,BTN
135k,BWA
1.03M,CAF
4.33M,CAN
2.83M,CHE
2.35M,CHL
366M,CHN
1.31M,
3.19M,CMR
9.51M,
591k,
2.85M,COL
74k,COM
116k,CPV
190k,CRI
1.53M,CUB
187k,CYP
8.2M,CZE
44.1M,DEU
40.7k,DJI
27.5k,DMA
2.08M,DNK
313k,DOM
3.85M,DZA
1.15M,ECU
7.59M,EGY
618k,ERI
16.9M,ESP
687k,EST
18M,ETH
2.04M,FIN
130k,FJI
38.7M,FRA
22.1k,
362k,GAB
34.6M,GBR
1.85M,GEO
2.33M,GHA
1.31M,GIN
141k,GMB
251k,GNB
132k,GNQ
4.07M,GRC
42.3k,GRD
1.25M,GTM
246k,GUY
164k,
329k,HND
905,
2.09M,HRV
1.3M,HTI
6.25M,HUN
30.1M,IDN
256M,IND
5.15M,IRL
8.77M,IRN
1.72M,IRQ
71.7k,ISL
282k,ISR
29.4M,ITA
583k,JAM
251k,JOR
37M,JPN
3.49M,KAZ
3.95M,KEN
917k,
2.49M,KHM
25.2k,KIR
45.3k,
9.67M,KOR
87.1k,KWT
913k,
480k,LBN
414k,LBR
379k,LBY
40.4k,
8930,LIE
3.09M,LKA
218k,LSO
1.88M,LTU
209k,LUX
1.56M,LVA
3.84M,MAR
16.5k,MCO
1.24M,MDA
2.82M,MDG
58.4k,MDV
10.3M,MEX
24.3k,MHL
669k,MKD
1.93M,MLI
186k,MLT
3.77M,MMR
324k,MNE
676k,MNG
4.49M,MOZ
321k,MRT
372k,MUS
2.11M,MWI
1.09M,MYS
163k,NAM
1.16M,NER
16.1M,NGA
414k,NIC
4.04M,NLD
1.92M,NOR
4.84M,NPL
1910,NRU
510k,NZL
365k,OMN
16.6M,PAK
198k,PAN
2.95M,PER
5.61M,PHL
5200,PLW
810k,PNG
19.4M,POL
4.97M,
4.61M,PRT
288k,PRY
226k,
14.5k,QAT
9.75M,ROU
54.1M,RUS
1.56M,RWA
2.17M,SAU
4.98M,SDN
1.18M,SEN
114k,SGP
108k,SLB
945k,SLE
642k,SLV
8700,SMR
1.47M,SOM
1.83M,SRB
1.57M,SSD
35k,STP
87.2k,SUR
2.67M,
790k,SVN
4.56M,SWE
89.1k,SWZ
16.4k,SYC
1.64M,SYR
1.89M,TCD
638k,TGO
6.25M,THA
802k,TJK
634k,TKM
291k,TLS
20.1k,TON
172k,TTO
1.52M,TUN
12.4M,TUR
3350,TUV
2.39M,TWN
5.29M,TZA
3.53M,UGA
19.5M,UKR
470k,URY
49.8M,USA
3.29M,UZB
39.2k,VCT
2.02M,VEN
10.8M,VNM
49.5k,VUT
39.1k,WSM
2.87M,YEM
4.15M,ZAF
1.61M,ZMB
903k,ZWE
4.31M,AFG
3.06M,AGO
671k,ALB
4000,AND
43.4k,ARE
2.53M,ARG
724k,ARM
35k,ATG
2.27M,AUS
4.99M,AUT
1.59M,AZE
1.65M,BDI
5.59M,BEL
1.03M,BEN
2.07M,BFA
24.8M,BGD
3.01M,BGR
68.8k,BHR
47k,BHS
1.38M,BIH
4.16M,BLR
27.9k,BLZ
1.19M,BOL
12.1M,BRA
173k,BRB
9150,BRN
293k,BTN
136k,BWA
1.03M,CAF
4.38M,CAN
2.85M,CHE
2.39M,CHL
367M,CHN
1.31M,
3.21M,CMR
9.56M,
596k,
2.9M,COL
74.5k,COM
117k,CPV
195k,CRI
1.55M,CUB
188k,CYP
8.25M,CZE
44.6M,DEU
40.8k,DJI
27.5k,DMA
2.1M,DNK
321k,DOM
3.89M,DZA
1.16M,ECU
7.68M,EGY
616k,ERI
17M,ESP
695k,EST
18M,ETH
2.08M,FIN
130k,FJI
38.8M,FRA
22.3k,
365k,GAB
34.9M,GBR
1.87M,GEO
2.34M,GHA
1.32M,GIN
142k,GMB
253k,GNB
133k,GNQ
4.11M,GRC
43k,GRD
1.26M,GTM
250k,GUY
168k,
331k,HND
905,
2.11M,HRV
1.31M,HTI
6.28M,HUN
30.4M,IDN
257M,IND
5.11M,IRL
8.8M,IRN
1.73M,IRQ
71.7k,ISL
285k,ISR
29.5M,ITA
590k,JAM
251k,JOR
37.3M,JPN
3.52M,KAZ
3.97M,KEN
925k,
2.51M,KHM
25.3k,KIR
45.7k,
9.67M,KOR
87.7k,KWT
933k,
481k,LBN
417k,LBR
384k,LBY
41k,
9000,LIE
3.12M,LKA
219k,LSO
1.91M,LTU
210k,LUX
1.58M,LVA
3.87M,MAR
16.7k,MCO
1.25M,MDA
2.82M,MDG
58.6k,MDV
10.4M,MEX
24.9k,MHL
675k,MKD
1.94M,MLI
187k,MLT
3.91M,MMR
329k,MNE
677k,MNG
4.48M,MOZ
322k,MRT
374k,MUS
2.12M,MWI
1.12M,MYS
165k,NAM
1.17M,NER
16.2M,NGA
420k,NIC
4.09M,NLD
1.93M,NOR
4.86M,NPL
1910,NRU
529k,NZL
366k,OMN
16.7M,PAK
201k,PAN
2.99M,PER
5.66M,PHL
5230,PLW
812k,PNG
19.7M,POL
4.99M,
4.65M,PRT
300k,PRY
228k,
14.6k,QAT
9.81M,ROU
54.6M,RUS
1.56M,RWA
2.17M,SAU
4.99M,SDN
1.19M,SEN
117k,SGP
109k,SLB
952k,SLE
654k,SLV
8770,SMR
1.47M,SOM
1.84M,SRB
1.59M,SSD
35.2k,STP
87.2k,SUR
2.68M,
797k,SVN
4.59M,SWE
90k,SWZ
16.5k,SYC
1.65M,SYR
1.89M,TCD
644k,TGO
6.29M,THA
809k,TJK
640k,TKM
293k,TLS
20.2k,TON
177k,TTO
1.54M,TUN
12.5M,TUR
3370,TUV
2.4M,TWN
5.3M,TZA
3.56M,UGA
19.7M,UKR
488k,URY
51M,USA
3.32M,UZB
39.4k,VCT
2.06M,VEN
10.8M,VNM
50k,VUT
38.9k,WSM
2.87M,YEM
4.2M,ZAF
1.61M,ZMB
913k,ZWE
4.33M,AFG
3.08M,AGO
678k,ALB
4030,AND
43.7k,ARE
2.62M,ARG
731k,ARM
35.2k,ATG
2.34M,AUS
5.03M,AUT
1.61M,AZE
1.66M,BDI
5.64M,BEL
1.04M,BEN
2.08M,BFA
24.9M,BGD
3.05M,BGR
69.2k,BHR
47.5k,BHS
1.4M,BIH
4.2M,BLR
28.2k,BLZ
1.2M,BOL
12.3M,BRA
174k,BRB
9450,BRN
292k,BTN
138k,BWA
1.04M,CAF
4.43M,CAN
2.86M,CHE
2.42M,CHL
368M,CHN
1.32M,
3.23M,CMR
9.61M,
601k,
2.95M,COL
75k,COM
119k,CPV
201k,CRI
1.56M,CUB
190k,CYP
8.3M,CZE
45M,DEU
40.8k,DJI
27.4k,DMA
2.12M,DNK
330k,DOM
3.93M,DZA
1.18M,ECU
7.78M,EGY
613k,ERI
17M,ESP
704k,EST
18M,ETH
2.11M,FIN
129k,FJI
38.9M,FRA
22.4k,
367k,GAB
35.1M,GBR
1.89M,GEO
2.36M,GHA
1.33M,GIN
143k,GMB
255k,GNB
134k,GNQ
4.15M,GRC
43.9k,GRD
1.28M,GTM
253k,GUY
173k,
336k,HND
905,
2.12M,HRV
1.33M,HTI
6.32M,HUN
30.8M,IDN
259M,IND
5.06M,IRL
8.83M,IRN
1.74M,IRQ
71.6k,ISL
288k,ISR
29.7M,ITA
596k,JAM
251k,JOR
37.6M,JPN
3.55M,KAZ
4M,KEN
934k,
2.52M,KHM
25.5k,KIR
46.2k,
9.67M,KOR
88.2k,KWT
953k,
482k,LBN
421k,LBR
389k,LBY
41.4k,
9060,LIE
3.16M,LKA
221k,LSO
1.94M,LTU
210k,LUX
1.61M,LVA
3.91M,MAR
16.9k,MCO
1.26M,MDA
2.83M,MDG
58.9k,MDV
10.5M,MEX
25.5k,MHL
681k,MKD
1.96M,MLI
188k,MLT
4.13M,MMR
334k,MNE
678k,MNG
4.48M,MOZ
324k,MRT
376k,MUS
2.12M,MWI
1.16M,MYS
167k,NAM
1.18M,NER
16.4M,NGA
426k,NIC
4.13M,NLD
1.94M,NOR
4.88M,NPL
1910,NRU
546k,NZL
366k,OMN
16.8M,PAK
203k,PAN
3.03M,PER
5.7M,PHL
5250,PLW
813k,PNG
20M,POL
5.01M,
4.69M,PRT
321k,PRY
231k,
14.7k,QAT
9.87M,ROU
55.1M,RUS
1.57M,RWA
2.17M,SAU
5M,SDN
1.2M,SEN
121k,SGP
110k,SLB
959k,SLE
666k,SLV
8840,SMR
1.47M,SOM
1.86M,SRB
1.6M,SSD
35.5k,STP
87.3k,SUR
2.69M,
803k,SVN
4.62M,SWE
90.9k,SWZ
16.6k,SYC
1.65M,SYR
1.9M,TCD
649k,TGO
6.34M,THA
816k,TJK
646k,TKM
295k,TLS
20.2k,TON
182k,TTO
1.56M,TUN
12.6M,TUR
3380,TUV
2.41M,TWN
5.31M,TZA
3.58M,UGA
19.9M,UKR
506k,URY
52.1M,USA
3.35M,UZB
39.4k,VCT
2.09M,VEN
10.9M,VNM
50.5k,VUT
38.6k,WSM
2.87M,YEM
4.24M,ZAF
1.61M,ZMB
922k,ZWE
4.35M,AFG
3.09M,AGO
684k,ALB
4050,AND
43.9k,ARE
2.7M,ARG
738k,ARM
35.4k,ATG
2.42M,AUS
5.08M,AUT
1.63M,AZE
1.67M,BDI
5.69M,BEL
1.05M,BEN
2.09M,BFA
25M,BGD
3.1M,BGR
69.6k,BHR
48k,BHS
1.42M,BIH
4.24M,BLR
28.6k,BLZ
1.23M,BOL
12.5M,BRA
175k,BRB
9770,BRN
291k,BTN
139k,BWA
1.04M,CAF
4.48M,CAN
2.87M,CHE
2.46M,CHL
369M,CHN
1.33M,
3.24M,CMR
9.66M,
605k,
3M,COL
75.5k,COM
120k,CPV
208k,CRI
1.57M,CUB
192k,CYP
8.35M,CZE
45.4M,DEU
40.8k,DJI
27.3k,DMA
2.14M,DNK
338k,DOM
3.97M,DZA
1.19M,ECU
7.88M,EGY
611k,ERI
17.1M,ESP
712k,EST
18M,ETH
2.14M,FIN
129k,FJI
39M,FRA
22.5k,
370k,GAB
35.4M,GBR
1.9M,GEO
2.38M,GHA
1.34M,GIN
145k,GMB
257k,GNB
135k,GNQ
4.2M,GRC
45k,GRD
1.29M,GTM
256k,GUY
178k,
346k,HND
905,
2.14M,HRV
1.34M,HTI
6.35M,HUN
31.1M,IDN
261M,IND
5.01M,IRL
8.87M,IRN
1.75M,IRQ
71.5k,ISL
291k,ISR
29.9M,ITA
602k,JAM
251k,JOR
37.9M,JPN
3.59M,KAZ
4.02M,KEN
943k,
2.54M,KHM
25.7k,KIR
46.6k,
9.67M,KOR
88.8k,KWT
974k,
482k,LBN
425k,LBR
395k,LBY
41.8k,
9130,LIE
3.19M,LKA
222k,LSO
1.96M,LTU
210k,LUX
1.64M,LVA
3.95M,MAR
17.1k,MCO
1.27M,MDA
2.84M,MDG
59.2k,MDV
10.6M,MEX
26.1k,MHL
688k,MKD
1.98M,MLI
189k,MLT
4.42M,MMR
339k,MNE
679k,MNG
4.48M,MOZ
326k,MRT
377k,MUS
2.12M,MWI
1.2M,MYS
169k,NAM
1.19M,NER
16.5M,NGA
432k,NIC
4.18M,NLD
1.95M,NOR
4.9M,NPL
1910,NRU
559k,NZL
367k,OMN
16.9M,PAK
206k,PAN
3.07M,PER
5.74M,PHL
5280,PLW
815k,PNG
20.3M,POL
5.04M,
4.73M,PRT
351k,PRY
234k,
14.8k,QAT
9.93M,ROU
55.6M,RUS
1.57M,RWA
2.16M,SAU
5.01M,SDN
1.21M,SEN
125k,SGP
111k,SLB
966k,SLE
676k,SLV
8900,SMR
1.48M,SOM
1.88M,SRB
1.61M,SSD
35.8k,STP
87.3k,SUR
2.7M,
810k,SVN
4.64M,SWE
91.8k,SWZ
16.7k,SYC
1.66M,SYR
1.9M,TCD
654k,TGO
6.39M,THA
823k,TJK
652k,TKM
297k,TLS
20.3k,TON
186k,TTO
1.57M,TUN
12.7M,TUR
3400,TUV
2.41M,TWN
5.32M,TZA
3.6M,UGA
20M,UKR
527k,URY
53.3M,USA
3.38M,UZB
39.4k,VCT
2.12M,VEN
10.9M,VNM
50.9k,VUT
38.4k,WSM
2.88M,YEM
4.29M,ZAF
1.62M,ZMB
931k,ZWE
4.36M,AFG
3.11M,AGO
690k,ALB
4080,AND
44.2k,ARE
2.79M,ARG
745k,ARM
35.5k,ATG
2.51M,AUS
5.12M,AUT
1.64M,AZE
1.68M,BDI
5.75M,BEL
1.06M,BEN
2.1M,BFA
25.1M,BGD
3.14M,BGR
70k,BHR
48.5k,BHS
1.44M,BIH
4.28M,BLR
29.1k,BLZ
1.26M,BOL
12.8M,BRA
176k,BRB
10.1k,BRN
289k,BTN
141k,BWA
1.05M,CAF
4.53M,CAN
2.88M,CHE
2.5M,CHL
370M,CHN
1.34M,
3.26M,CMR
9.7M,
610k,
3.06M,COL
76.1k,COM
122k,CPV
214k,CRI
1.59M,CUB
195k,CYP
8.4M,CZE
45.9M,DEU
40.9k,DJI
27.2k,DMA
2.17M,DNK
347k,DOM
4.01M,DZA
1.21M,ECU
7.99M,EGY
609k,ERI
17.2M,ESP
721k,EST
17.9M,ETH
2.17M,FIN
128k,FJI
39M,FRA
22.6k,
373k,GAB
35.7M,GBR
1.92M,GEO
2.39M,GHA
1.36M,GIN
146k,GMB
259k,GNB
136k,GNQ
4.24M,GRC
46k,GRD
1.31M,GTM
258k,GUY
183k,
355k,HND
905,
2.16M,HRV
1.36M,HTI
6.39M,HUN
31.5M,IDN
263M,IND
4.96M,IRL
8.9M,IRN
1.76M,IRQ
71.4k,ISL
295k,ISR
30.1M,ITA
608k,JAM
251k,JOR
38.2M,JPN
3.62M,KAZ
4.05M,KEN
951k,
2.56M,KHM
25.8k,KIR
47.1k,
9.67M,KOR
89.3k,KWT
995k,
483k,LBN
428k,LBR
401k,LBY
42.2k,
9200,LIE
3.23M,LKA
224k,LSO
1.99M,LTU
210k,LUX
1.66M,LVA
3.99M,MAR
17.3k,MCO
1.28M,MDA
2.85M,MDG
59.5k,MDV
10.7M,MEX
26.8k,MHL
694k,MKD
2M,MLI
190k,MLT
4.73M,MMR
345k,MNE
680k,MNG
4.48M,MOZ
327k,MRT
379k,MUS
2.13M,MWI
1.24M,MYS
170k,NAM
1.19M,NER
16.6M,NGA
439k,NIC
4.23M,NLD
1.95M,NOR
4.92M,NPL
1910,NRU
573k,NZL
368k,OMN
16.9M,PAK
208k,PAN
3.1M,PER
5.77M,PHL
5310,PLW
816k,PNG
20.6M,POL
5.06M,
4.77M,PRT
384k,PRY
237k,
14.8k,QAT
10M,ROU
56.1M,RUS
1.58M,RWA
2.16M,SAU
5.02M,SDN
1.22M,SEN
129k,SGP
112k,SLB
973k,SLE
686k,SLV
8970,SMR
1.48M,SOM
1.9M,SRB
1.63M,SSD
36k,STP
87.4k,SUR
2.7M,
817k,SVN
4.66M,SWE
92.7k,SWZ
16.8k,SYC
1.66M,SYR
1.91M,TCD
659k,TGO
6.43M,THA
831k,TJK
658k,TKM
298k,TLS
20.4k,TON
191k,TTO
1.59M,TUN
12.7M,TUR
3420,TUV
2.42M,TWN
5.33M,TZA
3.63M,UGA
20.2M,UKR
548k,URY
54.5M,USA
3.41M,UZB
39.3k,VCT
2.15M,VEN
10.9M,VNM
51.4k,VUT
38.2k,WSM
2.88M,YEM
4.33M,ZAF
1.62M,ZMB
941k,ZWE
4.38M,AFG
3.13M,AGO
697k,ALB
4110,AND
44.5k,ARE
2.87M,ARG
751k,ARM
35.7k,ATG
2.6M,AUS
5.17M,AUT
1.66M,AZE
1.69M,BDI
5.8M,BEL
1.07M,BEN
2.11M,BFA
25.3M,BGD
3.19M,BGR
70.5k,BHR
49k,BHS
1.46M,BIH
4.32M,BLR
29.5k,BLZ
1.29M,BOL
13M,BRA
177k,BRB
10.4k,BRN
288k,BTN
142k,BWA
1.05M,CAF
4.58M,CAN
2.89M,CHE
2.54M,CHL
371M,CHN
1.35M,
3.28M,CMR
9.75M,
614k,
3.11M,COL
76.6k,COM
124k,CPV
220k,CRI
1.6M,CUB
197k,CYP
8.45M,CZE
46.3M,DEU
40.9k,DJI
27.1k,DMA
2.19M,DNK
356k,DOM
4.05M,DZA
1.22M,ECU
8.09M,EGY
606k,ERI
17.3M,ESP
730k,EST
17.9M,ETH
2.2M,FIN
128k,FJI
39.1M,FRA
22.7k,
375k,GAB
36M,GBR
1.94M,GEO
2.41M,GHA
1.37M,GIN
148k,GMB
261k,GNB
137k,GNQ
4.28M,GRC
47.1k,GRD
1.32M,GTM
261k,GUY
188k,
365k,HND
905,
2.18M,HRV
1.37M,HTI
6.43M,HUN
31.9M,IDN
265M,IND
4.91M,IRL
8.93M,IRN
1.77M,IRQ
71.3k,ISL
298k,ISR
30.4M,ITA
614k,JAM
251k,JOR
38.6M,JPN
3.65M,KAZ
4.07M,KEN
960k,
2.57M,KHM
26k,KIR
47.5k,
9.67M,KOR
89.9k,KWT
1.02M,
484k,LBN
432k,LBR
407k,LBY
42.5k,
9260,LIE
3.26M,LKA
225k,LSO
2.02M,LTU
210k,LUX
1.69M,LVA
4.03M,MAR
17.6k,MCO
1.29M,MDA
2.86M,MDG
59.8k,MDV
10.9M,MEX
27.4k,MHL
700k,MKD
2.01M,MLI
191k,MLT
5.07M,MMR
350k,MNE
681k,MNG
4.48M,MOZ
329k,MRT
381k,MUS
2.13M,MWI
1.28M,MYS
172k,NAM
1.2M,NER
16.7M,NGA
445k,NIC
4.28M,NLD
1.96M,NOR
4.94M,NPL
1910,NRU
588k,NZL
368k,OMN
17M,PAK
211k,PAN
3.14M,PER
5.8M,PHL
5330,PLW
818k,PNG
20.9M,POL
5.08M,
4.81M,PRT
420k,PRY
240k,
14.9k,QAT
10.1M,ROU
56.6M,RUS
1.58M,RWA
2.16M,SAU
5.02M,SDN
1.23M,SEN
133k,SGP
114k,SLB
980k,SLE
697k,SLV
9040,SMR
1.48M,SOM
1.92M,SRB
1.64M,SSD
36.3k,STP
87.5k,SUR
2.71M,
824k,SVN
4.68M,SWE
93.6k,SWZ
16.9k,SYC
1.67M,SYR
1.91M,TCD
664k,TGO
6.48M,THA
838k,TJK
664k,TKM
300k,TLS
20.4k,TON
196k,TTO
1.61M,TUN
12.8M,TUR
3430,TUV
